intentType obs_collection provenance_name instrument_name project filters wavelength_region target_name target_classification obs_id s_ra s_dec dataproduct_type proposal_pi calib_level t_min t_max t_exptime em_min em_max obs_title t_obs_release proposal_id proposal_type sequence_number s_region jpegURL dataURL dataRights mtFlag srcDen obsid objID exptime distance obsID obs_collection_products dataproduct_type_products description type dataURI productType productGroupDescription productSubGroupDescription productDocumentationURL project_products prvversion proposal_id_products productFilename size parent_obsid dataRights_products calib_level_products filters_products author mission # year sort_order
science K2 K2 Kepler K2 KEPLER Optical ktwo204364515 "" ktwo204364515-c02_lc 240.339825 -22.624035 timeseries "" 2 56892.76894493 56971.5609235 1800.0 420.0 910.0 "" 57114.0 GO2003_GO2020_GO2047_GO2051_GO2052_GO2069 "" 2 "CIRCLE ICRS 240.33982500 -22.62403500 0.00111111" mast:K2/url/missions/k2/previews/c2/204300000/64000/ktwo204364515-c02_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c2/204300000/64000/ktwo204364515-c02_llc.fits PUBLIC False nan 860940 64024761 1800 0.0 860940 K2 timeseries "Lightcurve Long Cadence (KLC) - C02" S mast:K2/url/missions/k2/lightcurves/c2/204300000/64000/ktwo204364515-c02_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 21 GO2003_GO2020_GO2047_GO2051_GO2052_GO2069 ktwo204364515-c02_llc.fits 414720 860940 PUBLIC 2 KEPLER K2 "K2 Campaign 02" "" 2014 1
science K2 K2 Kepler K2 KEPLER Optical ktwo204364515 "" ktwo204364515-c15_lc 240.339825 -22.624035 timeseries "" 2 57988.92928933 58076.95725499 1800.0 420.0 910.0 "" 58231.0 GO15001_GO15023_GO15043_GO15052_GO15065 "" 15 "CIRCLE ICRS 240.33982500 -22.62403500 0.00111111" mast:K2/url/missions/k2/previews/c15/204300000/64000/ktwo204364515-c15_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c15/204300000/64000/ktwo204364515-c15_llc.fits PUBLIC False nan 792047 63955868 1800 0.0 792047 K2 timeseries "Lightcurve Long Cadence (KLC) - C15" S mast:K2/url/missions/k2/lightcurves/c15/204300000/64000/ktwo204364515-c15_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 22 GO15001_GO15023_GO15043_GO15052_GO15065 ktwo204364515-c15_llc.fits 460800 792047 PUBLIC 2 KEPLER K2 "K2 Campaign 15" "" 2017 1
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo204364515 "" hlsp_everest_k2_llc_204364515-c02_kepler_v2.0_lc 240.339825 -22.624035 timeseries "Rodrigo Luger" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 2 "CIRCLE 240.339825 -22.624035 0.0011111111111111111" mast:HLSP/everest/v2/c02/204300000/64515/hlsp_everest_k2_llc_204364515-c02_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c02/204300000/64515/hlsp_everest_k2_llc_204364515-c02_kepler_v2.0_lc.fits PUBLIC False nan 30774926 594370524 1800 0.0 30774926 HLSP timeseries FITS S mast:HLSP/everest/v2/c02/204300000/64515/hlsp_everest_k2_llc_204364515-c02_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_204364515-c02_kepler_v2.0_lc.fits 13397760 30774926 PUBLIC 4 KEPLER EVEREST "K2 Campaign 02" "" 2014 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo204364515 "" hlsp_k2sff_k2_lightcurve_204364515-c02_kepler_v1_llc 240.339825 -22.624035 timeseries "Andrew Vanderburg" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58689.620405 N/A "" 2 "CIRCLE 240.339825 -22.624035 0.0011111111111111111" mast:HLSP/k2sff/c02/204300000/64515/hlsp_k2sff_k2_lightcurve_204364515-c02_kepler_v1_llc.png mast:HLSP/k2sff/c02/204300000/64515/hlsp_k2sff_k2_lightcurve_204364515-c02_kepler_v1_llc.fits PUBLIC False nan 30172507 601008519 1800 0.0 30172507 HLSP timeseries FITS S mast:HLSP/k2sff/c02/204300000/64515/hlsp_k2sff_k2_lightcurve_204364515-c02_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 4 N/A hlsp_k2sff_k2_lightcurve_204364515-c02_kepler_v1_llc.fits 3360960 30172507 PUBLIC 4 KEPLER K2SFF "K2 Campaign 02" "" 2014 9
science HLSP K2VARCAT Kepler K2 KEPLER Optical ktwo204364515 "" hlsp_k2varcat_k2_lightcurve_204364515-c02_kepler_v2_llc 240.339825 -22.624035 timeseries "David Armstrong" 4 56893.9688531 56971.54821965 1800.0 418.4 905.0 "" 58877.73553234 "" "" 2 "CIRCLE ICRS 240.33982500 -22.62403500 0.00111111" mast:HLSP/k2varcat/c02/204300000/64000/hlsp_k2varcat_k2_lightcurve_204364515-c02_kepler_v2_llc-detrend-thumb.png mast:HLSP/k2varcat/c02/204300000/64000/hlsp_k2varcat_k2_lightcurve_204364515-c02_kepler_v2_llc.fits PUBLIC False nan 32321350 76262952 1800 0.0 32321350 HLSP timeseries FITS C mast:HLSP/k2varcat/c02/204300000/64000/hlsp_k2varcat_k2_lightcurve_204364515-c02_kepler_v2_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2VARCAT 4 "" hlsp_k2varcat_k2_lightcurve_204364515-c02_kepler_v2_llc.fits 129600 32321350 PUBLIC 4 KEPLER K2VARCAT "K2 Campaign 02" "" 2014 9
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo204364515 "" hlsp_everest_k2_llc_204364515-c15_kepler_v2.0_lc 240.339825 -22.624035 timeseries "Rodrigo Luger" 4 57988.929289328706 58076.957254988425 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 15 "CIRCLE 240.339825 -22.624035 0.0011111111111111111" mast:HLSP/everest/v2/c15/204300000/64515/hlsp_everest_k2_llc_204364515-c15_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c15/204300000/64515/hlsp_everest_k2_llc_204364515-c15_kepler_v2.0_lc.fits PUBLIC False nan 30629509 596478636 1800 0.0 30629509 HLSP timeseries FITS S mast:HLSP/everest/v2/c15/204300000/64515/hlsp_everest_k2_llc_204364515-c15_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_204364515-c15_kepler_v2.0_lc.fits 17640000 30629509 PUBLIC 4 KEPLER EVEREST "K2 Campaign 15" "" 2017 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo204364515 "" hlsp_k2sff_k2_lightcurve_204364515-c15_kepler_v1_llc 240.339825 -22.624035 timeseries "Andrew Vanderburg" 4 57988.929289328706 58076.957254988425 1800.0 418.4 905.0 "" 58689.620405 N/A "" 15 "CIRCLE 240.339825 -22.624035 0.0011111111111111111" mast:HLSP/k2sff/c15/204300000/64515/hlsp_k2sff_k2_lightcurve_204364515-c15_kepler_v1_llc.png mast:HLSP/k2sff/c15/204300000/64515/hlsp_k2sff_k2_lightcurve_204364515-c15_kepler_v1_llc.fits PUBLIC False nan 30400858 603090244 1800 0.0 30400858 HLSP timeseries FITS S mast:HLSP/k2sff/c15/204300000/64515/hlsp_k2sff_k2_lightcurve_204364515-c15_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 22 N/A hlsp_k2sff_k2_lightcurve_204364515-c15_kepler_v1_llc.fits 3597120 30400858 PUBLIC 4 KEPLER K2SFF "K2 Campaign 15" "" 2017 9
science K2 K2 Kepler K2 KEPLER Optical ktwo203849738 "" ktwo203849738-c02_lc 242.470335 -24.698206 timeseries "" 2 56892.76894493 56971.5609235 1800.0 420.0 910.0 "" 57114.0 GO2020_GO2063 "" 2 "CIRCLE ICRS 242.47033500 -24.69820600 0.00111111" mast:K2/url/missions/k2/previews/c2/203800000/49000/ktwo203849738-c02_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c2/203800000/49000/ktwo203849738-c02_llc.fits PUBLIC False nan 858775 64022596 1800 0.0 858775 K2 timeseries "Lightcurve Long Cadence (KLC) - C02" S mast:K2/url/missions/k2/lightcurves/c2/203800000/49000/ktwo203849738-c02_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 21 GO2020_GO2063 ktwo203849738-c02_llc.fits 414720 858775 PUBLIC 2 KEPLER K2 "K2 Campaign 02" "" 2014 1
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo203849738 "" hlsp_everest_k2_llc_203849738-c02_kepler_v2.0_lc 242.470335 -24.698206 timeseries "Rodrigo Luger" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 2 "CIRCLE 242.470335 -24.698206 0.0011111111111111111" mast:HLSP/everest/v2/c02/203800000/49738/hlsp_everest_k2_llc_203849738-c02_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c02/203800000/49738/hlsp_everest_k2_llc_203849738-c02_kepler_v2.0_lc.fits PUBLIC False nan 30732226 594355578 1800 0.0 30732226 HLSP timeseries FITS S mast:HLSP/everest/v2/c02/203800000/49738/hlsp_everest_k2_llc_203849738-c02_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_203849738-c02_kepler_v2.0_lc.fits 14376960 30732226 PUBLIC 4 KEPLER EVEREST "K2 Campaign 02" "" 2014 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo203849738 "" hlsp_k2sff_k2_lightcurve_203849738-c02_kepler_v1_llc 242.470335 -24.698206 timeseries "Andrew Vanderburg" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58689.620405 N/A "" 2 "CIRCLE 242.470335 -24.698206 0.0011111111111111111" mast:HLSP/k2sff/c02/203800000/49738/hlsp_k2sff_k2_lightcurve_203849738-c02_kepler_v1_llc.png mast:HLSP/k2sff/c02/203800000/49738/hlsp_k2sff_k2_lightcurve_203849738-c02_kepler_v1_llc.fits PUBLIC False nan 30164044 600982702 1800 0.0 30164044 HLSP timeseries FITS S mast:HLSP/k2sff/c02/203800000/49738/hlsp_k2sff_k2_lightcurve_203849738-c02_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 4 N/A hlsp_k2sff_k2_lightcurve_203849738-c02_kepler_v1_llc.fits 3360960 30164044 PUBLIC 4 KEPLER K2SFF "K2 Campaign 02" "" 2014 9
science HLSP K2VARCAT Kepler K2 KEPLER Optical ktwo203849738 "" hlsp_k2varcat_k2_lightcurve_203849738-c02_kepler_v2_llc 242.470335 -24.698206 timeseries "David Armstrong" 4 56893.96901301 56971.54840045 1800.0 418.4 905.0 "" 58877.73553234 "" "" 2 "CIRCLE ICRS 242.47033500 -24.69820600 0.00111111" mast:HLSP/k2varcat/c02/203800000/49000/hlsp_k2varcat_k2_lightcurve_203849738-c02_kepler_v2_llc-detrend-thumb.png mast:HLSP/k2varcat/c02/203800000/49000/hlsp_k2varcat_k2_lightcurve_203849738-c02_kepler_v2_llc.fits PUBLIC False nan 32279822 76221424 1800 0.0 32279822 HLSP timeseries FITS C mast:HLSP/k2varcat/c02/203800000/49000/hlsp_k2varcat_k2_lightcurve_203849738-c02_kepler_v2_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2VARCAT 4 "" hlsp_k2varcat_k2_lightcurve_203849738-c02_kepler_v2_llc.fits 129600 32279822 PUBLIC 4 KEPLER K2VARCAT "K2 Campaign 02" "" 2014 9
science K2 K2 Kepler K2 KEPLER Optical ktwo203692610 "" ktwo203692610-c02_lc 242.63178 -25.267141 timeseries "" 2 56892.76894493 56971.5609235 1800.0 420.0 910.0 "" 57114.0 GO2063 "" 2 "CIRCLE ICRS 242.63178000 -25.26714100 0.00111111" mast:K2/url/missions/k2/previews/c2/203600000/92000/ktwo203692610-c02_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c2/203600000/92000/ktwo203692610-c02_llc.fits PUBLIC False nan 857804 64021625 1800 0.0 857804 K2 timeseries "Lightcurve Long Cadence (KLC) - C02" S mast:K2/url/missions/k2/lightcurves/c2/203600000/92000/ktwo203692610-c02_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 21 GO2063 ktwo203692610-c02_llc.fits 414720 857804 PUBLIC 2 KEPLER K2 "K2 Campaign 02" "" 2014 1
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo203692610 "" hlsp_everest_k2_llc_203692610-c02_kepler_v2.0_lc 242.63178 -25.267141 timeseries "Rodrigo Luger" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 2 "CIRCLE 242.63178 -25.267141 0.0011111111111111111" mast:HLSP/everest/v2/c02/203600000/92610/hlsp_everest_k2_llc_203692610-c02_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c02/203600000/92610/hlsp_everest_k2_llc_203692610-c02_kepler_v2.0_lc.fits PUBLIC False nan 30599033 594348502 1800 0.0 30599033 HLSP timeseries FITS S mast:HLSP/everest/v2/c02/203600000/92610/hlsp_everest_k2_llc_203692610-c02_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_203692610-c02_kepler_v2.0_lc.fits 14397120 30599033 PUBLIC 4 KEPLER EVEREST "K2 Campaign 02" "" 2014 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo203692610 "" hlsp_k2sff_k2_lightcurve_203692610-c02_kepler_v1_llc 242.63178 -25.267141 timeseries "Andrew Vanderburg" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58689.620405 N/A "" 2 "CIRCLE 242.63178 -25.267141 0.0011111111111111111" mast:HLSP/k2sff/c02/203600000/92610/hlsp_k2sff_k2_lightcurve_203692610-c02_kepler_v1_llc.png mast:HLSP/k2sff/c02/203600000/92610/hlsp_k2sff_k2_lightcurve_203692610-c02_kepler_v1_llc.fits PUBLIC False nan 30167278 600969356 1800 0.0 30167278 HLSP timeseries FITS S mast:HLSP/k2sff/c02/203600000/92610/hlsp_k2sff_k2_lightcurve_203692610-c02_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 4 N/A hlsp_k2sff_k2_lightcurve_203692610-c02_kepler_v1_llc.fits 3360960 30167278 PUBLIC 4 KEPLER K2SFF "K2 Campaign 02" "" 2014 9
science HLSP K2VARCAT Kepler K2 KEPLER Optical ktwo203692610 "" hlsp_k2varcat_k2_lightcurve_203692610-c02_kepler_v2_llc 242.63178 -25.267141 timeseries "David Armstrong" 4 56893.96903006 56971.54842411 1800.0 418.4 905.0 "" 58877.73553234 "" "" 2 "CIRCLE ICRS 242.63178000 -25.26714100 0.00111111" mast:HLSP/k2varcat/c02/203600000/92000/hlsp_k2varcat_k2_lightcurve_203692610-c02_kepler_v2_llc-detrend-thumb.png mast:HLSP/k2varcat/c02/203600000/92000/hlsp_k2varcat_k2_lightcurve_203692610-c02_kepler_v2_llc.fits PUBLIC False nan 32283232 76224834 1800 0.0 32283232 HLSP timeseries FITS C mast:HLSP/k2varcat/c02/203600000/92000/hlsp_k2varcat_k2_lightcurve_203692610-c02_kepler_v2_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2VARCAT 4 "" hlsp_k2varcat_k2_lightcurve_203692610-c02_kepler_v2_llc.fits 129600 32283232 PUBLIC 4 KEPLER K2VARCAT "K2 Campaign 02" "" 2014 9
science K2 K2 Kepler K2 KEPLER Optical ktwo205374937 "" ktwo205374937-c02_lc 242.825535 -17.957988 timeseries "" 2 56892.76894493 56971.5609235 1800.0 420.0 910.0 "" 57114.0 GO2003_GO2020_GO2047_GO2052_GO2069_GO2085 "" 2 "CIRCLE ICRS 242.82553500 -17.95798800 0.00111111" mast:K2/url/missions/k2/previews/c2/205300000/74000/ktwo205374937-c02_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c2/205300000/74000/ktwo205374937-c02_llc.fits PUBLIC False nan 865722 64029543 1800 0.0 865722 K2 timeseries "Lightcurve Long Cadence (KLC) - C02" S mast:K2/url/missions/k2/lightcurves/c2/205300000/74000/ktwo205374937-c02_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 21 GO2003_GO2020_GO2047_GO2052_GO2069_GO2085 ktwo205374937-c02_llc.fits 414720 865722 PUBLIC 2 KEPLER K2 "K2 Campaign 02" "" 2014 1
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo205374937 "" hlsp_everest_k2_llc_205374937-c02_kepler_v2.0_lc 242.825535 -17.957988 timeseries "Rodrigo Luger" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 2 "CIRCLE 242.825535 -17.957988 0.0011111111111111111" mast:HLSP/everest/v2/c02/205300000/74937/hlsp_everest_k2_llc_205374937-c02_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c02/205300000/74937/hlsp_everest_k2_llc_205374937-c02_kepler_v2.0_lc.fits PUBLIC False nan 30743751 594444977 1800 0.0 30743751 HLSP timeseries FITS S mast:HLSP/everest/v2/c02/205300000/74937/hlsp_everest_k2_llc_205374937-c02_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_205374937-c02_kepler_v2.0_lc.fits 13789440 30743751 PUBLIC 4 KEPLER EVEREST "K2 Campaign 02" "" 2014 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo205374937 "" hlsp_k2sff_k2_lightcurve_205374937-c02_kepler_v1_llc 242.825535 -17.957988 timeseries "Andrew Vanderburg" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58689.620405 N/A "" 2 "CIRCLE 242.825535 -17.957988 0.0011111111111111111" mast:HLSP/k2sff/c02/205300000/74937/hlsp_k2sff_k2_lightcurve_205374937-c02_kepler_v1_llc.png mast:HLSP/k2sff/c02/205300000/74937/hlsp_k2sff_k2_lightcurve_205374937-c02_kepler_v1_llc.fits PUBLIC False nan 30167087 601045172 1800 0.0 30167087 HLSP timeseries FITS S mast:HLSP/k2sff/c02/205300000/74937/hlsp_k2sff_k2_lightcurve_205374937-c02_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 4 N/A hlsp_k2sff_k2_lightcurve_205374937-c02_kepler_v1_llc.fits 3300480 30167087 PUBLIC 4 KEPLER K2SFF "K2 Campaign 02" "" 2014 9
science HLSP K2VARCAT Kepler K2 KEPLER Optical ktwo205374937 "" hlsp_k2varcat_k2_lightcurve_205374937-c02_kepler_v2_llc 242.825535 -17.957988 timeseries "David Armstrong" 4 56893.96895283 56971.54832505 1800.0 418.4 905.0 "" 58877.73553234 "" "" 2 "CIRCLE ICRS 242.82553500 -17.95798800 0.00111111" mast:HLSP/k2varcat/c02/205300000/74000/hlsp_k2varcat_k2_lightcurve_205374937-c02_kepler_v2_llc-detrend-thumb.png mast:HLSP/k2varcat/c02/205300000/74000/hlsp_k2varcat_k2_lightcurve_205374937-c02_kepler_v2_llc.fits PUBLIC False nan 32302948 76244550 1800 0.0 32302948 HLSP timeseries FITS C mast:HLSP/k2varcat/c02/205300000/74000/hlsp_k2varcat_k2_lightcurve_205374937-c02_kepler_v2_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2VARCAT 4 "" hlsp_k2varcat_k2_lightcurve_205374937-c02_kepler_v2_llc.fits 126720 32302948 PUBLIC 4 KEPLER K2VARCAT "K2 Campaign 02" "" 2014 9
science K2 K2 Kepler K2 KEPLER Optical ktwo202873945 "" ktwo202873945-c02_lc 245.41635 -28.051846 timeseries "" 2 56892.76894493 56971.5609235 1800.0 420.0 910.0 "" 57114.0 GO2063 "" 2 "CIRCLE ICRS 245.41635000 -28.05184600 0.00111111" mast:K2/url/missions/k2/previews/c2/202800000/73000/ktwo202873945-c02_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c2/202800000/73000/ktwo202873945-c02_llc.fits PUBLIC False nan 855059 64018880 1800 0.0 855059 K2 timeseries "Lightcurve Long Cadence (KLC) - C02" S mast:K2/url/missions/k2/lightcurves/c2/202800000/73000/ktwo202873945-c02_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 21 GO2063 ktwo202873945-c02_llc.fits 414720 855059 PUBLIC 2 KEPLER K2 "K2 Campaign 02" "" 2014 1
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo202873945 "" hlsp_everest_k2_llc_202873945-c02_kepler_v2.0_lc 245.41635 -28.051846 timeseries "Rodrigo Luger" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 2 "CIRCLE 245.41635 -28.051846 0.0011111111111111111" mast:HLSP/everest/v2/c02/202800000/73945/hlsp_everest_k2_llc_202873945-c02_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c02/202800000/73945/hlsp_everest_k2_llc_202873945-c02_kepler_v2.0_lc.fits PUBLIC False nan 30704609 594327720 1800 0.0 30704609 HLSP timeseries FITS S mast:HLSP/everest/v2/c02/202800000/73945/hlsp_everest_k2_llc_202873945-c02_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_202873945-c02_kepler_v2.0_lc.fits 14135040 30704609 PUBLIC 4 KEPLER EVEREST "K2 Campaign 02" "" 2014 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo202873945 "" hlsp_k2sff_k2_lightcurve_202873945-c02_kepler_v1_llc 245.41635 -28.051846 timeseries "Andrew Vanderburg" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58689.620405 N/A "" 2 "CIRCLE 245.41635 -28.051846 0.0011111111111111111" mast:HLSP/k2sff/c02/202800000/73945/hlsp_k2sff_k2_lightcurve_202873945-c02_kepler_v1_llc.png mast:HLSP/k2sff/c02/202800000/73945/hlsp_k2sff_k2_lightcurve_202873945-c02_kepler_v1_llc.fits PUBLIC False nan 30168884 600930167 1800 0.0 30168884 HLSP timeseries FITS S mast:HLSP/k2sff/c02/202800000/73945/hlsp_k2sff_k2_lightcurve_202873945-c02_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 4 N/A hlsp_k2sff_k2_lightcurve_202873945-c02_kepler_v1_llc.fits 3360960 30168884 PUBLIC 4 KEPLER K2SFF "K2 Campaign 02" "" 2014 9
science HLSP K2VARCAT Kepler K2 KEPLER Optical ktwo202873945 "" hlsp_k2varcat_k2_lightcurve_202873945-c02_kepler_v2_llc 245.41635 -28.051846 timeseries "David Armstrong" 4 56893.96925654 56971.54870885 1800.0 418.4 905.0 "" 58877.73553234 "" "" 2 "CIRCLE ICRS 245.41635000 -28.05184600 0.00111111" mast:HLSP/k2varcat/c02/202800000/73000/hlsp_k2varcat_k2_lightcurve_202873945-c02_kepler_v2_llc-detrend-thumb.png mast:HLSP/k2varcat/c02/202800000/73000/hlsp_k2varcat_k2_lightcurve_202873945-c02_kepler_v2_llc.fits PUBLIC False nan 32321416 76263018 1800 0.0 32321416 HLSP timeseries FITS C mast:HLSP/k2varcat/c02/202800000/73000/hlsp_k2varcat_k2_lightcurve_202873945-c02_kepler_v2_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2VARCAT 4 "" hlsp_k2varcat_k2_lightcurve_202873945-c02_kepler_v2_llc.fits 129600 32321416 PUBLIC 4 KEPLER K2VARCAT "K2 Campaign 02" "" 2014 9
science K2 K2 Kepler K2 KEPLER Optical ktwo204296148 "" ktwo204296148-c02_lc 246.21585 -22.895231 timeseries "" 2 56892.76894493 56971.5609235 1800.0 420.0 910.0 "" 57114.0 GO2051_GO2063 "" 2 "CIRCLE ICRS 246.21585000 -22.89523100 0.00111111" mast:K2/url/missions/k2/previews/c2/204200000/96000/ktwo204296148-c02_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c2/204200000/96000/ktwo204296148-c02_llc.fits PUBLIC False nan 860647 64024468 1800 0.0 860647 K2 timeseries "Lightcurve Long Cadence (KLC) - C02" S mast:K2/url/missions/k2/lightcurves/c2/204200000/96000/ktwo204296148-c02_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 21 GO2051_GO2063 ktwo204296148-c02_llc.fits 414720 860647 PUBLIC 2 KEPLER K2 "K2 Campaign 02" "" 2014 1
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo204296148 "" hlsp_everest_k2_llc_204296148-c02_kepler_v2.0_lc 246.21585 -22.895231 timeseries "Rodrigo Luger" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 2 "CIRCLE 246.21585 -22.895231 0.0011111111111111111" mast:HLSP/everest/v2/c02/204200000/96148/hlsp_everest_k2_llc_204296148-c02_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c02/204200000/96148/hlsp_everest_k2_llc_204296148-c02_kepler_v2.0_lc.fits PUBLIC False nan 30705258 594368717 1800 0.0 30705258 HLSP timeseries FITS S mast:HLSP/everest/v2/c02/204200000/96148/hlsp_everest_k2_llc_204296148-c02_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_204296148-c02_kepler_v2.0_lc.fits 14768640 30705258 PUBLIC 4 KEPLER EVEREST "K2 Campaign 02" "" 2014 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo204296148 "" hlsp_k2sff_k2_lightcurve_204296148-c02_kepler_v1_llc 246.21585 -22.895231 timeseries "Andrew Vanderburg" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58689.620405 N/A "" 2 "CIRCLE 246.21585 -22.895231 0.0011111111111111111" mast:HLSP/k2sff/c02/204200000/96148/hlsp_k2sff_k2_lightcurve_204296148-c02_kepler_v1_llc.png mast:HLSP/k2sff/c02/204200000/96148/hlsp_k2sff_k2_lightcurve_204296148-c02_kepler_v1_llc.fits PUBLIC False nan 30172946 601005533 1800 0.0 30172946 HLSP timeseries FITS S mast:HLSP/k2sff/c02/204200000/96148/hlsp_k2sff_k2_lightcurve_204296148-c02_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 4 N/A hlsp_k2sff_k2_lightcurve_204296148-c02_kepler_v1_llc.fits 3300480 30172946 PUBLIC 4 KEPLER K2SFF "K2 Campaign 02" "" 2014 9
science HLSP K2VARCAT Kepler K2 KEPLER Optical ktwo204296148 "" hlsp_k2varcat_k2_lightcurve_204296148-c02_kepler_v2_llc 246.21585 -22.895231 timeseries "David Armstrong" 4 56893.96926766 56971.5486707 1800.0 418.4 905.0 "" 58877.73553234 "" "" 2 "CIRCLE ICRS 246.21585000 -22.89523100 0.00111111" mast:HLSP/k2varcat/c02/204200000/96000/hlsp_k2varcat_k2_lightcurve_204296148-c02_kepler_v2_llc-detrend-thumb.png mast:HLSP/k2varcat/c02/204200000/96000/hlsp_k2varcat_k2_lightcurve_204296148-c02_kepler_v2_llc.fits PUBLIC False nan 32329938 76271540 1800 0.0 32329938 HLSP timeseries FITS C mast:HLSP/k2varcat/c02/204200000/96000/hlsp_k2varcat_k2_lightcurve_204296148-c02_kepler_v2_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2VARCAT 4 "" hlsp_k2varcat_k2_lightcurve_204296148-c02_kepler_v2_llc.fits 135360 32329938 PUBLIC 4 KEPLER K2VARCAT "K2 Campaign 02" "" 2014 9
