intentType obs_collection provenance_name instrument_name project filters wavelength_region target_name target_classification obs_id s_ra s_dec dataproduct_type proposal_pi calib_level t_min t_max t_exptime em_min em_max obs_title t_obs_release proposal_id proposal_type sequence_number s_region jpegURL dataURL dataRights mtFlag srcDen obsid objID exptime distance obsID obs_collection_products dataproduct_type_products description type dataURI productType productGroupDescription productSubGroupDescription productDocumentationURL project_products prvversion proposal_id_products productFilename size parent_obsid dataRights_products calib_level_products filters_products author mission # year sort_order
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo203462615 "" hlsp_k2sff_k2_lightcurve_203462615-c02_kepler_v1_llc 239.908635 -26.056524 timeseries "Andrew Vanderburg" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58689.620405 N/A "" 2 "CIRCLE 239.908635 -26.056524 0.0011111111111111111" mast:HLSP/k2sff/c02/203400000/62615/hlsp_k2sff_k2_lightcurve_203462615-c02_kepler_v1_llc.png mast:HLSP/k2sff/c02/203400000/62615/hlsp_k2sff_k2_lightcurve_203462615-c02_kepler_v1_llc.fits PUBLIC False nan 30166856 600954603 1800 0.0 30166856 HLSP timeseries FITS S mast:HLSP/k2sff/c02/203400000/62615/hlsp_k2sff_k2_lightcurve_203462615-c02_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 4 N/A hlsp_k2sff_k2_lightcurve_203462615-c02_kepler_v1_llc.fits 3360960 30166856 PUBLIC 4 KEPLER K2SFF "K2 Campaign 02" "" 2014 9
science HLSP K2VARCAT Kepler K2 KEPLER Optical ktwo203462615 "" hlsp_k2varcat_k2_lightcurve_203462615-c02_kepler_v2_llc 239.908635 -26.056524 timeseries "David Armstrong" 4 56893.96884685 56971.54824426 1800.0 418.4 905.0 "" 58877.73553234 "" "" 2 "CIRCLE ICRS 239.90863500 -26.05652400 0.00111111" mast:HLSP/k2varcat/c02/203400000/62000/hlsp_k2varcat_k2_lightcurve_203462615-c02_kepler_v2_llc-detrend-thumb.png mast:HLSP/k2varcat/c02/203400000/62000/hlsp_k2varcat_k2_lightcurve_203462615-c02_kepler_v2_llc.fits PUBLIC False nan 32329120 76270722 1800 0.0 32329120 HLSP timeseries FITS C mast:HLSP/k2varcat/c02/203400000/62000/hlsp_k2varcat_k2_lightcurve_203462615-c02_kepler_v2_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2VARCAT 4 "" hlsp_k2varcat_k2_lightcurve_203462615-c02_kepler_v2_llc.fits 129600 32329120 PUBLIC 4 KEPLER K2VARCAT "K2 Campaign 02" "" 2014 9
science K2 K2 Kepler K2 KEPLER Optical ktwo204066898 "" ktwo204066898-c02_lc 239.65089 -23.800548 timeseries "" 2 56892.76894493 56971.5609235 1800.0 420.0 910.0 "" 57114.0 GO2020_GO2052_GO2069 "" 2 "CIRCLE ICRS 239.65089000 -23.80054800 0.00111111" mast:K2/url/missions/k2/previews/c2/204000000/66000/ktwo204066898-c02_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c2/204000000/66000/ktwo204066898-c02_llc.fits PUBLIC False nan 859608 64023429 1800 0.0 859608 K2 timeseries "Lightcurve Long Cadence (KLC) - C02" S mast:K2/url/missions/k2/lightcurves/c2/204000000/66000/ktwo204066898-c02_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 21 GO2020_GO2052_GO2069 ktwo204066898-c02_llc.fits 414720 859608 PUBLIC 2 KEPLER K2 "K2 Campaign 02" "" 2014 1
science K2 K2 Kepler K2 KEPLER Optical ktwo204066898 "" ktwo204066898-c15_lc 239.65089 -23.800548 timeseries "" 2 57988.92928933 58076.95725499 1800.0 420.0 910.0 "" 58231.0 GO15023_GO15043_GO15052_GO15065 "" 15 "CIRCLE ICRS 239.65089000 -23.80054800 0.00111111" mast:K2/url/missions/k2/previews/c15/204000000/66000/ktwo204066898-c15_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c15/204000000/66000/ktwo204066898-c15_llc.fits PUBLIC False nan 791520 63955341 1800 0.0 791520 K2 timeseries "Lightcurve Long Cadence (KLC) - C15" S mast:K2/url/missions/k2/lightcurves/c15/204000000/66000/ktwo204066898-c15_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 22 GO15023_GO15043_GO15052_GO15065 ktwo204066898-c15_llc.fits 460800 791520 PUBLIC 2 KEPLER K2 "K2 Campaign 15" "" 2017 1
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo204066898 "" hlsp_everest_k2_llc_204066898-c02_kepler_v2.0_lc 239.65089 -23.800548 timeseries "Rodrigo Luger" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 2 "CIRCLE 239.65089 -23.800548 0.0011111111111111111" mast:HLSP/everest/v2/c02/204000000/66898/hlsp_everest_k2_llc_204066898-c02_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c02/204000000/66898/hlsp_everest_k2_llc_204066898-c02_kepler_v2.0_lc.fits PUBLIC False nan 30657542 594362657 1800 0.0 30657542 HLSP timeseries FITS S mast:HLSP/everest/v2/c02/204000000/66898/hlsp_everest_k2_llc_204066898-c02_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_204066898-c02_kepler_v2.0_lc.fits 13533120 30657542 PUBLIC 4 KEPLER EVEREST "K2 Campaign 02" "" 2014 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo204066898 "" hlsp_k2sff_k2_lightcurve_204066898-c02_kepler_v1_llc 239.65089 -23.800548 timeseries "Andrew Vanderburg" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58689.620405 N/A "" 2 "CIRCLE 239.65089 -23.800548 0.0011111111111111111" mast:HLSP/k2sff/c02/204000000/66898/hlsp_k2sff_k2_lightcurve_204066898-c02_kepler_v1_llc.png mast:HLSP/k2sff/c02/204000000/66898/hlsp_k2sff_k2_lightcurve_204066898-c02_kepler_v1_llc.fits PUBLIC False nan 30171124 600992325 1800 0.0 30171124 HLSP timeseries FITS S mast:HLSP/k2sff/c02/204000000/66898/hlsp_k2sff_k2_lightcurve_204066898-c02_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 4 N/A hlsp_k2sff_k2_lightcurve_204066898-c02_kepler_v1_llc.fits 3360960 30171124 PUBLIC 4 KEPLER K2SFF "K2 Campaign 02" "" 2014 9
science HLSP K2VARCAT Kepler K2 KEPLER Optical ktwo204066898 "" hlsp_k2varcat_k2_lightcurve_204066898-c02_kepler_v2_llc 239.65089 -23.800548 timeseries "David Armstrong" 4 56893.96881667 56971.54819106 1800.0 418.4 905.0 "" 58877.73553234 "" "" 2 "CIRCLE ICRS 239.65089000 -23.80054800 0.00111111" mast:HLSP/k2varcat/c02/204000000/66000/hlsp_k2varcat_k2_lightcurve_204066898-c02_kepler_v2_llc-detrend-thumb.png mast:HLSP/k2varcat/c02/204000000/66000/hlsp_k2varcat_k2_lightcurve_204066898-c02_kepler_v2_llc.fits PUBLIC False nan 32318209 76259811 1800 0.0 32318209 HLSP timeseries FITS C mast:HLSP/k2varcat/c02/204000000/66000/hlsp_k2varcat_k2_lightcurve_204066898-c02_kepler_v2_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2VARCAT 4 "" hlsp_k2varcat_k2_lightcurve_204066898-c02_kepler_v2_llc.fits 129600 32318209 PUBLIC 4 KEPLER K2VARCAT "K2 Campaign 02" "" 2014 9
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo204066898 "" hlsp_everest_k2_llc_204066898-c15_kepler_v2.0_lc 239.65089 -23.800548 timeseries "Rodrigo Luger" 4 57988.929289328706 58076.957254988425 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 15 "CIRCLE 239.65089 -23.800548 0.0011111111111111111" mast:HLSP/everest/v2/c15/204000000/66898/hlsp_everest_k2_llc_204066898-c15_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c15/204000000/66898/hlsp_everest_k2_llc_204066898-c15_kepler_v2.0_lc.fits PUBLIC False nan 30885396 596474566 1800 0.0 30885396 HLSP timeseries FITS S mast:HLSP/everest/v2/c15/204000000/66898/hlsp_everest_k2_llc_204066898-c15_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_204066898-c15_kepler_v2.0_lc.fits 17648640 30885396 PUBLIC 4 KEPLER EVEREST "K2 Campaign 15" "" 2017 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo204066898 "" hlsp_k2sff_k2_lightcurve_204066898-c15_kepler_v1_llc 239.65089 -23.800548 timeseries "Andrew Vanderburg" 4 57988.929289328706 58076.957254988425 1800.0 418.4 905.0 "" 58689.620405 N/A "" 15 "CIRCLE 239.65089 -23.800548 0.0011111111111111111" mast:HLSP/k2sff/c15/204000000/66898/hlsp_k2sff_k2_lightcurve_204066898-c15_kepler_v1_llc.png mast:HLSP/k2sff/c15/204000000/66898/hlsp_k2sff_k2_lightcurve_204066898-c15_kepler_v1_llc.fits PUBLIC False nan 30399729 603088919 1800 0.0 30399729 HLSP timeseries FITS S mast:HLSP/k2sff/c15/204000000/66898/hlsp_k2sff_k2_lightcurve_204066898-c15_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 22 N/A hlsp_k2sff_k2_lightcurve_204066898-c15_kepler_v1_llc.fits 3602880 30399729 PUBLIC 4 KEPLER K2SFF "K2 Campaign 15" "" 2017 9
science K2 K2 Kepler K2 KEPLER Optical ktwo204117263 "" ktwo204117263-c02_lc 242.758845 -23.597349 timeseries "" 2 56892.76894493 56971.5609235 1800.0 420.0 910.0 "" 57114.0 GO2047_GO2052_GO2085_GO2106 "" 2 "CIRCLE ICRS 242.75884500 -23.59734900 0.00111111" mast:K2/url/missions/k2/previews/c2/204100000/17000/ktwo204117263-c02_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c2/204100000/17000/ktwo204117263-c02_llc.fits PUBLIC False nan 859811 64023632 1800 0.0 859811 K2 timeseries "Lightcurve Long Cadence (KLC) - C02" S mast:K2/url/missions/k2/lightcurves/c2/204100000/17000/ktwo204117263-c02_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 21 GO2047_GO2052_GO2085_GO2106 ktwo204117263-c02_llc.fits 414720 859811 PUBLIC 2 KEPLER K2 "K2 Campaign 02" "" 2014 1
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo204117263 "" hlsp_everest_k2_llc_204117263-c02_kepler_v2.0_lc 242.758845 -23.597349 timeseries "Rodrigo Luger" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 2 "CIRCLE 242.758845 -23.597349 0.0011111111111111111" mast:HLSP/everest/v2/c02/204100000/17263/hlsp_everest_k2_llc_204117263-c02_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c02/204100000/17263/hlsp_everest_k2_llc_204117263-c02_kepler_v2.0_lc.fits PUBLIC False nan 30785934 594363777 1800 0.0 30785934 HLSP timeseries FITS S mast:HLSP/everest/v2/c02/204100000/17263/hlsp_everest_k2_llc_204117263-c02_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_204117263-c02_kepler_v2.0_lc.fits 13227840 30785934 PUBLIC 4 KEPLER EVEREST "K2 Campaign 02" "" 2014 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo204117263 "" hlsp_k2sff_k2_lightcurve_204117263-c02_kepler_v1_llc 242.758845 -23.597349 timeseries "Andrew Vanderburg" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58689.620405 N/A "" 2 "CIRCLE 242.758845 -23.597349 0.0011111111111111111" mast:HLSP/k2sff/c02/204100000/17263/hlsp_k2sff_k2_lightcurve_204117263-c02_kepler_v1_llc.png mast:HLSP/k2sff/c02/204100000/17263/hlsp_k2sff_k2_lightcurve_204117263-c02_kepler_v1_llc.fits PUBLIC False nan 30166309 600995379 1800 0.0 30166309 HLSP timeseries FITS S mast:HLSP/k2sff/c02/204100000/17263/hlsp_k2sff_k2_lightcurve_204117263-c02_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 4 N/A hlsp_k2sff_k2_lightcurve_204117263-c02_kepler_v1_llc.fits 3360960 30166309 PUBLIC 4 KEPLER K2SFF "K2 Campaign 02" "" 2014 9
science HLSP K2VARCAT Kepler K2 KEPLER Optical ktwo204117263 "" hlsp_k2varcat_k2_lightcurve_204117263-c02_kepler_v2_llc 242.758845 -23.597349 timeseries "David Armstrong" 4 56893.96903672 56971.54841609 1800.0 418.4 905.0 "" 58877.73553234 "" "" 2 "CIRCLE ICRS 242.75884500 -23.59734900 0.00111111" mast:HLSP/k2varcat/c02/204100000/17000/hlsp_k2varcat_k2_lightcurve_204117263-c02_kepler_v2_llc-detrend-thumb.png mast:HLSP/k2varcat/c02/204100000/17000/hlsp_k2varcat_k2_lightcurve_204117263-c02_kepler_v2_llc.fits PUBLIC False nan 32320682 76262284 1800 0.0 32320682 HLSP timeseries FITS C mast:HLSP/k2varcat/c02/204100000/17000/hlsp_k2varcat_k2_lightcurve_204117263-c02_kepler_v2_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2VARCAT 4 "" hlsp_k2varcat_k2_lightcurve_204117263-c02_kepler_v2_llc.fits 129600 32320682 PUBLIC 4 KEPLER K2VARCAT "K2 Campaign 02" "" 2014 9
science K2 K2 Kepler K2 KEPLER Optical ktwo204367193 "" ktwo204367193-c02_lc 242.976645 -22.613663 timeseries "" 2 56892.76894493 56971.5609235 1800.0 420.0 910.0 "" 57114.0 GO2010_GO2047_GO2085_GO2106 "" 2 "CIRCLE ICRS 242.97664500 -22.61366300 0.00111111" mast:K2/url/missions/k2/previews/c2/204300000/67000/ktwo204367193-c02_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c2/204300000/67000/ktwo204367193-c02_llc.fits PUBLIC False nan 860956 64024777 1800 0.0 860956 K2 timeseries "Lightcurve Long Cadence (KLC) - C02" S mast:K2/url/missions/k2/lightcurves/c2/204300000/67000/ktwo204367193-c02_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 21 GO2010_GO2047_GO2085_GO2106 ktwo204367193-c02_llc.fits 414720 860956 PUBLIC 2 KEPLER K2 "K2 Campaign 02" "" 2014 1
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo204367193 "" hlsp_everest_k2_llc_204367193-c02_kepler_v2.0_lc 242.976645 -22.613663 timeseries "Rodrigo Luger" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 2 "CIRCLE 242.976645 -22.613663 0.0011111111111111111" mast:HLSP/everest/v2/c02/204300000/67193/hlsp_everest_k2_llc_204367193-c02_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c02/204300000/67193/hlsp_everest_k2_llc_204367193-c02_kepler_v2.0_lc.fits PUBLIC False nan 30738967 594370658 1800 0.0 30738967 HLSP timeseries FITS S mast:HLSP/everest/v2/c02/204300000/67193/hlsp_everest_k2_llc_204367193-c02_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_204367193-c02_kepler_v2.0_lc.fits 13302720 30738967 PUBLIC 4 KEPLER EVEREST "K2 Campaign 02" "" 2014 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo204367193 "" hlsp_k2sff_k2_lightcurve_204367193-c02_kepler_v1_llc 242.976645 -22.613663 timeseries "Andrew Vanderburg" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58689.620405 N/A "" 2 "CIRCLE 242.976645 -22.613663 0.0011111111111111111" mast:HLSP/k2sff/c02/204300000/67193/hlsp_k2sff_k2_lightcurve_204367193-c02_kepler_v1_llc.png mast:HLSP/k2sff/c02/204300000/67193/hlsp_k2sff_k2_lightcurve_204367193-c02_kepler_v1_llc.fits PUBLIC False nan 30170275 601008678 1800 0.0 30170275 HLSP timeseries FITS S mast:HLSP/k2sff/c02/204300000/67193/hlsp_k2sff_k2_lightcurve_204367193-c02_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 4 N/A hlsp_k2sff_k2_lightcurve_204367193-c02_kepler_v1_llc.fits 3355200 30170275 PUBLIC 4 KEPLER K2SFF "K2 Campaign 02" "" 2014 9
science HLSP K2VARCAT Kepler K2 KEPLER Optical ktwo204367193 "" hlsp_k2varcat_k2_lightcurve_204367193-c02_kepler_v2_llc 242.976645 -22.613663 timeseries "David Armstrong" 4 56893.9690411 56971.5484154 1800.0 418.4 905.0 "" 58877.73553234 "" "" 2 "CIRCLE ICRS 242.97664500 -22.61366300 0.00111111" mast:HLSP/k2varcat/c02/204300000/67000/hlsp_k2varcat_k2_lightcurve_204367193-c02_kepler_v2_llc-detrend-thumb.png mast:HLSP/k2varcat/c02/204300000/67000/hlsp_k2varcat_k2_lightcurve_204367193-c02_kepler_v2_llc.fits PUBLIC False nan 32290179 76231781 1800 0.0 32290179 HLSP timeseries FITS C mast:HLSP/k2varcat/c02/204300000/67000/hlsp_k2varcat_k2_lightcurve_204367193-c02_kepler_v2_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2VARCAT 4 "" hlsp_k2varcat_k2_lightcurve_204367193-c02_kepler_v2_llc.fits 135360 32290179 PUBLIC 4 KEPLER K2VARCAT "K2 Campaign 02" "" 2014 9
science K2 K2 Kepler K2 KEPLER Optical ktwo205110559 "" ktwo205110559-c02_lc 243.832155 -19.35197 timeseries "" 2 56892.76894493 56971.5609235 1800.0 420.0 910.0 "" 57114.0 GO2051_GO2063 "" 2 "CIRCLE ICRS 243.83215500 -19.35197000 0.00111111" mast:K2/url/missions/k2/previews/c2/205100000/10000/ktwo205110559-c02_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c2/205100000/10000/ktwo205110559-c02_llc.fits PUBLIC False nan 864672 64028493 1800 0.0 864672 K2 timeseries "Lightcurve Long Cadence (KLC) - C02" S mast:K2/url/missions/k2/lightcurves/c2/205100000/10000/ktwo205110559-c02_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 21 GO2051_GO2063 ktwo205110559-c02_llc.fits 414720 864672 PUBLIC 2 KEPLER K2 "K2 Campaign 02" "" 2014 1
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo205110559 "" hlsp_everest_k2_llc_205110559-c02_kepler_v2.0_lc 243.832155 -19.35197 timeseries "Rodrigo Luger" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 2 "CIRCLE 243.832155 -19.35197 0.0011111111111111111" mast:HLSP/everest/v2/c02/205100000/10559/hlsp_everest_k2_llc_205110559-c02_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c02/205100000/10559/hlsp_everest_k2_llc_205110559-c02_kepler_v2.0_lc.fits PUBLIC False nan 30842800 594424808 1800 0.0 30842800 HLSP timeseries FITS S mast:HLSP/everest/v2/c02/205100000/10559/hlsp_everest_k2_llc_205110559-c02_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_205110559-c02_kepler_v2.0_lc.fits 12525120 30842800 PUBLIC 4 KEPLER EVEREST "K2 Campaign 02" "" 2014 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo205110559 "" hlsp_k2sff_k2_lightcurve_205110559-c02_kepler_v1_llc 243.832155 -19.35197 timeseries "Andrew Vanderburg" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58689.620405 N/A "" 2 "CIRCLE 243.832155 -19.35197 0.0011111111111111111" mast:HLSP/k2sff/c02/205100000/10559/hlsp_k2sff_k2_lightcurve_205110559-c02_kepler_v1_llc.png mast:HLSP/k2sff/c02/205100000/10559/hlsp_k2sff_k2_lightcurve_205110559-c02_kepler_v1_llc.fits PUBLIC False nan 30172313 601038497 1800 0.0 30172313 HLSP timeseries FITS S mast:HLSP/k2sff/c02/205100000/10559/hlsp_k2sff_k2_lightcurve_205110559-c02_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 4 N/A hlsp_k2sff_k2_lightcurve_205110559-c02_kepler_v1_llc.fits 3360960 30172313 PUBLIC 4 KEPLER K2SFF "K2 Campaign 02" "" 2014 9
science HLSP K2VARCAT Kepler K2 KEPLER Optical ktwo205110559 "" hlsp_k2varcat_k2_lightcurve_205110559-c02_kepler_v2_llc 243.832155 -19.35197 timeseries "David Armstrong" 4 56893.96903671 56971.54841068 1800.0 418.4 905.0 "" 58877.73553234 "" "" 2 "CIRCLE ICRS 243.83215500 -19.35197000 0.00111111" mast:HLSP/k2varcat/c02/205100000/10000/hlsp_k2varcat_k2_lightcurve_205110559-c02_kepler_v2_llc-detrend-thumb.png mast:HLSP/k2varcat/c02/205100000/10000/hlsp_k2varcat_k2_lightcurve_205110559-c02_kepler_v2_llc.fits PUBLIC False nan 32287769 76229371 1800 0.0 32287769 HLSP timeseries FITS C mast:HLSP/k2varcat/c02/205100000/10000/hlsp_k2varcat_k2_lightcurve_205110559-c02_kepler_v2_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2VARCAT 4 "" hlsp_k2varcat_k2_lightcurve_205110559-c02_kepler_v2_llc.fits 129600 32287769 PUBLIC 4 KEPLER K2VARCAT "K2 Campaign 02" "" 2014 9
science K2 K2 Kepler K2 KEPLER Optical ktwo204918279 "" ktwo204918279-c02_lc 239.10462 -20.271054 timeseries "" 2 56892.76894493 56971.5609235 1800.0 420.0 910.0 "" 57114.0 GO2051_GO2063_GO2069 "" 2 "CIRCLE ICRS 239.10462000 -20.27105400 0.00111111" mast:K2/url/missions/k2/previews/c2/204900000/18000/ktwo204918279-c02_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c2/204900000/18000/ktwo204918279-c02_llc.fits PUBLIC False nan 863305 64027126 1800 0.0 863305 K2 timeseries "Lightcurve Long Cadence (KLC) - C02" S mast:K2/url/missions/k2/lightcurves/c2/204900000/18000/ktwo204918279-c02_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 21 GO2051_GO2063_GO2069 ktwo204918279-c02_llc.fits 414720 863305 PUBLIC 2 KEPLER K2 "K2 Campaign 02" "" 2014 1
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo204918279 "" hlsp_everest_k2_llc_204918279-c02_kepler_v2.0_lc 239.10462 -20.271054 timeseries "Rodrigo Luger" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 2 "CIRCLE 239.10462 -20.271054 0.0011111111111111111" mast:HLSP/everest/v2/c02/204900000/18279/hlsp_everest_k2_llc_204918279-c02_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c02/204900000/18279/hlsp_everest_k2_llc_204918279-c02_kepler_v2.0_lc.fits PUBLIC False nan 30571439 594399619 1800 0.0 30571439 HLSP timeseries FITS S mast:HLSP/everest/v2/c02/204900000/18279/hlsp_everest_k2_llc_204918279-c02_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_204918279-c02_kepler_v2.0_lc.fits 13939200 30571439 PUBLIC 4 KEPLER EVEREST "K2 Campaign 02" "" 2014 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo204918279 "" hlsp_k2sff_k2_lightcurve_204918279-c02_kepler_v1_llc 239.10462 -20.271054 timeseries "Andrew Vanderburg" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58689.620405 N/A "" 2 "CIRCLE 239.10462 -20.271054 0.0011111111111111111" mast:HLSP/k2sff/c02/204900000/18279/hlsp_k2sff_k2_lightcurve_204918279-c02_kepler_v1_llc.png mast:HLSP/k2sff/c02/204900000/18279/hlsp_k2sff_k2_lightcurve_204918279-c02_kepler_v1_llc.fits PUBLIC False nan 30169770 601031153 1800 0.0 30169770 HLSP timeseries FITS S mast:HLSP/k2sff/c02/204900000/18279/hlsp_k2sff_k2_lightcurve_204918279-c02_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 4 N/A hlsp_k2sff_k2_lightcurve_204918279-c02_kepler_v1_llc.fits 3300480 30169770 PUBLIC 4 KEPLER K2SFF "K2 Campaign 02" "" 2014 9
science HLSP K2VARCAT Kepler K2 KEPLER Optical ktwo204918279 "" hlsp_k2varcat_k2_lightcurve_204918279-c02_kepler_v2_llc 239.10462 -20.271054 timeseries "David Armstrong" 4 56893.96870116 56971.54806189 1800.0 418.4 905.0 "" 58877.73553234 "" "" 2 "CIRCLE ICRS 239.10462000 -20.27105400 0.00111111" mast:HLSP/k2varcat/c02/204900000/18000/hlsp_k2varcat_k2_lightcurve_204918279-c02_kepler_v2_llc-detrend-thumb.png mast:HLSP/k2varcat/c02/204900000/18000/hlsp_k2varcat_k2_lightcurve_204918279-c02_kepler_v2_llc.fits PUBLIC False nan 32325802 76267404 1800 0.0 32325802 HLSP timeseries FITS C mast:HLSP/k2varcat/c02/204900000/18000/hlsp_k2varcat_k2_lightcurve_204918279-c02_kepler_v2_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2VARCAT 4 "" hlsp_k2varcat_k2_lightcurve_204918279-c02_kepler_v2_llc.fits 129600 32325802 PUBLIC 4 KEPLER K2VARCAT "K2 Campaign 02" "" 2014 9
science K2 K2 Kepler K2 KEPLER Optical ktwo204897050 "" ktwo204897050-c02_lc 240.42075 -20.368889 timeseries "" 2 56892.76894493 56971.5609235 1800.0 420.0 910.0 "" 57114.0 GO2020_GO2051_GO2052 "" 2 "CIRCLE ICRS 240.42075000 -20.36888900 0.00111111" mast:K2/url/missions/k2/previews/c2/204800000/97000/ktwo204897050-c02_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c2/204800000/97000/ktwo204897050-c02_llc.fits PUBLIC False nan 863161 64026982 1800 0.0 863161 K2 timeseries "Lightcurve Long Cadence (KLC) - C02" S mast:K2/url/missions/k2/lightcurves/c2/204800000/97000/ktwo204897050-c02_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 21 GO2020_GO2051_GO2052 ktwo204897050-c02_llc.fits 414720 863161 PUBLIC 2 KEPLER K2 "K2 Campaign 02" "" 2014 1
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo204897050 "" hlsp_everest_k2_llc_204897050-c02_kepler_v2.0_lc 240.42075 -20.368889 timeseries "Rodrigo Luger" 4 56892.768944930554 56971.56092349537 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 2 "CIRCLE 240.42075 -20.368889 0.0011111111111111111" mast:HLSP/everest/v2/c02/204800000/97050/hlsp_everest_k2_llc_204897050-c02_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c02/204800000/97050/hlsp_everest_k2_llc_204897050-c02_kepler_v2.0_lc.fits PUBLIC False nan 30748586 594396589 1800 0.0 30748586 HLSP timeseries FITS S mast:HLSP/everest/v2/c02/204800000/97050/hlsp_everest_k2_llc_204897050-c02_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_204897050-c02_kepler_v2.0_lc.fits 13849920 30748586 PUBLIC 4 KEPLER EVEREST "K2 Campaign 02" "" 2014 9
