pop_id,TIC,gaiadr3_source_id,epic_id,per,per2,group,age_Myr,disco_paper,author,year,tess_sectors,K2_campaign
101,206544316,4909009394396454144,,0.3220833333,,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,TESS Sector 01 SPOC 120s TESS Sector 02 SPOC 120s TESS Sector 28 SPOC 120s TESS Sector 29 SPOC 120s TESS Sector 69 SPOC 20s TESS Sector 68 SPOC 20s TESS Sector 69 SPOC 120s TESS Sector 68 SPOC 120s TESS Sector 96 SPOC 120s TESS Sector 95 SPOC 120s TESS Sector 02 TESS-SPOC 1800s TESS Sector 01 TESS-SPOC 1800s TESS Sector 29 TESS-SPOC 600s TESS Sector 28 TESS-SPOC 600s TESS Sector 69 TESS-SPOC 200s TESS Sector 68 TESS-SPOC 200s TESS Sector 02 QLP 1800s TESS Sector 01 QLP 1800s TESS Sector 29 QLP 600s TESS Sector 28 QLP 600s TESS Sector 69 QLP 200s TESS Sector 68 QLP 200s TESS Sector 95 QLP 200s TESS Sector 96 QLP 200s TESS Sector 01 TASOC 120s TESS Sector 02 TASOC 120s TESS Sector 02 TASOC 1800s TESS Sector 01 TGLC 1800s TESS Sector 02 TGLC 1800s TESS Sector 02 TASOC 1800s TESS Sector 01 TASOC 1800s TESS Sector 01 TASOC 1800s TESS Sector 02 T16 1800s TESS Sector 01 T16 1800s TESS Sector 02 GSFC-ELEANOR-LITE 1800s TESS Sector 01 GSFC-ELEANOR-LITE 1800s TESS Sector 29 CDIPS 1800s TESS Sector 28 CDIPS 1800s ,
102,178155030,5050451154310013056,,0.48625,,Tucana-Horologium,40.0,Bouma_2024,Bouma,2024,TESS Sector 04 SPOC 120s TESS Sector 03 SPOC 120s TESS Sector 31 SPOC 120s TESS Sector 30 SPOC 120s TESS Sector 04 TESS-SPOC 1800s TESS Sector 03 TESS-SPOC 1800s TESS Sector 31 TESS-SPOC 600s TESS Sector 30 TESS-SPOC 600s TESS Sector 03 QLP 1800s TESS Sector 04 QLP 1800s TESS Sector 30 QLP 600s TESS Sector 31 QLP 600s TESS Sector 03 TASOC 120s TESS Sector 04 TASOC 120s TESS Sector 04 TGLC 1800s TESS Sector 03 TGLC 1800s TESS Sector 04 TASOC 1800s TESS Sector 03 TASOC 1800s TESS Sector 03 TASOC 1800s TESS Sector 04 T16 1800s TESS Sector 03 T16 1800s TESS Sector 04 GSFC-ELEANOR-LITE 1800s TESS Sector 03 GSFC-ELEANOR-LITE 1800s TESS Sector 04 TASOC 1800s TESS Sector 31 CDIPS 1800s TESS Sector 30 CDIPS 1800s ,
103,141306513,5179619856194590080,,0.5566666667,,Tucana-Horologium,40.0,Popinchalk_2023,Popinchalk,2023,TESS Sector 04 SPOC 120s TESS Sector 31 SPOC 120s TESS Sector 04 TESS-SPOC 1800s TESS Sector 31 TESS-SPOC 600s TESS Sector 31 QLP 600s TESS Sector 04 TASOC 120s TESS Sector 04 GSFC-ELEANOR-LITE 1800s TESS Sector 04 T16 1800s TESS Sector 04 TASOC 1800s TESS Sector 04 TASOC 1800s TESS Sector 04 TGLC 1800s TESS Sector 31 CDIPS 1800s ,
104,397791443,5239135492911437568,,0.2895833333,,IC 2602,40.0,Bouma_2024,Bouma,2024,TESS Sector 37 SPOC 120s TESS Sector 38 SPOC 120s TESS Sector 90 SPOC 120s TESS Sector 37 TESS-SPOC 600s TESS Sector 38 TESS-SPOC 600s TESS Sector 10 CDIPS 1800s TESS Sector 11 CDIPS 1800s TESS Sector 10 GSFC-ELEANOR-LITE 1800s TESS Sector 11 GSFC-ELEANOR-LITE 1800s TESS Sector 10 PATHOS 1800s TESS Sector 11 PATHOS 1800s TESS Sector 10 TGLC 1800s TESS Sector 11 TGLC 1800s TESS Sector 37 CDIPS 1800s TESS Sector 38 CDIPS 1800s ,
105,177309964,5260885172922381824,,0.4533333333,,CAR,45.0,Zhan_2019,Zhan,2019,TESS Sector 06 SPOC 120s TESS Sector 01 SPOC 120s TESS Sector 02 SPOC 120s TESS Sector 03 SPOC 120s TESS Sector 04 SPOC 120s TESS Sector 05 SPOC 120s TESS Sector 08 SPOC 120s TESS Sector 09 SPOC 120s TESS Sector 10 SPOC 120s TESS Sector 11 SPOC 120s TESS Sector 12 SPOC 120s TESS Sector 13 SPOC 120s TESS Sector 07 SPOC 120s TESS Sector 33 SPOC 120s TESS Sector 31 SPOC 120s TESS Sector 27 SPOC 120s TESS Sector 29 SPOC 120s TESS Sector 28 SPOC 120s TESS Sector 30 SPOC 120s TESS Sector 34 SPOC 120s TESS Sector 35 SPOC 120s TESS Sector 36 SPOC 120s TESS Sector 38 SPOC 120s TESS Sector 39 SPOC 120s TESS Sector 37 SPOC 120s TESS Sector 62 SPOC 20s TESS Sector 63 SPOC 20s TESS Sector 69 SPOC 20s TESS Sector 64 SPOC 20s TESS Sector 65 SPOC 20s TESS Sector 68 SPOC 20s TESS Sector 66 SPOC 20s TESS Sector 61 SPOC 20s TESS Sector 67 SPOC 20s TESS Sector 69 SPOC 120s TESS Sector 68 SPOC 120s TESS Sector 61 SPOC 120s TESS Sector 65 SPOC 120s TESS Sector 64 SPOC 120s TESS Sector 63 SPOC 120s TESS Sector 62 SPOC 120s TESS Sector 67 SPOC 120s TESS Sector 66 SPOC 120s TESS Sector 87 SPOC 120s TESS Sector 95 SPOC 120s TESS Sector 96 SPOC 120s TESS Sector 88 SPOC 120s TESS Sector 89 SPOC 120s TESS Sector 90 SPOC 120s TESS Sector 93 SPOC 120s TESS Sector 94 SPOC 120s TESS Sector 06 TESS-SPOC 1800s TESS Sector 05 TESS-SPOC 1800s TESS Sector 03 TESS-SPOC 1800s TESS Sector 02 TESS-SPOC 1800s TESS Sector 01 TESS-SPOC 1800s TESS Sector 04 TESS-SPOC 1800s TESS Sector 10 TESS-SPOC 1800s TESS Sector 13 TESS-SPOC 1800s TESS Sector 12 TESS-SPOC 1800s TESS Sector 11 TESS-SPOC 1800s TESS Sector 07 TESS-SPOC 1800s TESS Sector 09 TESS-SPOC 1800s TESS Sector 08 TESS-SPOC 1800s TESS Sector 33 TESS-SPOC 600s TESS Sector 31 TESS-SPOC 600s TESS Sector 30 TESS-SPOC 600s TESS Sector 29 TESS-SPOC 600s TESS Sector 28 TESS-SPOC 600s TESS Sector 27 TESS-SPOC 600s TESS Sector 39 TESS-SPOC 600s TESS Sector 38 TESS-SPOC 600s TESS Sector 37 TESS-SPOC 600s TESS Sector 34 TESS-SPOC 600s TESS Sector 35 TESS-SPOC 600s TESS Sector 36 TESS-SPOC 600s TESS Sector 61 TESS-SPOC 200s TESS Sector 62 TESS-SPOC 200s TESS Sector 63 TESS-SPOC 200s TESS Sector 64 TESS-SPOC 200s TESS Sector 65 TESS-SPOC 200s TESS Sector 66 TESS-SPOC 200s TESS Sector 67 TESS-SPOC 200s TESS Sector 68 TESS-SPOC 200s TESS Sector 69 TESS-SPOC 200s TESS Sector 01 QLP 1800s TESS Sector 02 QLP 1800s TESS Sector 04 QLP 1800s TESS Sector 05 QLP 1800s TESS Sector 06 QLP 1800s TESS Sector 07 QLP 1800s TESS Sector 08 QLP 1800s TESS Sector 09 QLP 1800s TESS Sector 10 QLP 1800s TESS Sector 11 QLP 1800s TESS Sector 12 QLP 1800s TESS Sector 13 QLP 1800s TESS Sector 28 QLP 600s TESS Sector 29 QLP 600s TESS Sector 30 QLP 600s TESS Sector 31 QLP 600s TESS Sector 33 QLP 600s TESS Sector 27 QLP 600s TESS Sector 34 QLP 600s TESS Sector 35 QLP 600s TESS Sector 36 QLP 600s TESS Sector 37 QLP 600s TESS Sector 38 QLP 600s TESS Sector 39 QLP 600s TESS Sector 61 QLP 200s TESS Sector 68 QLP 200s TESS Sector 69 QLP 200s TESS Sector 63 QLP 200s TESS Sector 67 QLP 200s TESS Sector 66 QLP 200s TESS Sector 62 QLP 200s TESS Sector 64 QLP 200s TESS Sector 65 QLP 200s TESS Sector 87 QLP 200s TESS Sector 93 QLP 200s TESS Sector 90 QLP 200s TESS Sector 89 QLP 200s TESS Sector 88 QLP 200s TESS Sector 96 QLP 200s TESS Sector 95 QLP 200s TESS Sector 01 TASOC 120s TESS Sector 02 TASOC 120s TESS Sector 03 TASOC 120s TESS Sector 04 TASOC 120s TESS Sector 05 TASOC 120s TESS Sector 06 TASOC 120s TESS Sector 01 T16 1800s TESS Sector 05 T16 1800s TESS Sector 03 T16 1800s TESS Sector 02 T16 1800s TESS Sector 06 GSFC-ELEANOR-LITE 1800s TESS Sector 05 GSFC-ELEANOR-LITE 1800s TESS Sector 04 GSFC-ELEANOR-LITE 1800s TESS Sector 03 GSFC-ELEANOR-LITE 1800s TESS Sector 02 GSFC-ELEANOR-LITE 1800s TESS Sector 01 GSFC-ELEANOR-LITE 1800s TESS Sector 01 TASOC 1800s TESS Sector 01 TASOC 1800s TESS Sector 04 T16 1800s TESS Sector 02 TASOC 1800s TESS Sector 06 TGLC 1800s TESS Sector 05 TGLC 1800s TESS Sector 04 TGLC 1800s TESS Sector 03 TGLC 1800s TESS Sector 02 TGLC 1800s TESS Sector 01 TGLC 1800s TESS Sector 02 TASOC 1800s TESS Sector 06 TASOC 1800s TESS Sector 05 TASOC 1800s TESS Sector 05 TASOC 1800s TESS Sector 04 TASOC 1800s TESS Sector 04 TASOC 1800s TESS Sector 03 TASOC 1800s TESS Sector 03 TASOC 1800s TESS Sector 06 TASOC 1800s TESS Sector 07 GSFC-ELEANOR-LITE 1800s TESS Sector 09 GSFC-ELEANOR-LITE 1800s TESS Sector 08 GSFC-ELEANOR-LITE 1800s TESS Sector 11 GSFC-ELEANOR-LITE 1800s TESS Sector 12 GSFC-ELEANOR-LITE 1800s TESS Sector 13 GSFC-ELEANOR-LITE 1800s TESS Sector 07 TGLC 1800s TESS Sector 08 TGLC 1800s TESS Sector 09 TGLC 1800s TESS Sector 10 TGLC 1800s TESS Sector 11 TGLC 1800s TESS Sector 10 GSFC-ELEANOR-LITE 1800s TESS Sector 28 CDIPS 1800s TESS Sector 29 CDIPS 1800s TESS Sector 30 CDIPS 1800s TESS Sector 31 CDIPS 1800s TESS Sector 33 CDIPS 1800s TESS Sector 27 CDIPS 1800s TESS Sector 35 CDIPS 1800s TESS Sector 36 CDIPS 1800s TESS Sector 38 CDIPS 1800s TESS Sector 39 CDIPS 1800s TESS Sector 34 CDIPS 1800s TESS Sector 37 CDIPS 1800s ,
106,300651846,5275157967723751936,,0.3441666667,,CAR,45.0,Bouma_2024,Bouma,2024,TESS Sector 32 SPOC 20s TESS Sector 33 SPOC 20s TESS Sector 32 SPOC 120s TESS Sector 33 SPOC 120s TESS Sector 37 SPOC 20s TESS Sector 35 SPOC 20s TESS Sector 36 SPOC 20s TESS Sector 38 SPOC 20s TESS Sector 39 SPOC 20s TESS Sector 34 SPOC 20s TESS Sector 34 SPOC 120s TESS Sector 39 SPOC 120s TESS Sector 38 SPOC 120s TESS Sector 37 SPOC 120s TESS Sector 36 SPOC 120s TESS Sector 35 SPOC 120s TESS Sector 63 SPOC 120s TESS Sector 62 SPOC 120s TESS Sector 65 SPOC 120s TESS Sector 66 SPOC 120s TESS Sector 68 SPOC 120s TESS Sector 69 SPOC 120s TESS Sector 64 SPOC 120s TESS Sector 61 SPOC 120s TESS Sector 87 SPOC 120s TESS Sector 96 SPOC 120s TESS Sector 88 SPOC 120s TESS Sector 89 SPOC 120s TESS Sector 93 SPOC 120s TESS Sector 95 SPOC 120s TESS Sector 33 TESS-SPOC 600s TESS Sector 32 TESS-SPOC 600s TESS Sector 34 TESS-SPOC 600s TESS Sector 37 TESS-SPOC 600s TESS Sector 38 TESS-SPOC 600s TESS Sector 39 TESS-SPOC 600s TESS Sector 35 TESS-SPOC 600s TESS Sector 36 TESS-SPOC 600s TESS Sector 69 TESS-SPOC 200s TESS Sector 68 TESS-SPOC 200s TESS Sector 66 TESS-SPOC 200s TESS Sector 61 TESS-SPOC 200s TESS Sector 62 TESS-SPOC 200s TESS Sector 63 TESS-SPOC 200s TESS Sector 64 TESS-SPOC 200s TESS Sector 65 TESS-SPOC 200s TESS Sector 06 QLP 1800s TESS Sector 01 QLP 1800s TESS Sector 02 QLP 1800s TESS Sector 04 QLP 1800s TESS Sector 05 QLP 1800s TESS Sector 07 QLP 1800s TESS Sector 08 QLP 1800s TESS Sector 09 QLP 1800s TESS Sector 10 QLP 1800s TESS Sector 11 QLP 1800s TESS Sector 12 QLP 1800s TESS Sector 27 QLP 600s TESS Sector 28 QLP 600s TESS Sector 29 QLP 600s TESS Sector 31 QLP 600s TESS Sector 32 QLP 600s TESS Sector 33 QLP 600s TESS Sector 38 QLP 600s TESS Sector 37 QLP 600s TESS Sector 34 QLP 600s TESS Sector 36 QLP 600s TESS Sector 39 QLP 600s TESS Sector 35 QLP 600s TESS Sector 69 QLP 200s TESS Sector 68 QLP 200s TESS Sector 66 QLP 200s TESS Sector 65 QLP 200s TESS Sector 64 QLP 200s TESS Sector 62 QLP 200s TESS Sector 61 QLP 200s TESS Sector 63 QLP 200s TESS Sector 87 QLP 200s TESS Sector 88 QLP 200s TESS Sector 96 QLP 200s TESS Sector 95 QLP 200s TESS Sector 93 QLP 200s TESS Sector 89 QLP 200s TESS Sector 04 T16 1800s TESS Sector 02 CDIPS 1800s TESS Sector 04 CDIPS 1800s TESS Sector 05 CDIPS 1800s TESS Sector 01 GSFC-ELEANOR-LITE 1800s TESS Sector 02 GSFC-ELEANOR-LITE 1800s TESS Sector 04 GSFC-ELEANOR-LITE 1800s TESS Sector 05 T16 1800s TESS Sector 06 GSFC-ELEANOR-LITE 1800s TESS Sector 06 TGLC 1800s TESS Sector 05 GSFC-ELEANOR-LITE 1800s TESS Sector 01 CDIPS 1800s TESS Sector 02 T16 1800s TESS Sector 01 T16 1800s TESS Sector 04 TGLC 1800s TESS Sector 02 TGLC 1800s TESS Sector 01 TGLC 1800s TESS Sector 05 TGLC 1800s TESS Sector 12 GSFC-ELEANOR-LITE 1800s TESS Sector 08 CDIPS 1800s TESS Sector 09 CDIPS 1800s TESS Sector 10 CDIPS 1800s TESS Sector 11 CDIPS 1800s TESS Sector 12 CDIPS 1800s TESS Sector 07 TGLC 1800s TESS Sector 08 TGLC 1800s TESS Sector 09 TGLC 1800s TESS Sector 11 GSFC-ELEANOR-LITE 1800s TESS Sector 10 TGLC 1800s TESS Sector 11 TGLC 1800s TESS Sector 10 GSFC-ELEANOR-LITE 1800s TESS Sector 07 GSFC-ELEANOR-LITE 1800s TESS Sector 08 GSFC-ELEANOR-LITE 1800s TESS Sector 09 GSFC-ELEANOR-LITE 1800s TESS Sector 27 CDIPS 1800s TESS Sector 33 CDIPS 1800s TESS Sector 32 CDIPS 1800s TESS Sector 31 CDIPS 1800s TESS Sector 29 CDIPS 1800s TESS Sector 28 CDIPS 1800s TESS Sector 38 CDIPS 1800s TESS Sector 34 CDIPS 1800s TESS Sector 36 CDIPS 1800s TESS Sector 37 CDIPS 1800s TESS Sector 39 CDIPS 1800s TESS Sector 35 CDIPS 1800s ,
107,264767454,5295268619511701760,,0.4170833333,0.8591666667,Columba,42.0,Bouma_2024,Bouma,2024,TESS Sector 10 SPOC 120s TESS Sector 09 SPOC 120s TESS Sector 08 SPOC 120s TESS Sector 37 SPOC 120s TESS Sector 36 SPOC 120s TESS Sector 35 SPOC 120s TESS Sector 34 SPOC 120s TESS Sector 90 SPOC 120s TESS Sector 88 SPOC 120s TESS Sector 89 SPOC 120s TESS Sector 10 TESS-SPOC 1800s TESS Sector 09 TESS-SPOC 1800s TESS Sector 08 TESS-SPOC 1800s TESS Sector 37 TESS-SPOC 600s TESS Sector 34 TESS-SPOC 600s TESS Sector 35 TESS-SPOC 600s TESS Sector 36 TESS-SPOC 600s TESS Sector 07 QLP 1800s TESS Sector 08 QLP 1800s TESS Sector 09 QLP 1800s TESS Sector 10 QLP 1800s TESS Sector 27 QLP 600s TESS Sector 37 QLP 600s TESS Sector 36 QLP 600s TESS Sector 35 QLP 600s TESS Sector 34 QLP 600s TESS Sector 61 QLP 200s TESS Sector 67 QLP 200s TESS Sector 63 QLP 200s TESS Sector 62 QLP 200s TESS Sector 89 QLP 200s TESS Sector 88 QLP 200s TESS Sector 90 QLP 200s TESS Sector 07 TGLC 1800s TESS Sector 08 TGLC 1800s TESS Sector 09 TGLC 1800s TESS Sector 10 TGLC 1800s TESS Sector 10 GSFC-ELEANOR-LITE 1800s TESS Sector 09 GSFC-ELEANOR-LITE 1800s TESS Sector 08 GSFC-ELEANOR-LITE 1800s TESS Sector 07 GSFC-ELEANOR-LITE 1800s ,
108,89463560,5314298588812179328,,0.3929166667,0.3233333333,Argus,45.0,Bouma_2024,Bouma,2024,TESS Sector 10 SPOC 120s TESS Sector 09 SPOC 120s TESS Sector 08 SPOC 120s TESS Sector 37 SPOC 120s TESS Sector 36 SPOC 120s TESS Sector 35 SPOC 120s TESS Sector 64 SPOC 120s TESS Sector 63 SPOC 120s TESS Sector 62 SPOC 120s TESS Sector 61 SPOC 120s TESS Sector 90 SPOC 120s TESS Sector 89 SPOC 120s TESS Sector 10 TESS-SPOC 1800s TESS Sector 08 TESS-SPOC 1800s TESS Sector 09 TESS-SPOC 1800s TESS Sector 35 TESS-SPOC 600s TESS Sector 36 TESS-SPOC 600s TESS Sector 37 TESS-SPOC 600s TESS Sector 64 TESS-SPOC 200s TESS Sector 63 TESS-SPOC 200s TESS Sector 62 TESS-SPOC 200s TESS Sector 61 TESS-SPOC 200s TESS Sector 08 QLP 1800s TESS Sector 09 QLP 1800s TESS Sector 10 QLP 1800s TESS Sector 37 QLP 600s TESS Sector 36 QLP 600s TESS Sector 35 QLP 600s TESS Sector 61 QLP 200s TESS Sector 64 QLP 200s TESS Sector 63 QLP 200s TESS Sector 62 QLP 200s TESS Sector 89 QLP 200s TESS Sector 90 QLP 200s TESS Sector 09 CDIPS 1800s TESS Sector 10 CDIPS 1800s TESS Sector 08 GSFC-ELEANOR-LITE 1800s TESS Sector 09 GSFC-ELEANOR-LITE 1800s TESS Sector 10 TGLC 1800s TESS Sector 09 TGLC 1800s TESS Sector 08 TGLC 1800s TESS Sector 10 GSFC-ELEANOR-LITE 1800s TESS Sector 08 CDIPS 1800s TESS Sector 37 CDIPS 1800s TESS Sector 36 CDIPS 1800s TESS Sector 35 CDIPS 1800s ,
109,94088626,5368673630700201984,,0.275,,Argus,45.0,Bouma_2024,Bouma,2024,TESS Sector 10 SPOC 120s TESS Sector 90 SPOC 120s TESS Sector 10 TESS-SPOC 1800s TESS Sector 10 QLP 1800s TESS Sector 64 QLP 200s TESS Sector 90 QLP 200s TESS Sector 10 GSFC-ELEANOR-LITE 1800s TESS Sector 10 TGLC 1800s ,
110,294328887,5485498390406148736,,0.3545833333,,Carina near moving group,200.0,Bouma_2024,Bouma,2024,TESS Sector 05 SPOC 120s TESS Sector 32 SPOC 120s TESS Sector 33 SPOC 120s TESS Sector 34 SPOC 120s TESS Sector 35 SPOC 120s TESS Sector 39 SPOC 120s TESS Sector 38 SPOC 120s TESS Sector 37 SPOC 120s TESS Sector 36 SPOC 120s TESS Sector 87 SPOC 120s TESS Sector 95 SPOC 120s TESS Sector 96 SPOC 120s TESS Sector 89 SPOC 120s TESS Sector 90 SPOC 120s TESS Sector 93 SPOC 120s TESS Sector 94 SPOC 120s TESS Sector 88 SPOC 120s TESS Sector 01 TESS-SPOC 1800s TESS Sector 02 TESS-SPOC 1800s TESS Sector 03 TESS-SPOC 1800s TESS Sector 04 TESS-SPOC 1800s TESS Sector 06 TESS-SPOC 1800s TESS Sector 05 TESS-SPOC 1800s TESS Sector 07 TESS-SPOC 1800s TESS Sector 09 TESS-SPOC 1800s TESS Sector 10 TESS-SPOC 1800s TESS Sector 11 TESS-SPOC 1800s TESS Sector 08 TESS-SPOC 1800s TESS Sector 12 TESS-SPOC 1800s TESS Sector 13 TESS-SPOC 1800s TESS Sector 29 TESS-SPOC 600s TESS Sector 28 TESS-SPOC 600s TESS Sector 27 TESS-SPOC 600s TESS Sector 33 TESS-SPOC 600s TESS Sector 32 TESS-SPOC 600s TESS Sector 31 TESS-SPOC 600s TESS Sector 30 TESS-SPOC 600s TESS Sector 37 TESS-SPOC 600s TESS Sector 38 TESS-SPOC 600s TESS Sector 39 TESS-SPOC 600s TESS Sector 34 TESS-SPOC 600s TESS Sector 35 TESS-SPOC 600s TESS Sector 36 TESS-SPOC 600s TESS Sector 66 TESS-SPOC 200s TESS Sector 65 TESS-SPOC 200s TESS Sector 64 TESS-SPOC 200s TESS Sector 63 TESS-SPOC 200s TESS Sector 69 TESS-SPOC 200s TESS Sector 67 TESS-SPOC 200s TESS Sector 31 QLP 600s TESS Sector 35 QLP 600s TESS Sector 36 QLP 600s TESS Sector 37 QLP 600s TESS Sector 39 QLP 600s TESS Sector 69 QLP 200s TESS Sector 61 QLP 200s TESS Sector 68 QLP 200s TESS Sector 63 QLP 200s TESS Sector 64 QLP 200s TESS Sector 62 QLP 200s TESS Sector 66 QLP 200s TESS Sector 67 QLP 200s TESS Sector 65 QLP 200s TESS Sector 87 QLP 200s TESS Sector 96 QLP 200s TESS Sector 95 QLP 200s TESS Sector 93 QLP 200s TESS Sector 90 QLP 200s TESS Sector 89 QLP 200s TESS Sector 88 QLP 200s TESS Sector 01 TGLC 1800s TESS Sector 02 TGLC 1800s TESS Sector 03 TGLC 1800s TESS Sector 04 TGLC 1800s TESS Sector 05 TGLC 1800s TESS Sector 06 TGLC 1800s TESS Sector 01 CDIPS 1800s TESS Sector 03 T16 1800s TESS Sector 02 CDIPS 1800s TESS Sector 03 CDIPS 1800s TESS Sector 04 CDIPS 1800s TESS Sector 05 CDIPS 1800s TESS Sector 05 T16 1800s TESS Sector 01 GSFC-ELEANOR-LITE 1800s TESS Sector 02 GSFC-ELEANOR-LITE 1800s TESS Sector 03 GSFC-ELEANOR-LITE 1800s TESS Sector 04 GSFC-ELEANOR-LITE 1800s TESS Sector 05 GSFC-ELEANOR-LITE 1800s TESS Sector 04 T16 1800s TESS Sector 02 T16 1800s TESS Sector 01 T16 1800s TESS Sector 06 GSFC-ELEANOR-LITE 1800s TESS Sector 07 GSFC-ELEANOR-LITE 1800s TESS Sector 13 GSFC-ELEANOR-LITE 1800s TESS Sector 12 GSFC-ELEANOR-LITE 1800s TESS Sector 08 CDIPS 1800s TESS Sector 09 CDIPS 1800s TESS Sector 10 CDIPS 1800s TESS Sector 11 CDIPS 1800s TESS Sector 12 CDIPS 1800s TESS Sector 13 CDIPS 1800s TESS Sector 10 TGLC 1800s TESS Sector 09 TGLC 1800s TESS Sector 11 TGLC 1800s TESS Sector 07 TGLC 1800s TESS Sector 08 GSFC-ELEANOR-LITE 1800s TESS Sector 09 GSFC-ELEANOR-LITE 1800s TESS Sector 10 GSFC-ELEANOR-LITE 1800s TESS Sector 08 TGLC 1800s TESS Sector 11 GSFC-ELEANOR-LITE 1800s TESS Sector 33 CDIPS 1800s TESS Sector 28 CDIPS 1800s TESS Sector 29 CDIPS 1800s TESS Sector 30 CDIPS 1800s TESS Sector 31 CDIPS 1800s TESS Sector 32 CDIPS 1800s TESS Sector 27 CDIPS 1800s TESS Sector 34 CDIPS 1800s TESS Sector 36 CDIPS 1800s TESS Sector 37 CDIPS 1800s TESS Sector 38 CDIPS 1800s TESS Sector 39 CDIPS 1800s TESS Sector 35 CDIPS 1800s ,
111,363963079,5506029021277336576,,0.3258333333,0.30875,Argus,45.0,Bouma_2024,Bouma,2024,TESS Sector 08 SPOC 120s TESS Sector 07 SPOC 120s TESS Sector 33 SPOC 20s TESS Sector 33 SPOC 120s TESS Sector 35 SPOC 20s TESS Sector 34 SPOC 20s TESS Sector 35 SPOC 120s TESS Sector 34 SPOC 120s TESS Sector 87 SPOC 120s TESS Sector 89 SPOC 120s TESS Sector 08 TESS-SPOC 1800s TESS Sector 07 TESS-SPOC 1800s TESS Sector 33 TESS-SPOC 600s TESS Sector 34 TESS-SPOC 600s TESS Sector 35 TESS-SPOC 600s TESS Sector 08 QLP 1800s TESS Sector 07 QLP 1800s TESS Sector 33 QLP 600s TESS Sector 35 QLP 600s TESS Sector 34 QLP 600s TESS Sector 62 QLP 200s TESS Sector 61 QLP 200s TESS Sector 87 QLP 200s TESS Sector 89 QLP 200s TESS Sector 07 TGLC 1800s TESS Sector 08 TGLC 1800s TESS Sector 08 GSFC-ELEANOR-LITE 1800s TESS Sector 07 GSFC-ELEANOR-LITE 1800s ,
112,402980664,565706429072383232,,0.7733333333,,Columba,42.0,Bouma_2024,Bouma,2024,TESS Sector 19 SPOC 120s TESS Sector 18 SPOC 120s TESS Sector 26 SPOC 120s TESS Sector 25 SPOC 120s TESS Sector 59 SPOC 120s TESS Sector 58 SPOC 120s TESS Sector 53 SPOC 120s TESS Sector 73 SPOC 120s TESS Sector 86 SPOC 120s TESS Sector 79 SPOC 120s TESS Sector 78 SPOC 120s TESS Sector 85 SPOC 120s TESS Sector 19 TESS-SPOC 1800s TESS Sector 18 TESS-SPOC 1800s TESS Sector 26 TESS-SPOC 1800s TESS Sector 25 TESS-SPOC 1800s TESS Sector 58 TESS-SPOC 200s TESS Sector 59 TESS-SPOC 200s TESS Sector 53 TESS-SPOC 600s TESS Sector 73 TESS-SPOC 200s TESS Sector 18 QLP 1800s TESS Sector 19 QLP 1800s TESS Sector 25 QLP 1800s TESS Sector 26 QLP 1800s TESS Sector 58 QLP 200s TESS Sector 59 QLP 200s TESS Sector 53 QLP 600s TESS Sector 73 QLP 200s TESS Sector 78 QLP 200s TESS Sector 79 QLP 200s TESS Sector 85 QLP 200s TESS Sector 86 QLP 200s TESS Sector 26 TASOC 120s TESS Sector 26 TASOC 1800s TESS Sector 26 TASOC 1800s ,
113,359892714,5841324542416019712,,0.4720833333,,Epsilon Chamaeleontis,3.7,Bouma_2024,Bouma,2024,TESS Sector 12 SPOC 120s TESS Sector 11 SPOC 120s TESS Sector 39 SPOC 120s TESS Sector 38 SPOC 120s TESS Sector 65 SPOC 120s TESS Sector 64 SPOC 120s TESS Sector 11 TESS-SPOC 1800s TESS Sector 12 TESS-SPOC 1800s TESS Sector 38 TESS-SPOC 600s TESS Sector 39 TESS-SPOC 600s TESS Sector 64 TESS-SPOC 200s TESS Sector 65 TESS-SPOC 200s TESS Sector 39 QLP 600s TESS Sector 65 QLP 200s TESS Sector 64 QLP 200s TESS Sector 12 GSFC-ELEANOR-LITE 1800s TESS Sector 11 TGLC 1800s TESS Sector 11 GSFC-ELEANOR-LITE 1800s TESS Sector 12 CDIPS 1800s TESS Sector 11 CDIPS 1800s TESS Sector 39 CDIPS 1800s TESS Sector 38 CDIPS 1800s ,
114,335598085,5857065971210881408,,0.6604166667,0.7475,Lower Centaurus-Crux,16.0,Stauffer_2021,Stauffer,2021,TESS Sector 11 SPOC 120s TESS Sector 64 SPOC 20s TESS Sector 65 SPOC 20s TESS Sector 64 SPOC 120s TESS Sector 65 SPOC 120s TESS Sector 11 TESS-SPOC 1800s TESS Sector 64 TESS-SPOC 200s TESS Sector 65 TESS-SPOC 200s TESS Sector 11 QLP 1800s TESS Sector 64 QLP 200s TESS Sector 65 QLP 200s TESS Sector 11 CDIPS 1800s TESS Sector 11 GSFC-ELEANOR-LITE 1800s TESS Sector 11 TGLC 1800s ,
115,442571495,6016421494262600960,,0.3995833333,0.5758333333,Upper Centaurus-Lupus,16.0,Bouma_2024,Bouma,2024,TESS Sector 12 SPOC 120s TESS Sector 38 SPOC 120s TESS Sector 12 TESS-SPOC 1800s TESS Sector 38 TESS-SPOC 600s TESS Sector 12 QLP 1800s TESS Sector 38 QLP 600s TESS Sector 65 QLP 200s TESS Sector 12 CDIPS 1800s TESS Sector 12 GSFC-ELEANOR-LITE 1800s TESS Sector 38 CDIPS 1800s ,
