TIC,gaiadr3_source_id,epic_id,per,per2,group,age_Myr,discovery_paper_author,discovery_paper_year,g_absmag,phot_g_mean_mag,phot_g_mean_flux_over_error,bp_absmag,phot_bp_mean_mag,phot_bp_mean_flux_over_error,rp_absmag,phot_rp_mean_mag,phot_rp_mean_flux_over_error,ra,ra_error,dec,dec_error,parallax,parallax_error,ruwe
448002486,5856059166484152320,,0.3593,,UCL/LCC,16.0,Stauffer,2021,9.498806498682477,14.7112665,578.2694,11.370038998682476,16.582499,110.20571,8.193824998682476,13.406285,172.80562,185.4085341847625,0.018246153,-69.14392916422017,0.019024508,9.0679266761811,0.023042597,1.2200902
328468855,5856567140866125440,,1.862,,UCL/LCC,16.0,Rebull,2022,8.383792375851312,13.481029,1500.9325,9.809511375851311,14.906748,379.9489,7.209341375851313,12.306578,618.1709,190.75677383761345,0.010659835,-67.9390472702317,0.011589331,9.562086656386445,0.013462738,1.0962032
435899024,5861945711251717888,,0.3634,,UCL/LCC,16.0,Stauffer,2021,8.97891631470175,14.023056,455.88336,10.720302314701753,15.764442,105.51317,7.713428314701749,12.757568,166.29886,193.09477601636175,0.0137626715,-64.31086838797087,0.014183586,9.79878126000066,0.018665403,1.1421024
973449111,5868286560427916160,,0.621,,UCL/LCC,16.0,Stauffer,2021,8.790044597483028,13.907976,2281.8667,10.233469597483028,15.351401,176.73514,7.5778750974830285,12.6958065,307.47885,199.89959329837055,0.0118443435,-62.57685943306821,0.012450045,9.47138999410626,0.017166235,1.2761948
309321971,5901773217829654912,,0.6314,,UCL/LCC,16.0,Rebull,2022,8.389004134732653,14.123182,764.41473,9.872360134732654,15.606538,129.82236,7.1979531347326535,12.932131,360.9266,223.90749410572704,0.06438443,-49.574334010620525,0.062152445,7.131229723971337,0.08090985,4.482576
254612758,5988925319818253696,,0.5939,,UCL/LCC,16.0,Stauffer,2021,7.6815974021117714,13.801726,1548.37,9.189499402111773,15.309628,352.80542,6.481340402111771,12.601469,743.9699,236.28465134424192,0.02075164,-44.43549167038747,0.016867237,5.9699993029594625,0.029585794,1.5623534
364291454,5996407565146180992,,0.3495,0.406,UCL/LCC,16.0,Rebull,2022,9.176068385814814,14.579547,764.4705,10.978014385814811,16.381493,207.59003,7.892628385814813,13.296107,286.72183,239.0293761820178,0.02785355,-40.01003574230083,0.0201801,8.304323846516889,0.03560196,1.293086
147828926,5999293989334501888,,0.4973,,UCL/LCC,16.0,Rebull,2022,7.96124872343675,13.845657,400.851,9.364050723436751,15.248459,84.80979,6.77610772343675,12.660516,161.6302,230.73822433827704,0.0188679,-45.93865048575544,0.018365117,6.654544669829071,0.024191497,1.4043115
176205621,6001888939853401728,,0.4258,,UCL/LCC,16.0,Rebull,2022,8.484381405649355,14.357978,965.325,10.081068405649356,15.954665,235.63077,7.252663405649356,13.12626,396.12482,235.55291809645385,0.028509298,-41.16538596749024,0.022690313,6.687760026313424,0.03566082,1.830861
276502773,6004379539837518080,,0.5553,,UCL/LCC,16.0,Rebull,2022,9.124887733190764,15.210546,597.30176,10.724573733190764,16.810232,114.59614,7.888828733190763,13.974487,179.73259,228.641118175234,0.02206597,-40.90546223723453,0.022205632,6.065524295512433,0.030075014,1.0850546
99207324,6011565879115186816,,0.7912,,UCL/LCC,16.0,Stauffer,2021,10.5050612398673,15.622938,504.4802,12.1868142398673,17.304691,100.90642,9.0820602398673,14.199937,228.45847,236.52504820209285,0.064377375,-35.41965647402861,0.04544955,9.471628332775024,0.08419178,2.166713
310720311,6053706655144658688,,0.6651,,UCL/LCC,16.0,Stauffer,2021,7.98299763274253,13.083338,399.8503,9.38045563274253,14.480796,64.82585,6.80081863274253,11.901159,168.30511,185.47122124462413,0.033666585,-63.79269605668178,0.032750066,9.548429075210374,0.044145554,3.5406013
405970436,6056701037640956288,,0.5772,,UCL/LCC,16.0,Rebull,2022,9.274858709284738,14.36152,747.33887,10.959265709284736,16.045927,169.4034,8.027192709284737,13.113854,285.13824,192.7443111941952,0.012011516,-59.566770004246344,0.014093521,9.6087687571124,0.018761178,1.1459315
406040223,6057147611155597440,,0.3242,,UCL/LCC,16.0,Stauffer,2021,9.6937737386075,14.927126,328.5774,11.5789797386075,16.812332,79.4232,8.3996647386075,13.633017,113.36394,193.841440947328,0.016431617,-58.77823018979762,0.020214222,8.981100323768048,0.029269222,1.1056973
207621404,6064353054428529152,,0.4514,,UCL/LCC,16.0,Stauffer,2021,8.848912258916307,14.571309,340.5485,10.441404258916307,16.163801,72.39201,7.624047258916308,13.346444,129.15137,206.88657756139875,0.012528277,-55.550468341487125,0.01576843,7.170024700213291,0.02297609,1.1364818
405695928,6073671037505307904,,1.3392,,UCL/LCC,16.0,Rebull,2022,8.846152055160669,14.167015,1585.6082,10.30154505516067,15.622408,357.64307,7.65456305516067,12.975426,626.2831,192.1088492385783,0.009771605,-55.63780974524772,0.011890829,8.626356675499204,0.01952228,1.1391916
273821594,6074279754632630272,,0.6642,,UCL/LCC,16.0,Rebull,2022,8.802250604242536,13.893891,1856.2845,10.357526604242535,15.449167,323.32672,7.582724604242536,12.674365,652.65564,189.10404806816555,0.0102033,-55.119565019368736,0.011664746,9.58676145023886,0.018662924,1.2014313
419779703,6074797246644014720,,0.3689,,UCL/LCC,16.0,Rebull,2022,9.554544092708888,14.59447,1420.875,11.358367092708887,16.398293,278.50275,8.264729092708889,13.304655,514.28845,191.62999482430325,0.025079899,-54.07534088999357,0.023559773,9.817814417672976,0.04224253,1.8795624
398768350,6075429981240520704,,0.4899,,UCL/LCC,16.0,Stauffer,2021,8.241500458176175,13.309187,301.68387,9.691881458176177,14.759568,76.13915,7.059207458176175,12.126894,126.6083,180.33251060987376,0.051541023,-56.8174355858792,0.053249806,9.693099964847113,0.07553211,6.72877
288093002,6076050346312676608,,0.4315,,UCL/LCC,16.0,Stauffer,2021,8.765371178358373,13.855096,646.7903,10.309863178358372,15.399588,159.73186,7.549022178358374,12.638747,246.9019,185.11668836359007,0.011333721,-54.5937161789403,0.012718629,9.595222186097232,0.019975007,1.2634372
161734785,6079297818307636096,,0.3487,,UCL/LCC,16.0,Stauffer,2021,9.336582669184754,15.15759,711.7496,10.983700669184756,16.804708,124.96468,8.096822669184753,13.91783,233.40378,190.4467674549668,0.019107962,-51.16846702333641,0.019179529,6.851703070199447,0.030902782,1.1337171
165904363,6079467216120374784,,1.4963,,UCL/LCC,16.0,Rebull,2022,9.408428600055991,14.636546,1666.1709,11.045274600055992,16.273392,252.21973,8.173497600055992,13.401615,622.371,192.4253764298918,0.011495936,-49.88781321256721,0.016598918,9.002777565221546,0.024460424,1.0799884
404335106,6081131979803083136,,2.9329,,UCL/LCC,16.0,Rebull,2022,8.860161253230437,13.927269,1311.5139,10.337355253230436,15.404463,318.15463,7.676514253230437,12.743622,642.45996,195.82388991548189,0.014313213,-51.83695550250096,0.012942647,9.69568395627295,0.020063585,1.231233
404387832,6081508322019767296,,0.4423,0.2548,UCL/LCC,16.0,Rebull,2022,9.020437779640597,14.269439,917.3619,10.771285779640596,16.020287,164.9734,7.750869779640597,12.999871,342.36972,195.9763670781737,0.021915808,-50.250587707972414,0.025814125,8.916609677692584,0.04088292,1.7109753
328906141,6089133916200093696,,0.463,,UCL/LCC,16.0,Stauffer,2021,9.185639951875888,15.008779,1178.5015,10.88032595187589,16.703465,145.98064,7.929841951875888,13.752981,406.848,211.4774638644519,0.023190415,-52.43343221709856,0.022760523,6.844980107906206,0.031895734,1.3392518
329694185,6089460471148907008,,0.2726,,UCL/LCC,16.0,Rebull,2022,10.74204991223556,16.173084,550.1235,12.96146791223556,18.392502,76.460304,9.37231541223556,14.8033495,172.68138,212.47220185554343,0.040218636,-52.288215850608985,0.052460175,8.199609736126469,0.066446796,0.97399837
330560000,6089681782226103680,,1.3899,,UCL/LCC,16.0,Stauffer,2021,10.649844624538348,16.1617,761.1285,12.544302624538348,18.056158,77.65852,9.345866624538347,14.857722,261.08133,213.60214003676015,0.039205927,-51.055370636156105,0.042939622,7.90003335434201,0.055964436,1.0447961
211513644,6091694403899673728,,0.6336,,UCL/LCC,16.0,Stauffer,2021,8.396310382132503,13.878517,875.1615,9.893663382132504,15.37587,186.18169,7.1981763821325035,12.680383,421.1365,217.0397788188554,0.018048152,-49.26271183288056,0.020875152,8.008638238785657,0.026686966,1.4997633
242407571,6095898695842130048,,0.4722,,UCL/LCC,16.0,Stauffer,2021,7.8134876643173214,13.061971,633.44794,9.340602664317322,14.589086,174.88156,6.606801664317322,11.855285,287.0804,213.60354377420435,0.028737942,-45.94539254701264,0.02659045,8.918736495515118,0.032760244,2.1228707
127866051,6097896886432620160,,0.7988,,UCL/LCC,16.0,Rebull,2022,10.138750416995268,15.804166,469.3802,11.927497416995267,17.592913,87.80688,8.855791416995269,14.521207,229.93062,218.3910033629526,0.047008134,-47.73183233092712,0.054518092,7.360662134195377,0.06513295,1.0047102
127246012,6099073363870236800,,0.4274,0.1069,UCL/LCC,16.0,Rebull,2022,9.46954376328518,15.648744,671.1993,11.35795676328518,17.537157,106.168755,8.17214576328518,14.351346,317.9285,217.1240196057819,0.02808817,-45.95422679657735,0.03824465,5.8097835512462055,0.048716284,1.1629603
129309458,6100482559819865856,,0.5533,,UCL/LCC,16.0,Rebull,2022,9.449552436053413,14.780856,966.6501,11.141209436053412,16.472513,210.01903,8.204809436053413,13.536113,311.17102,220.92934017198283,0.027730051,-43.632180598602545,0.023820998,8.584979989459423,0.03185067,1.0725826
127309526,6102553352528751104,,0.217,,UCL/LCC,16.0,Stauffer,2021,8.376886829753133,14.4267435,631.8602,10.091146329753132,16.141003,124.36542,7.119586329753131,13.169443,251.83488,216.99835511783616,0.029735679,-43.44139700382107,0.026504505,6.166357020452624,0.034981437,1.7040397
241884143,6103443682068685696,,0.2695,0.6399,UCL/LCC,16.0,Rebull,2022,8.191263049930695,13.987535,989.30023,9.790334049930696,15.586606,257.20566,6.960719049930695,12.756991,395.67102,217.80335386244496,0.02912503,-41.0662586756567,0.026888698,6.930197475606088,0.03462478,1.8848047
243499565,6106993554140699520,,1.1947,,UCL/LCC,16.0,Stauffer,2021,8.893391370430125,14.497091,607.4296,10.399352370430126,16.003052,108.20749,7.697988370430126,13.301688,224.03365,206.14923821032684,0.023004975,-47.10380147281296,0.017724797,7.572862546175339,0.025199452,1.1796741
243449997,6107289533226214400,,0.3827,,UCL/LCC,16.0,Rebull,2022,9.90872579946562,15.4765625,530.354,11.781841299465622,17.349678,101.10302,8.61529429946562,14.183131,211.50117,205.6408303888171,0.031328697,-46.140630033851984,0.031303246,7.698970576919238,0.04082309,1.0873175
243611773,6108669214161311616,,0.349,,UCL/LCC,16.0,Stauffer,2021,9.18951706970495,15.023652,1019.85944,11.092850069704948,16.926985,168.9204,7.88380156970495,13.7179365,460.1639,207.0678553122777,0.028255632,-44.044077273238194,0.023490906,6.810406171571845,0.03263726,1.095289
243381460,6111548074901230080,,0.3684,,UCL/LCC,16.0,Stauffer,2021,7.731199132335664,13.327219,845.9253,9.213346132335666,14.809366,197.42792,6.528725132335666,12.124745,262.49847,205.00686398858343,0.037587315,-43.81586888822286,0.030033026,7.599692610683359,0.044459317,3.0566335
179367270,6117102949382766976,,2.6435,,UCL/LCC,16.0,Rebull,2022,8.58120090239154,14.379794,726.73584,10.01067690239154,15.80927,147.70877,7.4017599023915395,13.200353,250.5187,211.88017744685004,0.023603946,-39.53797899493527,0.021706114,6.9227935516993515,0.027151324,1.2323172
248145126,6135268015342940928,,0.3504,,UCL/LCC,16.0,Stauffer,2021,9.725759321016897,15.174959,298.70813,11.4847143210169,16.933914,61.76278,8.455392321016896,13.904592,119.33063,193.9388568234224,0.031571563,-44.86432171829587,0.023094583,8.131301493698544,0.041146524,1.1017901
135162879,6148164290302297600,,0.3775,,UCL/LCC,16.0,Stauffer,2021,9.37478760735222,14.957653,1070.3295,11.113465607352222,16.696331,205.99442,8.11705360735222,13.699919,380.599,185.5548662975253,0.021660626,-41.800719737945315,0.01123317,7.645870209129524,0.028358819,1.122123
121840452,6197960106773771776,,0.3787,0.205,UCL/LCC,16.0,Stauffer,2021,8.651435095018318,14.01585,234.78229,10.356097095018317,15.720512,59.37342,7.377737095018318,12.742152,100.27358,226.32031118553945,0.14084718,-38.23679932311318,0.12112206,8.45506633031325,0.1542953,6.9395194
461643692,6204205642057395456,,0.4115,,UCL/LCC,16.0,Stauffer,2021,9.584577181143626,15.831734,351.72418,11.427125181143628,17.674282,80.499054,8.293581181143624,14.540738,118.11304,224.5963435400273,0.045078184,-33.73758505045732,0.03495135,5.63078099651823,0.05003136,1.0529745
272398365,6207552413714047488,,0.4841,,UCL/LCC,16.0,Rebull,2022,9.367135365952278,15.363606,507.53885,11.151642365952275,17.148113,84.27955,8.102331365952276,14.098802,202.62753,229.76277710745623,0.059846785,-32.24828442396047,0.040366054,6.3198369418208085,0.06832341,1.33542
440686535,64933037865353600,211013604,0.4627,,Pleiades,125.0,Rebull,2016,10.844113034524929,15.621692,597.19586,12.912347034524927,17.689926,50.708702,9.501053034524928,14.278632,266.9767,57.11090286985593,0.038558014,23.191425826364775,0.028654495,11.078582774362635,0.041317984,1.0804164
440690770,64933621980897536,211016654,0.2671,0.1702,Pleiades,125.0,Rebull,2016,10.724765220312417,16.0748,880.9898,12.570768220312416,17.920803,69.151054,9.432938220312415,14.782973,236.43886,57.17084540801888,0.046008814,23.23797186912308,0.03208088,8.51124405941673,0.048778493,1.1162689
67768181,65232757863112192,211047687,0.3049,0.2016,Pleiades,125.0,Rebull,2016,10.727954130887934,16.385273,791.21173,12.593072130887933,18.250391,55.19064,9.426848630887932,15.0841675,348.26144,55.91274812352996,0.07205669,23.73464542725762,0.050685033,7.388158879058593,0.07691624,1.1453283
14334105,65910602485240576,211057712,0.2775,0.3514,Pleiades,125.0,Rebull,2016,,16.707605,89.50225,,18.331327,71.13155,,15.095377,562.7153,60.93270298620657,3.706244,23.89626883989614,2.208869,,,
353927317,68183331674900864,211070495,0.606,,Pleiades,125.0,Rebull,2016,11.30587398465148,16.861164,669.13574,13.09620298465148,18.651493,30.873222,10.03105098465148,15.586341,215.0291,55.10681451622317,0.07934809,24.09987966023466,0.051881548,7.743583699122783,0.08009221,1.0323466
165184400,5046815924054174848,,0.6632,,Tucana-Horologium,40.0,Popinchalk,2023,10.532472927710836,13.713512,1488.654,12.288055927710836,15.469095,272.43054,9.268720427710836,12.4497595,689.13776,47.706399667060566,0.010457781,-36.279832749391744,0.013047085,23.109587076170516,0.016404394,1.2434089
465268712,5239392538122310400,,0.319,,IC 2602,40.0,Popinchalk,2024,9.814816021030907,15.594744,885.7637,11.669274021030906,17.449202,145.88046,8.517883021030906,14.297811,381.0764,162.83359045155973,0.02554732,-65.94117125197911,0.027153462,6.982555626728238,0.029335571,1.0847491
370829038,5247506723457135104,,0.3548,,IC 2602,40.0,Popinchalk,2024,9.01557211226365,14.7069235,445.87766,10.52148861226365,16.21284,111.08124,7.803538612263649,13.49489,136.02335,144.92938473672734,0.017389782,-66.23224998638558,0.017516064,7.273270211058286,0.01861264,1.0942875
342456426,5319023224634030464,,0.3946,,CIC 2602,40.0,Popinchalk,2024,9.030169214344408,14.470575,772.4257,10.676976214344409,16.117382,183.67532,7.779796214344408,13.220202,268.58902,124.06750527726628,0.027365167,-55.36737596350742,0.029259887,8.164297898876946,0.029610712,2.1289864
92740519,5321261452356605440,,0.4711,,Theia 92,,Popinchalk,2024,7.9744968010650705,14.055521,942.8713,9.49411680106507,15.575141,204.41132,6.760417801065071,12.841442,316.59772,129.032429288737,0.024398917,-52.4294022745223,0.024278881,6.07848235325055,0.026077712,2.5197349
353730181,144329975098261504,,0.5629,,Taurus,2.0,Bouma,2024,8.771502638620017,13.916497,572.6631,10.313536638620018,15.458531,124.32141,7.560714138620018,12.7057085,248.97525,67.87683647271537,0.018047884,20.593849626705556,0.01088321,9.3540810310036,0.01986955,1.2325462
368129164,1450067137649786752,,0.2683,0.1083,AB Doradus moving group,149.0,Bouma,2024,,10.627713,1392.8918,,12.256003,475.63074,,9.362205,1079.0896,202.94302916298565,0.82503104,29.276190837297328,0.3904169,,,
267953787,149327461604161408,,0.7275,,Taurus,2.0,Bouma,2024,9.336242502144652,14.921,426.21863,11.555560502144653,17.140318,71.79192,7.961327502144652,13.546085,155.03847,66.76645496462034,0.03752664,24.11209074946608,0.021709127,7.639210907445051,0.042152107,1.1986783
59836633,154779286930692352,,0.6233,,Beta Pic moving group,24.0,Bouma,2024,8.682856818312061,12.644146,524.9819,10.188760818312062,14.15005,121.870094,7.479350318312061,11.4406395,211.32286,71.8377849773697,0.022584153,28.14781714164596,0.010461558,16.134004125700898,0.025680285,1.2110713
2234692,181104928193233408,,0.2717,2.4917,Columba,42.0,Bouma,2024,10.468888474195667,14.122839,534.2548,12.211166474195666,15.865117,86.31662,9.210338474195666,12.864289,231.33368,79.62957272359581,0.021540238,33.14641569257099,0.015230684,18.587025503443044,0.023965755,1.1950183
332517282,2330466915715754112,,0.4029,,AB Doradus moving group,149.0,Zhan,2019,11.743565665052738,14.699331,628.98694,13.701836665052738,16.657602,101.71614,10.433104665052738,13.38887,236.86453,350.8786212298965,0.02354991,-28.12115970396417,0.02110193,25.6358034397611,0.025389455,1.0516585
146539195,2962794236080240128,,0.2804,0.3038,Beta Pic moving group,24.0,Bouma,2024,9.648189575245771,13.068054,1168.8665,11.681727575245771,15.101592,245.17593,8.312190575245772,11.732055,529.5959,77.113896193288,0.03631138,-21.02904956290413,0.041964762,20.70270601496513,0.059447605,2.8634322
264599508,3156962079670742528,,0.3292,0.3746,Columba,42.0,Bouma,2024,9.728081929679895,14.240616,669.53784,11.464934929679895,15.977469,123.812546,8.455507929679898,12.968042,265.1824,109.49814799464788,0.041064244,11.301139960524598,0.039920676,12.51679634071468,0.05109235,1.8905505
50745567,3216729878197029120,,0.2642,1.1896,Beta Pic moving group,24.0,Bouma,2024,9.800984189409483,12.701064,1573.243,11.698456189409484,14.598536,273.48538,8.481298189409484,11.381378,701.96185,82.99117296974393,0.062888205,-3.0604522139874586,0.050391942,26.30171320446553,0.087259434,3.949377
38539720,3244410500033689728,,0.3817,,Pisces-Eridani,120.0,Bouma,2024,10.399664029975916,15.966258,451.29712,12.434714029975916,18.001308,50.46663,9.066938029975915,14.633532,154.15471,56.10630624938864,0.055088658,-6.246585384063247,0.05032381,7.703377947658871,0.073462285,1.2014842
311092148,3274291270411229056,,0.3275,,Columba,42.0,Bouma,2024,10.256202872465526,12.394966,749.9258,12.013518872465523,14.152282,192.66675,8.981526872465526,11.12029,311.75238,54.17069902375673,0.029498674,3.488224272872074,0.025216592,37.34628219528339,0.035258327,1.5025313
68812630,3408524670748967808,,0.3767,0.22,Taurus,2.0,Bouma,2024,9.532574480846078,15.0028515,504.77216,11.446256980846076,16.916534,93.86569,8.224751980846078,13.695029,204.44592,74.59452151408226,0.04754618,19.61386066934096,0.030327301,8.052757039858287,0.054577235,1.6258864
118449916,3410376454489356416,,0.5129,0.2796,Taurus,2.0,Bouma,2024,9.111786504106428,14.052361,198.03882,10.783316504106429,15.723891,234.49086,7.694355504106429,12.63493,519.8569,68.65273069445354,0.4732986,18.607015977784013,0.2850391,10.277443568293208,0.563567,25.181986
142173958,3465944500845668224,,0.49,0.535,TW Hydrae association,10.0,Bouma,2024,8.573713454059707,12.82267,467.30853,10.377946454059709,14.626903,109.105515,7.288203454059707,11.53716,200.63531,180.1142822387767,0.051860567,-34.093755525560375,0.0395732,14.13216472070967,0.07459818,2.8956769
