TIC,gaiadr3_source_id,epic_id,per,per2,group,age_Myr,discovery_paper_author,discovery_paper_year,g_absmag,phot_g_mean_mag,phot_g_mean_flux_over_error,bp_absmag,phot_bp_mean_mag,phot_bp_mean_flux_over_error,rp_absmag,phot_rp_mean_mag,phot_rp_mean_flux_over_error,ra,ra_error,dec,dec_error,parallax,parallax_error,ruwe
193831684,4042180300005971200,,1.2925,,Beta Pic moving group,24.0,Bouma,2024,10.88783104767409,14.455662,1214.4873,12.78784204767409,16.355673,195.4569,9.555255047674091,13.123086,558.9801,270.7721160197694,0.025604093,-34.209127014834124,0.021303855,19.33899092185495,0.0290469,1.1563021
38820496,4703815338965472768,,0.6554,,Tucana-Horologium,40.0,Zhan,2019,11.513490228686178,14.736425,954.91736,13.553275228686177,16.77621,168.20184,10.184975228686175,13.40791,377.536,7.196309731582595,0.020815581,-67.86263446043712,0.020304136,22.66799174107081,0.023960808,1.0783511
201898222,4741424237273655040,,0.4458,0.5675,Tucana-Horologium,40.0,Bouma,2024,10.957508745693298,14.084928,1690.0917,12.866296745693298,15.993716,266.29944,9.655138745693298,12.782558,733.2078,40.509317213389934,0.016344791,-53.98746750094747,0.017502582,23.687332109365578,0.01947474,1.290258
201789285,4742436853122727040,,0.1517,,Tucana-Horologium,40.0,Zhan,2019,12.312157143795732,15.601557,719.4022,14.731737143795732,18.021137,103.3069,10.906271143795731,14.195671,238.67107,33.88942703801492,0.033839297,-56.45492893214697,0.035205185,21.98467393401815,0.04073026,1.1921947
144486786,4809722429257648768,,0.2842,0.4788,Columba,42.0,Bouma,2024,10.26146553047169,14.708973,460.72144,11.985449530471689,16.432957,142.10141,8.934284530471691,13.381792,632.43646,84.14765255807289,0.20179333,-36.91416050941648,0.21537536,12.8972912142297,0.23508711,15.045648
425937691,4900780511935295872,,0.2008,0.1342,Tucana-Horologium,40.0,Zhan,2019,11.558602114016336,14.733041,552.59827,13.924646114016335,17.099085,81.5654,10.157092114016336,13.331531,195.57092,5.366400142986364,0.0624998,-63.852518727949786,0.06168007,23.179935480394818,0.07707307,2.8563879
425933644,4905813212878537216,,0.4862,,Tucana-Horologium,40.0,Zhan,2019,9.50990108597848,12.690224,773.9561,11.10387508597848,14.284198,191.57544,8.28044508597848,11.460768,347.63452,3.69944110272121,0.14120388,-60.06352754343637,0.1335526,23.11720994589449,0.18096818,10.291623
206544316,4909009394396454144,,0.3221,,Tucana-Horologium,40.0,Zhan,2019,9.781501870419984,12.941366,792.474,11.434063870419983,14.593928,195.58046,8.544107870419985,11.703972,306.29205,18.4188709705957,0.016606664,-59.65974582279865,0.01606752,23.336040728150092,0.020779291,1.2622318
178155030,5050451154310013056,,0.4862,,Tucana-Horologium,40.0,Bouma,2024,10.131009575469804,13.48556,1736.1853,11.795968575469804,15.150519,362.10553,8.884365575469804,12.238916,782.5717,42.74889614403835,0.008781331,-34.15153249433204,0.011154433,21.334865784158417,0.015160128,1.2897246
141306513,5179619856194590080,,0.5567,,Tucana-Horologium,40.0,Popinchalk,2023,11.587766650818349,15.095931,1208.2831,13.653475650818349,17.16164,121.73602,10.24935165081835,13.757516,508.81122,45.10808153451029,0.033065468,-7.7820609079152145,0.027274203,19.877745694471443,0.036267776,1.0804592
397791443,5239135492911437568,,0.2896,,IC 2602,40.0,Bouma,2024,10.477434417794257,16.381668,498.82266,12.295652417794257,18.199886,78.708084,9.191116417794255,15.09535,183.47945,159.53776967358718,0.03469502,-66.54566416402635,0.032794416,6.594065907030961,0.03738291,1.0644103
177309964,5260885172922381824,,0.4533,,CAR,45.0,Zhan,2019,9.640886176031684,14.440897,485.81967,11.323551176031684,16.123562,89.57133,8.383598176031684,13.183609,205.66893,103.45258022679688,0.04678331,-75.70381515561311,0.050388087,10.964727306278862,0.049213085,1.1522657
300651846,5275157967723751936,,0.3442,,CAR,45.0,Bouma,2024,9.596263942682585,14.79277,797.7057,11.222707942682582,16.419214,150.22755,8.360227942682583,13.556734,264.5977,114.36670927894826,0.018732082,-66.75737858668742,0.019616093,9.134794643047211,0.019736266,1.1643269
264767454,5295268619511701760,,0.4171,0.8592,Columba,42.0,Bouma,2024,8.905741033762023,14.36823,676.90186,10.268092033762024,15.730581,332.4065,7.339316533762023,12.8018055,631.641,117.3022303641374,0.314072,-57.792990891449115,0.32715374,8.081690355990483,0.33888146,12.296078
89463560,5314298588812179328,,0.3929,0.3233,Argus,45.0,Bouma,2024,9.315320532958747,14.7874155,1042.9215,11.030819032958748,16.502914,167.15506,8.059770032958747,13.531865,490.08673,127.0786625797922,0.024021175,-59.5983292660159,0.022612851,8.046018125639748,0.02432281,1.3066657
94088626,5368673630700201984,,0.275,,Argus,45.0,Bouma,2024,10.438053761760472,14.244745,785.7855,12.225384761760472,16.032076,150.18762,9.159319761760472,12.966011,293.64383,176.5956063497127,0.012854607,-52.64772630838045,0.013507457,17.324541606520086,0.02044425,1.1203005
294328887,5485498390406148736,,0.3546,,Carina near moving group,200.0,Bouma,2024,10.699890313614674,15.641929,1101.3579,12.617823313614672,17.559862,153.12527,9.395527313614677,14.337566,472.5824,108.97847939940308,0.024114938,-59.34149920022226,0.025158737,10.270515981802486,0.025952706,1.0520473
363963079,5506029021277336576,,0.3258,0.3088,Argus,45.0,Bouma,2024,9.712151084809726,14.314686,539.14197,11.489672084809724,16.092207,119.685356,8.400765084809725,13.0033,282.35162,110.4800379009299,0.11431293,-49.63464554320851,0.115153074,12.008617641559034,0.11696336,8.002313
402980664,565706429072383232,,0.7733,,Columba,42.0,Bouma,2024,10.827312882430949,12.470033,1171.1321,12.595928882430949,14.238649,271.5201,9.554169882430948,11.19689,432.70364,16.73334799010598,0.023977993,80.4594551063459,0.023114331,46.93058593627975,0.027604628,1.4839835
359892714,5841324542416019712,,0.4721,,Epsilon Chamaeleontis,3.7,Bouma,2024,11.250725727534356,16.155468,541.2963,13.841337727534356,18.74608,38.912846,9.799834227534356,14.7045765,239.53566,185.70196142721792,0.04014774,-74.17238182863366,0.045167524,10.448442222448277,0.047535397,1.0686809
335598085,5857065971210881408,,0.6604,0.7475,Lower Centaurus-Crux,16.0,Stauffer,2021,7.941916929639531,13.063832,1158.9742,9.55723292963953,14.679148,302.86014,6.705658929639531,11.827574,618.3181,194.89842630520755,0.023917386,-68.13371278971537,0.027647927,9.454030214071125,0.033975646,2.794259
442571495,6016421494262600960,,0.3996,0.5758,Upper Centaurus-Lupus,16.0,Bouma,2024,9.556461834140467,14.099011,1659.125,11.309894834140469,15.852444,314.36182,8.283045834140466,12.825595,992.18176,236.9029032192883,0.034633882,-31.445192282657384,0.028708046,12.34497363716718,0.03592079,1.6404629
67897871,6041816502013814400,202724025,0.2596,0.2795,Upper Scorpius,10.0,Stauffer,2017,7.887433052444315,13.750705,1083.4552,9.624771052444316,15.488043,281.84277,6.612547052444315,12.475819,363.9279,242.2372549871069,0.03973045,-28.599395765096908,0.0270892,6.719633870308402,0.046419363,2.5531833
405754448,6056695059045701120,,0.5386,5.6,Lower Centaurus-Crux,16.0,Rebull,2022,5.629507559500503,10.468726,1144.9689,6.4717915595005024,11.31101,296.47845,4.7204575595005025,9.559676,405.19162,192.1310144684961,0.06315822,-59.74710537476609,0.072994605,10.76852726284382,0.09822528,6.814385
405910546,6061362107917642240,,1.5829,,Lower Centaurus-Crux,16.0,Bouma,2024,7.990298520887254,13.241746,1610.1683,9.234103520887254,14.485551,391.12555,6.8792225208872555,12.13067,811.11383,192.7525637211596,0.007253264,-56.722430581345485,0.008790851,8.90657038236648,0.013087327,1.0902463
404144841,6081328723666902912,,0.4475,,TW Hydrae association,10.0,Bouma,2024,10.282308065204504,14.72314,856.2755,12.170558065204505,16.61139,199.76816,8.983481065204504,13.424313,374.40787,195.1444694571105,0.019446885,-51.21821299575643,0.022883259,12.937001039383508,0.031708,1.1102711
312410638,6090854651891034496,,1.1673,,Upper Centaurus-Lupus,16.0,Rebull,2022,9.992493972661466,15.681707,563.8346,11.819456972661463,17.50867,122.09247,8.699381972661467,14.388595,187.15718,210.44269311981893,0.025737664,-50.26030249891458,0.03020209,7.280436101485646,0.03879326,1.0939429
167664935,6104139604209342464,,0.5854,0.4462,Upper Centaurus-Lupus,16.0,Bouma,2024,7.406279103830309,11.39017,233.61766,8.77099610383031,12.754887,48.013744,6.25044310383031,10.234334,101.91859,216.37105591664016,0.091162734,-41.225852027386146,0.06791491,15.96694468567398,0.092949554,5.0510154
89026133,6205993722841260032,,0.4667,1.1596,Upper Centaurus-Lupus,16.0,Stauffer,2021,7.855073721396312,13.459309,931.816,9.443590721396314,15.047826,191.37515,6.623929721396314,12.228165,394.8287,230.6435635554141,0.062499277,-35.070729868887334,0.045100782,7.570994736930979,0.067390464,4.004869
272248916,6207141200664109184,,0.3708,2.1125,Upper Centaurus-Lupus,16.0,Bouma,2024,8.91520658952753,13.447623,789.64655,10.50315458952753,15.035571,177.8601,7.67568658952753,12.208103,403.1165,229.49273789339068,0.08186429,-33.57866921354107,0.06383149,12.402713677021127,0.09004333,5.4981127
440725886,63661521387693824,,0.1633,,Pleiades,112.0,Bouma,2024,10.361523827702468,16.022692,508.54715,12.069220827702466,17.730389,82.179405,9.104823827702468,14.765992,173.75021,58.24225480179571,0.047681406,21.42400112425044,0.031947207,7.375073715479337,0.050020155,1.0631554
234295610,6485423779719878016,,0.7621,,Tucana-Horologium,40.0,Zhan,2019,10.44578607090198,13.857368,1006.3163,12.213952070901982,15.625534,178.1604,9.176009070901982,12.587591,344.8536,357.9839780104436,0.01221732,-64.79319622419814,0.012868661,20.781821688375363,0.01571036,1.1314299
224283342,6534521406305916928,,0.8875,,Columba,42.0,Zhan,2019,10.737745786656394,13.637721,1645.3993,12.505228786656392,15.405204,332.7146,9.469242786656396,12.369218,600.7563,356.35759611328245,0.012430992,-40.337832613794546,0.015730463,26.302980157265605,0.019870523,1.2655724
289840926,6801191424589717888,,0.2,0.6517,Beta Pic moving group,24.0,Guenther,2022,11.824337170700058,14.848869,434.84518,14.18152817070006,17.20606,88.26511,10.431508170700058,13.45604,150.75015,317.62939346252875,0.042389326,-27.181317661676555,0.031275958,24.836685279374795,0.058898587,1.1558069
141146667,860453786736413568,,0.1638,,Field,,Bouma,2024,10.894817557654507,14.701484,529.9423,12.857133557654503,16.6638,133.49504,9.581419557654506,13.388086,197.20546,166.3122319891457,0.016592827,59.251689363759255,0.018127326,17.32473943539815,0.025018973,1.2261695
12779416,,204364515,1.456,3.0863,Upper Scorpius,10.0,Stauffer,2017,,,,,,,,,,,,,,,,
68045555,6049821633855485440,203849738,0.619,,Upper Scorpius,10.0,Stauffer,2017,9.724258533985108,15.449731,1192.2881,11.829594533985109,17.555067,99.420456,8.366465533985108,14.091938,702.56885,242.4702925814364,0.03695911,-24.698324548249317,0.02208665,7.159876096533086,0.04136593,1.0867276
68131578,6049554108931809152,203692610,1.821,,Upper Scorpius,10.0,Stauffer,2017,9.785926666077694,15.775283,1804.1069,11.653944666077695,17.643301,155.45291,8.494226666077694,14.483583,737.879,242.63170714911683,0.037276376,-25.26726684500043,0.022697859,6.340576302489331,0.0426649,1.0856313
49165224,6249001841715440512,205374937,0.6345,0.5436,Upper Scorpius,10.0,Stauffer,2017,7.957723771569416,13.670034,382.1062,9.746689771569416,15.459,81.81572,6.659357771569416,12.371668,176.72156,242.8255133304144,0.079443395,-17.95809162613255,0.053416006,7.203407012494224,0.08626834,5.568927
391993423,6039044255241799808,202873945,0.6258,,Upper Scorpius,10.0,Stauffer,2017,10.105671425775569,16.199408,1040.6152,12.47874842577557,18.572485,100.13728,8.70309142577557,14.796828,406.99185,245.41629176731092,0.053862978,-28.05198170812338,0.031555016,6.043001264922795,0.058511168,0.980086
203444707,6051728977289000064,204296148,0.5314,0.4717,Upper Scorpius,10.0,Stauffer,2017,10.529108070328064,16.280096,640.07776,13.357704070328063,19.108692,37.874805,9.061812070328063,14.8128,291.19302,246.21582939465287,0.06715049,-22.89534808540088,0.03908735,7.0762377174033615,0.071873434,1.1411753
175597010,6049165500286247040,203962559,1.5402,,Upper Scorpius,10.0,Stauffer,2017,10.7123833244939,16.378187,965.9708,13.3296873244939,18.995491,43.682274,9.2817473244939,14.947551,382.7679,246.7103491547624,0.07098326,-24.231301760775256,0.04061905,7.359346730642398,0.08342793,1.053265
175861088,6049107020011536000,203927435,0.482,0.4162,Upper Scorpius,10.0,Stauffer,2017,10.325983488088315,16.039587,1028.9241,13.121315488088314,18.834919,35.881447,8.863492488088314,14.577096,404.16495,247.17937338673056,0.06264355,-24.38127673189421,0.038654998,7.1991180914904565,0.06907405,1.0808173
49040989,6245669050173377280,205024957,1.6656,,Upper Scorpius,10.0,Stauffer,2017,10.08580790980402,15.798522,520.8022,12.13128190980402,17.843996,76.29365,8.747921909804019,14.460636,163.23653,242.5458049597998,0.04803365,-19.76786399827772,0.028089471,7.202067409861163,0.050293587,1.0275234
49040871,,205046529,1.8358,2.5619,Upper Scorpius,10.0,Stauffer,2017,,,,,,,,,,,,,,,,
49585759,6050333112920811776,204143627,1.125,,Upper Scorpius,10.0,Stauffer,2017,9.935795115054308,15.62977,1441.35,11.861479115054308,17.555454,146.42221,8.627695115054307,14.32167,597.0566,243.99687779344228,0.03774392,-23.493537942986205,0.021233609,7.264488205855166,0.042859085,1.0379974
413551134,4324709330348851968,205483258,5.667,,Upper Scorpius,10.0,Stauffer,2017,7.854613836118322,13.420155,242.1205,9.211248836118322,14.77679,55.6124,6.692944836118322,12.258486,99.5437,245.8522024635021,0.015845094,-17.290986891196344,0.00842426,7.707113721573835,0.016667822,1.2412971
220604303,6246938127111232640,204882444,0.3829,,Upper Scorpius,10.0,Rebull,2018,8.023615148041543,13.820317,662.3426,9.505349148041544,15.302051,157.14941,6.838167148041544,12.634869,251.79552,238.7713092430406,0.019753302,-20.435605955142695,0.013308839,6.92882559076139,0.021457227,1.1742331
280160269,6246710012810366976,204787516,0.4868,,Upper Scorpius,10.0,Rebull,2018,7.992051420766876,13.727021,402.46072,9.431728420766875,15.166698,106.99522,6.811611420766875,12.546581,175.9521,239.34957887149983,0.021107858,-20.862704879933503,0.012527713,7.128630167547866,0.02281336,1.2546695
12776845,6237180545533200640,204270520,0.5123,,Upper Scorpius,10.0,Rebull,2018,10.10129922644082,15.981721,1143.9293,12.45618822644082,18.33661,73.45101,8.702013226440819,14.582435,446.1447,240.1095811087984,0.05803615,-22.994903552031506,0.035433955,6.666772653103905,0.064993784,1.0822598
49035618,6243897874380625792,204783273,1.1105,,Upper Scorpius,10.0,Rebull,2018,10.582517406668964,16.506779,703.15405,12.804183406668962,18.728445,63.647846,9.21401940666896,15.138281,287.44543,242.40444325440632,0.06596818,-20.881472639024324,0.04309785,6.533526866988413,0.071809806,1.0272063
68167990,6049537169580902272,203645396,0.6287,0.4928,Upper Scorpius,10.0,Rebull,2018,10.744064819965066,16.400862,904.69446,13.579835819965068,19.236633,37.192833,9.257011819965069,14.913809,451.16837,242.92751822677,0.08335501,-25.43099434552561,0.046965394,7.389934073070521,0.0915097,1.1087902
49691316,6050308923664895360,204082531,0.6513,0.4256,Upper Scorpius,10.0,Rebull,2018,8.88037895871724,14.406842,945.90576,10.72506495871724,16.251528,174.86636,7.53921995871724,13.065683,512.9252,244.08374425426237,0.13918573,-23.73738637253076,0.08999494,7.847067560408295,0.15828979,7.226246
202876323,6051788728874166528,204321142,0.4763,,Upper Scorpius,10.0,Rebull,2018,9.861146799594817,15.649003,1416.9895,12.150404799594815,17.938261,85.51283,8.474073299594815,14.2619295,568.3978,245.64700703333395,0.044343363,-22.795507966233465,0.02928564,6.95710823476848,0.050876513,1.0258521
175744495,6050656781651004160,203956650,0.6752,1.5052,Rho Ophiuchi,1.0,Rebull,2018,,18.11368,88.74074,,20.986622,7.787495,,16.03605,204.87648,247.13567662991215,1.866747,-24.25686479438392,1.074494,,,
205106701,6044015868868398976,202687442,0.5727,,Upper Scorpius,10.0,Rebull,2018,9.91608984170065,15.813842,427.47745,11.870455841700652,17.768208,76.75122,8.594931841700651,14.492684,344.88507,248.74432473581575,0.04632269,-28.73625230072117,0.0331614,6.613777317338481,0.05163385,1.045572
73217080,4130947859386102016,204884822,0.7983,,Upper Scorpius,10.0,Rebull,2018,8.184737825742662,13.783078,1137.4238,9.918425825742665,15.516766,204.66638,6.920574825742662,12.518915,489.05414,248.776055941896,0.018584989,-20.424618787059,0.011831638,7.591576367056035,0.02104606,1.1512434
289840928,6801191355870240768,,0.1992,,Beta Pic moving group,24.0,Zhan,2019,10.546362112592105,13.57752,1294.3562,12.504631112592104,15.535789,251.86513,9.228418112592104,12.259576,591.0874,317.63151046646635,0.025214322,-27.183117804795064,0.018422358,24.761013817973428,0.034775935,1.332857
92574021,5372980314662466560,,0.7844,,UCL/LCC,16.0,Rebull,2022,10.645836727038052,15.959076,599.0891,12.689583727038052,18.002823,101.47309,9.302569727038051,14.615809,211.24466,173.2050042332593,0.030625917,-49.81877806732154,0.029617079,8.656695579072696,0.043379053,1.1264213
452345586,5336466353837764736,,3.0568,,UCL/LCC,16.0,Rebull,2022,8.360555599734596,13.99094,800.5549,9.623273599734596,15.253658,158.00641,7.029454599734596,12.659839,128.35358,174.24403717739108,0.020363053,-58.37703796083334,0.021920493,7.480370691253243,0.026753997,1.9060804
379774242,6053207201993945728,,0.9854,,UCL/LCC,16.0,Rebull,2022,11.403882235309329,16.601015,826.88086,13.657344235309328,18.854477,62.98682,10.017132235309328,15.214265,402.23465,181.2674129042575,0.042053252,-64.78935043565933,0.042365078,9.132158635751642,0.05510819,0.87038213
310412874,6053682637686389248,,0.4564,,UCL/LCC,16.0,Rebull,2022,8.990403102685258,14.181199,1050.8522,10.76730060268526,15.9580965,98.38251,7.655499102685258,12.846295,415.0322,185.20272454615164,0.04465978,-64.15115640443473,0.048831202,9.158847346212658,0.06019059,3.8819163
311447879,5861225840401537152,,0.487,,UCL/LCC,16.0,Rebull,2022,10.690839742547393,15.879716,429.61462,12.83097774254739,18.019854,62.297432,9.34601974254739,14.534896,167.42453,185.58421312004015,0.028843274,-65.16400159231225,0.03206195,9.16694759285294,0.039803572,1.0717487
311333943,6053714557884987008,,0.9197,7.6438,UCL/LCC,16.0,Rebull,2022,9.93687547236412,15.25692,1517.8102,12.16324147236412,17.483286,168.21877,8.55995947236412,13.880004,872.2976,185.69676297751263,0.026605535,-63.63260585886171,0.028475095,8.629608519397522,0.03631901,1.2587382
450386147,5861250373258628224,,1.625,,UCL/LCC,16.0,Rebull,2022,9.52728795208646,14.633442,1269.699,11.28381895208646,16.389973,186.95668,8.260637952086459,13.366792,502.89154,186.10010390503908,0.014546403,-64.89549963842578,0.01678761,9.52289926742721,0.01987243,1.0946163
272407484,6074516458849906560,,0.4707,0.4558,UCL/LCC,16.0,Rebull,2022,9.936781723432276,15.035674,1119.565,11.983663723432276,17.082556,209.81737,8.519211723432276,13.618104,538.3062,187.78517979327583,0.04417488,-54.94571457004056,0.051243775,9.55479876363725,0.07705548,3.1347854
412182239,6059728989586223232,,1.2804,,UCL/LCC,16.0,Rebull,2022,12.172368952162786,17.323078,295.27454,14.671970952162786,19.82268,33.519375,10.741192952162788,15.891902,90.716385,190.63176712288688,0.050859444,-59.086849710811194,0.05563498,9.329496163272095,0.080958,1.0101262
165912675,6079851151837148928,,0.2273,,UCL/LCC,16.0,Rebull,2022,10.634173440910187,16.13209,780.70825,12.857653440910186,18.35557,65.360756,9.255044440910186,14.752961,304.6831,192.64150828226556,0.0533447,-48.44898055604124,0.047442887,7.950907266212418,0.061816636,1.1730313
412376751,6056707218046937728,,0.9418,2.8111,UCL/LCC,16.0,Rebull,2022,9.178565050709569,14.391002,1415.4806,10.667194050709568,15.879631,209.33926,7.975552050709568,13.187989,641.4456,192.8728188667112,0.011717645,-59.40602953006847,0.013668974,9.068022940448628,0.01833915,1.055816
412376096,6056702824347469568,,0.7504,,UCL/LCC,16.0,Rebull,2022,9.69821910199706,15.338204,1973.9043,11.65512410199706,17.295109,183.26334,8.36996710199706,14.009952,1008.3683,192.90699750530297,0.024286779,-59.49576078365847,0.029904323,7.447371533313145,0.03846566,1.3402742
258583707,6086566762700232960,,0.3142,8.7565,UCL/LCC,16.0,Rebull,2022,9.955974903151912,15.265956,1114.8148,12.058586903151912,17.368568,169.6985,8.607344903151912,13.917326,444.06818,196.87750925612295,0.032378923,-45.822108272814845,0.02198634,8.669694228876672,0.040063206,1.1410929
438709950,6083662127885920512,,1.0214,,UCL/LCC,16.0,Rebull,2022,9.610368002812695,14.929116,567.7739,11.222788002812695,16.541536,26.115433,7.784545002812696,13.103293,37.27698,201.103128364981,0.17173734,-47.95838714761823,0.14553937,8.634762575704478,0.19551189,1.3716161
241375625,6069546666301995136,,0.5183,0.5606,UCL/LCC,16.0,Rebull,2022,8.648586729900268,14.327919,1017.5145,10.238638729900268,15.917971,148.22578,7.422629729900269,13.101962,479.60645,204.71689545595905,0.021983081,-51.08523984784308,0.025756296,7.313639440408757,0.03258268,1.7910372
179368022,6117335633532511488,,0.1933,0.3857,UCL/LCC,16.0,Rebull,2022,9.556842223079297,14.790104,842.6824,11.410791223079295,16.644053,184.32208,8.266031223079297,13.499293,465.89243,211.87428104797797,0.031739365,-38.90747569970084,0.02879902,8.98147457077531,0.03564897,1.2125996
241841997,6104539001808460928,,0.1545,0.4224,UCL/LCC,16.0,Rebull,2022,8.046877681618643,13.863144,718.53467,9.634785681618643,15.451052,203.93887,6.814960681618643,12.631227,292.45917,216.9932880992619,0.039236244,-39.39127176917089,0.036399942,6.866678851872816,0.04328436,2.4352436
334325329,5906896357885973760,,1.3106,0.4346,UCL/LCC,16.0,Rebull,2022,9.252024121067365,14.998063,1332.3435,10.775804121067363,16.521843,207.74635,8.043474121067362,13.789513,621.0036,225.13089111010817,0.022919582,-46.35873788831596,0.023441186,7.09238371947472,0.030911183,0.9596639
334838280,5907453810283014656,,1.3868,1.5172,UCL/LCC,16.0,Rebull,2022,9.987985371915434,15.826832,1171.8109,11.718492371915431,17.557339,103.5898,8.712946371915434,14.551793,439.46524,225.6429572172302,0.037345402,-44.32591584825016,0.043592636,6.795644856824874,0.05253039,1.0483643
366178112,5907570633391708800,,0.3646,0.1216,UCL/LCC,16.0,Rebull,2022,8.575062345808666,14.456995,966.785,10.262245345808669,16.144178,155.26833,7.327471345808666,13.209404,347.95004,226.66231778261007,0.020846838,-43.95798772056571,0.019335473,6.662135617778588,0.028663918,1.378151
160539036,5907508197444116096,,0.6462,0.6026,UCL/LCC,16.0,Rebull,2022,8.651731198736531,14.354057,652.89746,10.080074198736533,15.7824,129.40294,7.464320198736532,13.166646,290.0561,226.99090933951248,0.02121401,-44.08294358894877,0.020419756,7.23660453066342,0.027983647,1.2653207
140765939,6003464844942163584,,0.8952,,UCL/LCC,16.0,Rebull,2022,10.665906586647528,16.53868,833.6008,12.616394586647528,18.489168,45.276344,9.349594586647529,15.222368,362.23074,228.41623444187616,0.05869269,-43.672453453569275,0.056210548,6.690295762235624,0.079156585,1.0695034
76698847,6207532832961460608,,0.7473,,UCL/LCC,16.0,Rebull,2022,9.993385469930804,15.619695,933.35034,11.774650469930805,17.40096,102.17456,8.722474469930804,14.348784,269.68665,229.06875663452584,0.038728483,-32.38598746371606,0.030146543,7.494421138025118,0.04205011,1.0416056
173267960,6002137188957931008,,0.6336,0.1962,UCL/LCC,16.0,Rebull,2022,8.350573319311842,14.705201,1217.0878,10.05482631931184,16.409454,234.16751,7.09592531931184,13.450553,567.1576,234.4932575153021,0.02408993,-40.63477991311172,0.023847982,5.358885327519643,0.03593108,1.1620501
179357494,5995830115391559424,,0.4067,0.0814,UCL/LCC,16.0,Rebull,2022,9.101702288221498,15.218472,707.6411,10.882076288221498,16.998846,139.6241,7.825164288221497,13.941934,285.5805,236.80480904840888,0.037184425,-41.247499345050535,0.031879757,5.979240988245745,0.047069915,1.4512357
442575691,6016521378023539456,,0.4291,0.4145,UCL/LCC,16.0,Rebull,2022,8.094271075518702,13.933563,1022.99304,9.595411075518705,15.434703,246.88428,6.892152075518702,12.731444,408.64313,237.01225846109992,0.030503662,-30.90882355303764,0.019124867,6.794251440126313,0.03377015,1.9231352
84187344,5969054327225266688,,3.9769,0.1817,UCL/LCC,16.0,Rebull,2022,10.586702220863684,16.782509,1050.0826,12.628808220863686,18.824615,70.17862,9.247193220863684,15.443,441.70514,249.72812636942555,0.06399521,-40.92217062569762,0.033466768,5.765522139660012,0.06557411,1.0158567
85125492,5969505470595968000,,0.7574,,UCL/LCC,16.0,Rebull,2022,7.67753108276227,13.90695,975.1261,8.79933808276227,15.028757,214.80411,6.62299008276227,12.852409,402.2632,250.13995149015355,0.021207059,-39.12281197153585,0.012522657,5.676964998167927,0.021656936,1.0436037
85356121,6019068396739406848,,1.4422,0.1488,UCL/LCC,16.0,Rebull,2022,9.607911428205153,15.724331,1495.3691,11.305861428205157,17.422281,179.49466,8.358304428205154,14.474724,534.50055,250.318950582982,0.032732394,-38.38966848446181,0.017939169,5.9802051912129075,0.03739674,1.0282699
97239026,6027177088840456448,,0.2633,,UCL/LCC,16.0,Rebull,2022,9.43352938918521,15.157228,775.5187,11.266574389185209,16.990273,162.53195,8.143385889185211,13.8670845,234.68977,251.82278853770143,0.031421706,-32.759947538644106,0.01643774,7.165727320935525,0.03347339,1.0059465
337243787,5971281937775791360,,0.6297,0.4278,UCL/LCC,16.0,Rebull,2022,8.421725688980374,14.607178,558.6364,10.044991688980373,16.230444,125.66225,7.155568688980374,13.341021,192.88028,252.71233695760333,0.028434956,-38.20735676883068,0.01747308,5.793080157818992,0.03671467,1.2732983
65347864,5070527824315406976,,0.3201,,Tucana-Horologium,40.0,Popinchalk,2023,9.804391423620824,12.772404,780.6287,11.565065423620824,14.533078,155.36089,8.523791423620823,11.491804,339.48383,39.82403602285259,0.11934013,-26.822078039648893,0.14491455,25.49162286644656,0.20598932,8.574283
160329609,2886233695250041216,,1.0129,,Argus,45.0,Bouma,2024,11.423137508308717,11.112143,1571.9983,13.485271508308715,13.174277,402.24442,10.084945508308715,9.773951,1064.0286,91.21742524933885,0.024799287,-34.558412822381825,0.025077086,115.39816465618532,0.029826276,1.1759074
148646689,6007250261617947776,,0.4429,0.5571,Upper Centaurus-Lupus,16.0,Bouma,2024,7.449421836214851,13.194609,786.22125,8.751014836214852,14.496202,156.36017,6.307232836214851,12.05242,304.53363,230.87655334851453,0.06330759,-38.35811393311649,0.059775874,7.095166105952261,0.089427605,1.702487
245834739,3309335218545766784,,0.4362,0.4108,Taurus,2.0,Bouma,2024,8.532911388200464,13.850019,835.6522,10.149955388200464,15.467063,153.99109,7.299189388200464,12.616297,374.2143,68.22667407989883,0.0254245,14.406706628196606,0.012880461,8.641287958984403,0.02950976,1.4901168
125843782,151499478104075008,248131102,1.8404,,Taurus,2.0,Bouma,2024,8.770736522326443,14.3087,1094.8815,10.400026522326442,15.93799,224.42378,7.539675522326442,13.077639,590.70764,69.34055441993324,0.025279533,26.850295967874985,0.015689004,7.805618197444175,0.02772597,1.2137244
244161191,2431769083806305152,60019763,0.2988,0.3496,Columba,42.0,Bouma,2024,11.400614118395726,14.654848,954.78107,13.577380118395723,16.831614,134.11366,10.042824118395728,13.297058,427.0826,4.883576924654511,0.040784035,-5.911570888629051,0.03387092,22.34360389724763,0.048830498,1.2829902
231058925,4719413251435732608,,0.3696,,Tucana-Horologium,40.0,Bouma,2024,11.036083935054938,14.5834055,1312.745,12.979995435054938,16.527317,150.0192,9.727116435054938,13.274438,528.43494,30.778129278479057,0.01923753,-55.761774029956264,0.019486248,19.522511485746797,0.022331048,1.345061
