nimo_ids_oid,nimo_id,TIC,gaiadr3_source_id,group,num_sectors,Sector,name,lc_name,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
281,25,365782379,3238015740407127936,thor,3,98,SPOC-120,TIC-365782379-98-SPOC-120,1636148068921376768,Gaia DR3 3238015740407127936,3238015740407127936,1235422548,2016.0,81.95236536132245,0.28487852,6.762622798898962,0.21089295,7.869557407396276,0.3298255,23.859762,33.528316,8.212650328197538,0.34473446,-32.506926329640045,0.24345085,-0.1959783,0.15500915,-0.11196386,0.120218195,-0.22763446,0.16032764,-0.65948063,-0.038677685,0.26121312,-0.29336876,409,0,395,14,314.85544,249568.95,2.6396773,6204.001,31,false,1.248112,,,,,,,,47,21,0.50226194,48,30,0,0.08816539,9.008963,0,0,24.847984,0.08536428,0.49720874,0.187697,0.20788497,-111.51856,4.9585805,-51.53402,40.31556,false,402,82383.40189171037,168.58629,488.67203,13.397768,42,13364.535051286772,29.79529,448.54523,15.023658,42,113345.19436043565,102.17585,1109.315,12.111888,1.5380492,0,0,0,0,0,2.9117699,1.6258898,1.2858801,20.332441,3.4401145,1,24,2,14,33.281235,17.322733,0.0,958.7755,63.53513,3400.0,4.5,0.25,101,,,,11.547347,0.018276779,22,32.35437,VARIABLE,196.90985508811573,-15.170438175470492,81.6655520776409,-16.44413027202366,false,false,0,true,true,true,true,false,true,true,false,1.3750302E-13,6.868207E-13,0.99648726,3478.514,3476.8376,3480.2676,4.1737,4.169,4.1837,0.0911,0.0881,0.0941,94.1691,93.3103,94.6188,1.1566,1.1534,1.1597,0.7334,0.7313,0.7354,0.4936,0.4922,0.4949,MARCS
120,41,144221008,6147117722735170176,twa,4,37,FFI-10min,TIC-144221008-37-FFI-10min,1636148068921376768,Gaia DR3 6147117722735170176,6147117722735170176,287518371,2016.0,189.00194604182414,0.01724627,-39.87115943773128,0.0148170395,14.148988632986038,0.021984698,643.58344,66.25805,-59.064130640352474,0.019457838,-30.02594977270837,0.016713813,-0.09456702,-0.33053067,-0.5707416,0.011473366,0.01927362,0.07882962,-0.51908594,0.21292412,0.18274088,-0.0666992,323,323,322,1,6.0192804,1136.8027,0.13484834,26.66609,31,false,1.3087053,,,,,,,,37,18,0.029651452,40,21,0,0.033521213,15.843553,1,0,1.2472098,,,,,,,,,false,340,310126.597845642,642.55975,482.64243,11.958519,28,76680.82839892613,1026.617,74.69273,13.126825,28,366148.9308469897,2394.3425,152.92253,10.838751,1.4279,0,0,0,0,0,2.2880745,1.1683064,1.1197681,6.270162,6.7246985,1,9,0,7,43.300903,9.398994,6.8142846E-8,847.2333,19.43062,3700.0,4.0,0.0,111,,,,10.25159,0.029250223,9,,NOT_AVAILABLE,299.71864740008664,22.90430088671552,205.72214525657836,-32.71061086466608,false,false,0,true,true,false,false,false,true,true,false,1.3750302E-13,6.868207E-13,0.99648726,3561.4016,3559.3513,3565.6938,4.0023,4.0003,4.0182,-0.5078,-0.5135,-0.4739,71.7411,71.5966,71.921,0.4842,0.479,0.4892,0.3248,0.3212,0.3282,0.1999,0.1978,0.2019,MARCS
336,44,144221039,6147119548096085376,twa,5,101,FFI-200s,TIC-144221039-101-FFI-200s,1636148068921376768,Gaia DR3 6147119548096085376,6147119548096085376,1194438335,2016.0,188.9535868037754,0.025151707,-39.84026802090339,0.023494061,14.040099766929071,0.0321712,436.41827,61.91541,-56.70663127858964,0.029523581,-24.857112969052395,0.028662952,-0.03338112,-0.2966399,-0.54281807,-0.012051822,-0.018686704,0.035056867,-0.57636935,0.20431046,0.16494115,-0.011534123,326,133,326,0,8.0292225,1845.2917,0.2252952,53.67995,31,false,1.2356062,,,,,,,,37,17,0.044156156,40,21,0,0.013708779,7.5927134,0,0,1.3319348,,,,,,,,,false,346,124658.16009336367,83.02716,1501.4142,12.948065,34,17642.76399797406,45.31671,389.32138,14.722126,36,169920.76853584425,247.03157,687.8504,11.672279,1.5046229,0,1,0,0,0,3.0498466,1.7740612,1.2757854,8.432266,1.4726416,1,21,5,16,38.658432,4.888167,2.220446E-16,874.3982,16.451637,3300.0,4.5,0.5,101,,,,11.102056,0.009722288,16,,NOT_AVAILABLE,299.6762346403954,22.932697775995166,205.665990043311,-32.700627951759536,false,false,0,true,true,false,false,false,false,true,false,1.0964923E-13,5.4769237E-13,0.9992449,,,,,,,,,,,,,,,,,,,,,,
21,25,365782379,3238015740407127936,thor,3,6,FFI-30min,TIC-365782379-6-FFI-30min,1636148068921376768,Gaia DR3 3238015740407127936,3238015740407127936,1235422548,2016.0,81.95236536132245,0.28487852,6.762622798898962,0.21089295,7.869557407396276,0.3298255,23.859762,33.528316,8.212650328197538,0.34473446,-32.506926329640045,0.24345085,-0.1959783,0.15500915,-0.11196386,0.120218195,-0.22763446,0.16032764,-0.65948063,-0.038677685,0.26121312,-0.29336876,409,0,395,14,314.85544,249568.95,2.6396773,6204.001,31,false,1.248112,,,,,,,,47,21,0.50226194,48,30,0,0.08816539,9.008963,0,0,24.847984,0.08536428,0.49720874,0.187697,0.20788497,-111.51856,4.9585805,-51.53402,40.31556,false,402,82383.40189171037,168.58629,488.67203,13.397768,42,13364.535051286772,29.79529,448.54523,15.023658,42,113345.19436043565,102.17585,1109.315,12.111888,1.5380492,0,0,0,0,0,2.9117699,1.6258898,1.2858801,20.332441,3.4401145,1,24,2,14,33.281235,17.322733,0.0,958.7755,63.53513,3400.0,4.5,0.25,101,,,,11.547347,0.018276779,22,32.35437,VARIABLE,196.90985508811573,-15.170438175470492,81.6655520776409,-16.44413027202366,false,false,0,true,true,true,true,false,true,true,false,1.3750302E-13,6.868207E-13,0.99648726,3478.514,3476.8376,3480.2676,4.1737,4.169,4.1837,0.0911,0.0881,0.0941,94.1691,93.3103,94.6188,1.1566,1.1534,1.1597,0.7334,0.7313,0.7354,0.4936,0.4922,0.4949,MARCS
176,38,20414865,3532218595001808768,twa,5,63,FFI-200s,TIC-20414865-63-FFI-200s,1636148068921376768,Gaia DR3 3532218595001808768,3532218595001808768,421751495,2016.0,167.86706234790333,0.05092092,-26.91753281653225,0.06080661,20.26625125715678,0.08452116,239.77725,86.40136,-83.81675506591493,0.06671304,-20.974909899837193,0.06549455,-0.47148132,-0.07721758,-0.23336557,0.1723575,0.09180971,0.25310197,0.01651252,0.1826604,-0.18980932,-0.32165888,380,0,379,1,32.72105,6733.7607,0.6318748,225.78342,31,false,1.1878946,,,,,,,,44,18,0.1081928,52,19,0,0.01658575,178.27765,0,0,2.4089303,0.09126721,0.4772883,0.27810973,0.4995802,81.436775,55.223858,-45.127514,-25.291328,false,429,46122.49809625325,36.788254,1253.7289,14.027585,41,3809.8452784292467,23.546528,161.80072,16.386274,43,70242.72976337383,129.32927,543.131,12.6313925,1.6055629,0,1,0,1,0,3.7548819,2.3586893,1.3961926,7.885171,2.8705955,2,19,3,12,20.81132,,,1015.14844,,3500.0,4.5,1.0,101,,,,12.145132,0.014551556,20,,NOT_AVAILABLE,276.90313097687243,30.852655281744735,180.53446849987617,-29.333890479608684,false,false,0,true,true,false,false,false,false,true,false,1.0204348E-13,5.674006E-11,0.9999979,,,,,,,,,,,,,,,,,,,,,,
24,28,50745567,3216729878197029120,thor,3,6,SPOC-120,TIC-50745567-6-SPOC-120,1636148068921376768,Gaia DR3 3216729878197029120,3216729878197029120,1663750752,2016.0,82.99117296974393,0.062888205,-3.0604522139874586,0.050391942,26.30171320446553,0.087259434,301.4197,54.70874,17.624045385952652,0.08422407,-51.79226871819592,0.06457129,0.38475803,-0.14832403,2.8928544E-4,-0.17334634,-0.17840932,-0.097585015,-0.346359,0.21011434,0.118329875,0.12901634,514,514,507,7,71.244896,35443.273,0.76062405,803.7407,31,false,1.2228619,,,,,,,,60,21,0.11920797,63,36,0,0.015651455,158.7927,0,0,3.949377,,,,,,,,,false,496,156502.3943848618,99.47757,1573.243,12.701064,55,19769.82205854922,72.28841,273.48538,14.598536,56,222129.94109010266,316.44162,701.96185,11.381378,1.5456617,0,0,0,1,0,3.2171574,1.8974714,1.3196859,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,206.4179266749013,-19.04945638125862,82.18766895033305,-26.309859571563795,false,false,0,true,true,false,false,false,false,true,false,1.0252929E-13,5.121287E-13,0.9999498,,,,,,,,,,,,,,,,,,,,,,
284,28,50745567,3216729878197029120,thor,3,98,FFI-200s,TIC-50745567-98-FFI-200s,1636148068921376768,Gaia DR3 3216729878197029120,3216729878197029120,1663750752,2016.0,82.99117296974393,0.062888205,-3.0604522139874586,0.050391942,26.30171320446553,0.087259434,301.4197,54.70874,17.624045385952652,0.08422407,-51.79226871819592,0.06457129,0.38475803,-0.14832403,2.8928544E-4,-0.17334634,-0.17840932,-0.097585015,-0.346359,0.21011434,0.118329875,0.12901634,514,514,507,7,71.244896,35443.273,0.76062405,803.7407,31,false,1.2228619,,,,,,,,60,21,0.11920797,63,36,0,0.015651455,158.7927,0,0,3.949377,,,,,,,,,false,496,156502.3943848618,99.47757,1573.243,12.701064,55,19769.82205854922,72.28841,273.48538,14.598536,56,222129.94109010266,316.44162,701.96185,11.381378,1.5456617,0,0,0,1,0,3.2171574,1.8974714,1.3196859,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,206.4179266749013,-19.04945638125862,82.18766895033305,-26.309859571563795,false,false,0,true,true,false,false,false,false,true,false,1.0252929E-13,5.121287E-13,0.9999498,,,,,,,,,,,,,,,,,,,,,,
35,38,20414865,3532218595001808768,twa,5,9,SPOC-120,TIC-20414865-9-SPOC-120,1636148068921376768,Gaia DR3 3532218595001808768,3532218595001808768,421751495,2016.0,167.86706234790333,0.05092092,-26.91753281653225,0.06080661,20.26625125715678,0.08452116,239.77725,86.40136,-83.81675506591493,0.06671304,-20.974909899837193,0.06549455,-0.47148132,-0.07721758,-0.23336557,0.1723575,0.09180971,0.25310197,0.01651252,0.1826604,-0.18980932,-0.32165888,380,0,379,1,32.72105,6733.7607,0.6318748,225.78342,31,false,1.1878946,,,,,,,,44,18,0.1081928,52,19,0,0.01658575,178.27765,0,0,2.4089303,0.09126721,0.4772883,0.27810973,0.4995802,81.436775,55.223858,-45.127514,-25.291328,false,429,46122.49809625325,36.788254,1253.7289,14.027585,41,3809.8452784292467,23.546528,161.80072,16.386274,43,70242.72976337383,129.32927,543.131,12.6313925,1.6055629,0,1,0,1,0,3.7548819,2.3586893,1.3961926,7.885171,2.8705955,2,19,3,12,20.81132,,,1015.14844,,3500.0,4.5,1.0,101,,,,12.145132,0.014551556,20,,NOT_AVAILABLE,276.90313097687243,30.852655281744735,180.53446849987617,-29.333890479608684,false,false,0,true,true,false,false,false,false,true,false,1.0204348E-13,5.674006E-11,0.9999979,,,,,,,,,,,,,,,,,,,,,,
98,28,50745567,3216729878197029120,thor,3,32,SPOC-120,TIC-50745567-32-SPOC-120,1636148068921376768,Gaia DR3 3216729878197029120,3216729878197029120,1663750752,2016.0,82.99117296974393,0.062888205,-3.0604522139874586,0.050391942,26.30171320446553,0.087259434,301.4197,54.70874,17.624045385952652,0.08422407,-51.79226871819592,0.06457129,0.38475803,-0.14832403,2.8928544E-4,-0.17334634,-0.17840932,-0.097585015,-0.346359,0.21011434,0.118329875,0.12901634,514,514,507,7,71.244896,35443.273,0.76062405,803.7407,31,false,1.2228619,,,,,,,,60,21,0.11920797,63,36,0,0.015651455,158.7927,0,0,3.949377,,,,,,,,,false,496,156502.3943848618,99.47757,1573.243,12.701064,55,19769.82205854922,72.28841,273.48538,14.598536,56,222129.94109010266,316.44162,701.96185,11.381378,1.5456617,0,0,0,1,0,3.2171574,1.8974714,1.3196859,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,206.4179266749013,-19.04945638125862,82.18766895033305,-26.309859571563795,false,false,0,true,true,false,false,false,false,true,false,1.0252929E-13,5.121287E-13,0.9999498,,,,,,,,,,,,,,,,,,,,,,
306,38,20414865,3532218595001808768,twa,5,100,FFI-200s,TIC-20414865-100-FFI-200s,1636148068921376768,Gaia DR3 3532218595001808768,3532218595001808768,421751495,2016.0,167.86706234790333,0.05092092,-26.91753281653225,0.06080661,20.26625125715678,0.08452116,239.77725,86.40136,-83.81675506591493,0.06671304,-20.974909899837193,0.06549455,-0.47148132,-0.07721758,-0.23336557,0.1723575,0.09180971,0.25310197,0.01651252,0.1826604,-0.18980932,-0.32165888,380,0,379,1,32.72105,6733.7607,0.6318748,225.78342,31,false,1.1878946,,,,,,,,44,18,0.1081928,52,19,0,0.01658575,178.27765,0,0,2.4089303,0.09126721,0.4772883,0.27810973,0.4995802,81.436775,55.223858,-45.127514,-25.291328,false,429,46122.49809625325,36.788254,1253.7289,14.027585,41,3809.8452784292467,23.546528,161.80072,16.386274,43,70242.72976337383,129.32927,543.131,12.6313925,1.6055629,0,1,0,1,0,3.7548819,2.3586893,1.3961926,7.885171,2.8705955,2,19,3,12,20.81132,,,1015.14844,,3500.0,4.5,1.0,101,,,,12.145132,0.014551556,20,,NOT_AVAILABLE,276.90313097687243,30.852655281744735,180.53446849987617,-29.333890479608684,false,false,0,true,true,false,false,false,false,true,false,1.0204348E-13,5.674006E-11,0.9999979,,,,,,,,,,,,,,,,,,,,,,
232,38,20414865,3532218595001808768,twa,5,90,FFI-200s,TIC-20414865-90-FFI-200s,1636148068921376768,Gaia DR3 3532218595001808768,3532218595001808768,421751495,2016.0,167.86706234790333,0.05092092,-26.91753281653225,0.06080661,20.26625125715678,0.08452116,239.77725,86.40136,-83.81675506591493,0.06671304,-20.974909899837193,0.06549455,-0.47148132,-0.07721758,-0.23336557,0.1723575,0.09180971,0.25310197,0.01651252,0.1826604,-0.18980932,-0.32165888,380,0,379,1,32.72105,6733.7607,0.6318748,225.78342,31,false,1.1878946,,,,,,,,44,18,0.1081928,52,19,0,0.01658575,178.27765,0,0,2.4089303,0.09126721,0.4772883,0.27810973,0.4995802,81.436775,55.223858,-45.127514,-25.291328,false,429,46122.49809625325,36.788254,1253.7289,14.027585,41,3809.8452784292467,23.546528,161.80072,16.386274,43,70242.72976337383,129.32927,543.131,12.6313925,1.6055629,0,1,0,1,0,3.7548819,2.3586893,1.3961926,7.885171,2.8705955,2,19,3,12,20.81132,,,1015.14844,,3500.0,4.5,1.0,101,,,,12.145132,0.014551556,20,,NOT_AVAILABLE,276.90313097687243,30.852655281744735,180.53446849987617,-29.333890479608684,false,false,0,true,true,false,false,false,false,true,false,1.0204348E-13,5.674006E-11,0.9999979,,,,,,,,,,,,,,,,,,,,,,
110,38,20414865,3532218595001808768,twa,5,36,SPOC-120,TIC-20414865-36-SPOC-120,1636148068921376768,Gaia DR3 3532218595001808768,3532218595001808768,421751495,2016.0,167.86706234790333,0.05092092,-26.91753281653225,0.06080661,20.26625125715678,0.08452116,239.77725,86.40136,-83.81675506591493,0.06671304,-20.974909899837193,0.06549455,-0.47148132,-0.07721758,-0.23336557,0.1723575,0.09180971,0.25310197,0.01651252,0.1826604,-0.18980932,-0.32165888,380,0,379,1,32.72105,6733.7607,0.6318748,225.78342,31,false,1.1878946,,,,,,,,44,18,0.1081928,52,19,0,0.01658575,178.27765,0,0,2.4089303,0.09126721,0.4772883,0.27810973,0.4995802,81.436775,55.223858,-45.127514,-25.291328,false,429,46122.49809625325,36.788254,1253.7289,14.027585,41,3809.8452784292467,23.546528,161.80072,16.386274,43,70242.72976337383,129.32927,543.131,12.6313925,1.6055629,0,1,0,1,0,3.7548819,2.3586893,1.3961926,7.885171,2.8705955,2,19,3,12,20.81132,,,1015.14844,,3500.0,4.5,1.0,101,,,,12.145132,0.014551556,20,,NOT_AVAILABLE,276.90313097687243,30.852655281744735,180.53446849987617,-29.333890479608684,false,false,0,true,true,false,false,false,false,true,false,1.0204348E-13,5.674006E-11,0.9999979,,,,,,,,,,,,,,,,,,,,,,
152,2,360558208,5838713408461840256,epsc,7,39,FFI-10min,TIC-360558208-39-FFI-10min,1636148068921376768,Gaia DR3 5838713408461840256,5838713408461840256,331099167,2016.0,189.2070130821733,0.03909747,-73.9389974544727,0.042397715,9.492194315251036,0.045888968,206.85135,42.982925,-41.27003159021286,0.045129176,-12.013174865048185,0.05561027,0.072943114,-0.060866296,-0.39491948,-0.019132817,-0.080468595,-0.0107589755,-0.053904552,0.12589572,0.099847235,0.12755895,377,280,376,1,44.74052,7590.1426,0.5141696,255.81012,31,false,1.2776347,,,,,,,,43,27,0.07828498,47,19,0,0.011200326,96.00724,1,0,3.0309923,,,,,,,,,false,393,131652.05393009516,117.32744,1122.091,12.888798,42,26061.334061575963,122.822624,212.18675,14.298551,42,162233.81706745428,329.39536,492.52005,11.722542,1.4302485,0,1,0,0,0,2.5760088,1.4097528,1.166256,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,301.90281659130824,-11.096447191745458,237.1446217622651,-59.77583239801083,false,false,0,true,true,false,false,false,false,true,false,1.3750302E-13,6.868207E-13,0.99648726,,,,,,,,,,,,,,,,,,,,,,
202,2,360558208,5838713408461840256,epsc,7,65,FFI-200s,TIC-360558208-65-FFI-200s,1636148068921376768,Gaia DR3 5838713408461840256,5838713408461840256,331099167,2016.0,189.2070130821733,0.03909747,-73.9389974544727,0.042397715,9.492194315251036,0.045888968,206.85135,42.982925,-41.27003159021286,0.045129176,-12.013174865048185,0.05561027,0.072943114,-0.060866296,-0.39491948,-0.019132817,-0.080468595,-0.0107589755,-0.053904552,0.12589572,0.099847235,0.12755895,377,280,376,1,44.74052,7590.1426,0.5141696,255.81012,31,false,1.2776347,,,,,,,,43,27,0.07828498,47,19,0,0.011200326,96.00724,1,0,3.0309923,,,,,,,,,false,393,131652.05393009516,117.32744,1122.091,12.888798,42,26061.334061575963,122.822624,212.18675,14.298551,42,162233.81706745428,329.39536,492.52005,11.722542,1.4302485,0,1,0,0,0,2.5760088,1.4097528,1.166256,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,301.90281659130824,-11.096447191745458,237.1446217622651,-59.77583239801083,false,false,0,true,true,false,false,false,false,true,false,1.3750302E-13,6.868207E-13,0.99648726,,,,,,,,,,,,,,,,,,,,,,
71,2,360558208,5838713408461840256,epsc,7,12,FFI-30min,TIC-360558208-12-FFI-30min,1636148068921376768,Gaia DR3 5838713408461840256,5838713408461840256,331099167,2016.0,189.2070130821733,0.03909747,-73.9389974544727,0.042397715,9.492194315251036,0.045888968,206.85135,42.982925,-41.27003159021286,0.045129176,-12.013174865048185,0.05561027,0.072943114,-0.060866296,-0.39491948,-0.019132817,-0.080468595,-0.0107589755,-0.053904552,0.12589572,0.099847235,0.12755895,377,280,376,1,44.74052,7590.1426,0.5141696,255.81012,31,false,1.2776347,,,,,,,,43,27,0.07828498,47,19,0,0.011200326,96.00724,1,0,3.0309923,,,,,,,,,false,393,131652.05393009516,117.32744,1122.091,12.888798,42,26061.334061575963,122.822624,212.18675,14.298551,42,162233.81706745428,329.39536,492.52005,11.722542,1.4302485,0,1,0,0,0,2.5760088,1.4097528,1.166256,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,301.90281659130824,-11.096447191745458,237.1446217622651,-59.77583239801083,false,false,0,true,true,false,false,false,false,true,false,1.3750302E-13,6.868207E-13,0.99648726,,,,,,,,,,,,,,,,,,,,,,
27,31,50745533,3216753556349327232,thor,3,6,FFI-30min,TIC-50745533-6-FFI-30min,1636148068921376768,Gaia DR3 3216753556349327232,3216753556349327232,1627965808,2016.0,83.02486524432214,0.0167924,-3.021331009586942,0.014198209,25.96241550432987,0.02450572,1059.4431,51.295013,8.063550283209821,0.022402586,-50.65725545476639,0.0178143,0.31858572,-0.17589316,-0.14137548,-0.18511733,-0.19636911,-0.14379345,-0.42511368,0.2962405,0.13951308,0.106323615,541,0,540,1,7.279889,1325.3246,0.15547581,16.382603,31,false,1.2152734,,,,,,,,63,21,0.032333206,66,37,0,0.016602756,162.52994,0,0,1.2299465,0.29075,0.36500192,0.194082,0.574177,168.79707,-23.944935,14.5124235,-43.1658,false,525,51286.49962186189,47.931866,1069.9875,13.912359,63,5934.051622545948,29.660198,200.06784,15.905164,63,72743.28920254526,142.7509,509.582,12.593413,1.534075,0,4,0,0,0,3.3117504,1.9928045,1.3189459,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,206.3978222678196,-19.001485467085327,82.22749766687161,-26.272612569221593,false,false,0,true,true,false,false,false,false,true,false,1.0224276E-13,5.1069744E-13,0.9999782,,,,,,,,,,,,,,,,,,,,,,
99,31,50745533,3216753556349327232,thor,3,32,FFI-10min,TIC-50745533-32-FFI-10min,1636148068921376768,Gaia DR3 3216753556349327232,3216753556349327232,1627965808,2016.0,83.02486524432214,0.0167924,-3.021331009586942,0.014198209,25.96241550432987,0.02450572,1059.4431,51.295013,8.063550283209821,0.022402586,-50.65725545476639,0.0178143,0.31858572,-0.17589316,-0.14137548,-0.18511733,-0.19636911,-0.14379345,-0.42511368,0.2962405,0.13951308,0.106323615,541,0,540,1,7.279889,1325.3246,0.15547581,16.382603,31,false,1.2152734,,,,,,,,63,21,0.032333206,66,37,0,0.016602756,162.52994,0,0,1.2299465,0.29075,0.36500192,0.194082,0.574177,168.79707,-23.944935,14.5124235,-43.1658,false,525,51286.49962186189,47.931866,1069.9875,13.912359,63,5934.051622545948,29.660198,200.06784,15.905164,63,72743.28920254526,142.7509,509.582,12.593413,1.534075,0,4,0,0,0,3.3117504,1.9928045,1.3189459,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,206.3978222678196,-19.001485467085327,82.22749766687161,-26.272612569221593,false,false,0,true,true,false,false,false,false,true,false,1.0224276E-13,5.1069744E-13,0.9999782,,,,,,,,,,,,,,,,,,,,,,
63,2,360558208,5838713408461840256,epsc,7,11,FFI-30min,TIC-360558208-11-FFI-30min,1636148068921376768,Gaia DR3 5838713408461840256,5838713408461840256,331099167,2016.0,189.2070130821733,0.03909747,-73.9389974544727,0.042397715,9.492194315251036,0.045888968,206.85135,42.982925,-41.27003159021286,0.045129176,-12.013174865048185,0.05561027,0.072943114,-0.060866296,-0.39491948,-0.019132817,-0.080468595,-0.0107589755,-0.053904552,0.12589572,0.099847235,0.12755895,377,280,376,1,44.74052,7590.1426,0.5141696,255.81012,31,false,1.2776347,,,,,,,,43,27,0.07828498,47,19,0,0.011200326,96.00724,1,0,3.0309923,,,,,,,,,false,393,131652.05393009516,117.32744,1122.091,12.888798,42,26061.334061575963,122.822624,212.18675,14.298551,42,162233.81706745428,329.39536,492.52005,11.722542,1.4302485,0,1,0,0,0,2.5760088,1.4097528,1.166256,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,301.90281659130824,-11.096447191745458,237.1446217622651,-59.77583239801083,false,false,0,true,true,false,false,false,false,true,false,1.3750302E-13,6.868207E-13,0.99648726,,,,,,,,,,,,,,,,,,,,,,
146,2,360558208,5838713408461840256,epsc,7,38,FFI-10min,TIC-360558208-38-FFI-10min,1636148068921376768,Gaia DR3 5838713408461840256,5838713408461840256,331099167,2016.0,189.2070130821733,0.03909747,-73.9389974544727,0.042397715,9.492194315251036,0.045888968,206.85135,42.982925,-41.27003159021286,0.045129176,-12.013174865048185,0.05561027,0.072943114,-0.060866296,-0.39491948,-0.019132817,-0.080468595,-0.0107589755,-0.053904552,0.12589572,0.099847235,0.12755895,377,280,376,1,44.74052,7590.1426,0.5141696,255.81012,31,false,1.2776347,,,,,,,,43,27,0.07828498,47,19,0,0.011200326,96.00724,1,0,3.0309923,,,,,,,,,false,393,131652.05393009516,117.32744,1122.091,12.888798,42,26061.334061575963,122.822624,212.18675,14.298551,42,162233.81706745428,329.39536,492.52005,11.722542,1.4302485,0,1,0,0,0,2.5760088,1.4097528,1.166256,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,301.90281659130824,-11.096447191745458,237.1446217622651,-59.77583239801083,false,false,0,true,true,false,false,false,false,true,false,1.3750302E-13,6.868207E-13,0.99648726,,,,,,,,,,,,,,,,,,,,,,
