nimo_id,TIC,gaiadr3_source_id,group,num_sectors,Sector,name,lc_name
44,144221039,6147119548096085376,twa,5,100,FFI-200s,TIC-144221039-100-FFI-200s
45,144155582,6146107993101452160,twa,5,100,FFI-200s,TIC-144155582-100-FFI-200s
46,134976537,6151330196594603648,twa,6,100,FFI-200s,TIC-134976537-100-FFI-200s
47,188172972,5470330146463996032,twa,5,100,FFI-200s,TIC-188172972-100-FFI-200s
48,404012623,6128493718050020096,twa,7,100,FFI-200s,TIC-404012623-100-FFI-200s
49,404012628,6128493752409759744,twa,7,100,FFI-200s,TIC-404012628-100-FFI-200s
50,91474691,5348165127505382400,twa,7,100,FFI-200s,TIC-91474691-100-FFI-200s
51,72564426,6132146982868270976,twa,6,100,FFI-200s,TIC-72564426-100-FFI-200s
52,54147487,5444751795151480320,twa,6,100,FFI-200s,TIC-54147487-100-FFI-200s
53,389253973,5378040370245563008,twa,7,100,FFI-200s,TIC-389253973-100-FFI-200s
54,142173958,3465944500845668224,twa,5,100,FFI-200s,TIC-142173958-100-FFI-200s
55,71029363,,twa,8,100,FFI-200s,TIC-71029363-100-FFI-200s
57,345135733,3463395519358168064,twa,6,100,FFI-200s,TIC-345135733-100-FFI-200s
59,151764983,,twa,7,100,FFI-200s,TIC-151764983-100-FFI-200s
2,360558208,5838713408461840256,epsc,7,101,FFI-200s,TIC-360558208-101-FFI-200s
3,327549481,5855642348500099072,epsc,7,101,FFI-200s,TIC-327549481-101-FFI-200s
34,429152614,3485098646237003136,twa,7,101,FFI-200s,TIC-429152614-101-FFI-200s
35,57513388,5398663566249861120,twa,6,101,FFI-200s,TIC-57513388-101-FFI-200s
39,429152610,3485098646237003392,twa,7,101,FFI-200s,TIC-429152610-101-FFI-200s
40,130722957,,twa,4,101,FFI-200s,TIC-130722957-101-FFI-200s
42,142391477,3466308095597260032,twa,6,101,FFI-200s,TIC-142391477-101-FFI-200s
44,144221039,6147119548096085376,twa,5,101,FFI-200s,TIC-144221039-101-FFI-200s
45,144155582,6146107993101452160,twa,5,101,FFI-200s,TIC-144155582-101-FFI-200s
46,134976537,6151330196594603648,twa,6,101,FFI-200s,TIC-134976537-101-FFI-200s
48,404012623,6128493718050020096,twa,7,101,FFI-200s,TIC-404012623-101-FFI-200s
49,404012628,6128493752409759744,twa,7,101,FFI-200s,TIC-404012628-101-FFI-200s
51,72564426,6132146982868270976,twa,6,101,FFI-200s,TIC-72564426-101-FFI-200s
53,389253973,5378040370245563008,twa,7,101,FFI-200s,TIC-389253973-101-FFI-200s
54,142173958,3465944500845668224,twa,5,101,FFI-200s,TIC-142173958-101-FFI-200s
57,345135733,3463395519358168064,twa,6,101,FFI-200s,TIC-345135733-101-FFI-200s
60,243412695,6111552614685208064,twa,4,101,FFI-200s,TIC-243412695-101-FFI-200s
