pop_id,lcname,period
0,TIC-59129133-5-FFI-30min,0.627144168427742
0,TIC-59129133-32-FFI-10min,0.6277305234193112
0,TIC-59129133-43-SPOC-120,0.6269654005689187
0,TIC-59129133-44-SPOC-120,0.6257642633480553
0,TIC-59129133-71-FFI-200s,0.6257001904905563
0,EPIC-246676629-13-EVEREST-1800,0.625910729818118
1,TIC-59091144-5-FFI-30min,3.609510980814224
1,TIC-59091144-32-FFI-10min,0.43750039511161476
1,TIC-59091144-43-SPOC-120,0.42109121627425544
1,TIC-59091144-44-SPOC-120,0.42093611631209116
1,TIC-59091144-71-FFI-200s,3.5785380705651404
1,EPIC-246682490-13-EVEREST-1800,3.6106447011695013
2,TIC-118769116-43-SPOC-120,0.3568909495582132
2,TIC-118769116-44-SPOC-120,0.35639072746355194
2,TIC-118769116-70-FFI-200s,0.35648926020284777
2,TIC-118769116-71-FFI-200s,0.35641042072502466
2,EPIC-247343526-13-EVEREST-1800,0.3569247709389751
3,TIC-175594111-91-SPOC-120,0.5997916061302799
3,EPIC-203354381-2-EVEREST-1800,0.5995496220966868
4,TIC-322928171-91-SPOC-120,0.7813899239090031
4,EPIC-203636498-2-EVEREST-1800,3.5841960552999113
5,TIC-175743566-91-SPOC-120,0.6681796703500478
5,EPIC-203821589-2-EVEREST-1800,0.040876413116009654
6,TIC-98689067-91-SPOC-120,4.271992572741535
6,EPIC-203897692-2-EVEREST-1800,0.04087640798686209
7,TIC-49072162-91-SPOC-120,0.1901169014307476
7,EPIC-204060981-2-EVEREST-1800,0.04088064471194109
8,TIC-203822419-91-SPOC-120,1.054107311614318
8,EPIC-204185983-2-EVEREST-1800,1.050642064798715
9,TIC-48908525-91-FFI-200s,0.7134950868319285
9,EPIC-204099739-2-EVEREST-1800,0.5284894030742042
10,TIC-49815071-91-SPOC-120,0.33167723606565225
10,EPIC-205267399-2-EVEREST-1800,2.3152920980221094
11,TIC-204792541-91-SPOC-120,0.7722446554358532
11,EPIC-203050730-2-EVEREST-1800,1.5791808124209468
12,TIC-205060766-91-SPOC-120,0.21994835650482472
12,EPIC-203185083-2-EVEREST-1800,4.757512566900674
13,TIC-68502886-91-SPOC-120,0.09279631636736067
13,EPIC-203534383-2-EVEREST-1800,3.5841959005391217
14,TIC-66750314-91-SPOC-120,0.26005235735316434
14,EPIC-203462615-2-EVEREST-1800,3.905237459520969
15,TIC-12659333-91-SPOC-120,0.3951177195781652
15,EPIC-204066898-2-EVEREST-1800,0.08170613172824462
15,EPIC-204066898-15-EVEREST-1800,0.3956839238068174
16,TIC-49072492-91-SPOC-120,0.6408726550211661
16,EPIC-204117263-2-EVEREST-1800,3.0073329438765954
17,TIC-49198167-91-SPOC-120,0.16114617173620713
17,EPIC-204367193-2-EVEREST-1800,4.937089817969705
18,TIC-49518818-91-SPOC-120,0.40310059634212275
18,EPIC-205110559-2-EVEREST-1800,3.755723554978234
19,EPIC-204918279-2-EVEREST-1800,3.5841952259691916
20,TIC-9669706-91-SPOC-120,0.26373192698031117
20,EPIC-204897050-2-EVEREST-1800,0.2637966821413526
21,TIC-280945693-10-FFI-30min,0.16882467266864978
21,TIC-280945693-11-SPOC-120,0.6378214992093244
21,TIC-280945693-37-SPOC-120,0.63501090991958
21,TIC-280945693-38-SPOC-120,0.63653366207558
21,TIC-280945693-64-SPOC-120,0.6351121756089516
21,TIC-280945693-65-SPOC-120,0.6356099352653958
22,TIC-296790810-10-FFI-30min,0.37100782937823806
22,TIC-296790810-11-FFI-30min,0.3716704038843004
22,TIC-296790810-37-FFI-10min,0.18584125618434572
22,TIC-296790810-38-FFI-10min,0.1856664631553103
22,TIC-296790810-64-SPOC-120,0.12382872613707903
22,TIC-296790810-65-SPOC-120,0.12385612529988033
23,TIC-290889135-10-FFI-30min,0.48318214180261937
23,TIC-290889135-11-FFI-30min,0.4831467489103578
23,TIC-290889135-37-FFI-10min,0.48385868989590836
23,TIC-290889135-38-FFI-10min,0.48401269151722054
23,TIC-290889135-64-FFI-200s,0.48245227227766346
23,TIC-290889135-65-FFI-200s,0.4836752478903851
24,TIC-301432612-10-FFI-30min,0.5050218637188364
24,TIC-301432612-11-FFI-30min,0.5047752892894232
24,TIC-301432612-37-FFI-10min,0.5051243692578488
24,TIC-301432612-64-FFI-200s,0.016359388116550227
25,TIC-93763678-10-FFI-30min,0.9173839381950725
25,TIC-93763678-64-FFI-200s,0.9152608383441205
25,TIC-93763678-90-FFI-200s,0.9183271392390382
26,TIC-448002486-11-FFI-30min,0.17968492221424154
26,TIC-448002486-38-FFI-10min,0.17966663580138653
26,TIC-448002486-64-SPOC-120,0.17971600706681104
26,TIC-448002486-65-SPOC-120,0.17972813096002574
27,TIC-328468855-11-FFI-30min,1.8520234648847587
27,TIC-328468855-38-FFI-10min,0.6244459212551995
27,TIC-328468855-64-FFI-200s,1.8711925257231363
28,TIC-435899024-11-FFI-30min,0.3636860955697605
28,TIC-435899024-38-FFI-10min,0.3629066595099061
28,TIC-435899024-64-SPOC-120,0.3648130940950326
28,TIC-435899024-65-SPOC-120,0.36396036478926563
29,TIC-973449111-11-FFI-30min,0.6205279549054189
29,TIC-973449111-38-FFI-10min,2.0009250101953313
29,TIC-973449111-64-SPOC-120,0.6233516566983711
29,TIC-973449111-65-SPOC-120,0.6211763102334945
30,TIC-309321971-11-FFI-30min,0.6291841329688532
30,TIC-309321971-38-FFI-10min,0.6303576021202845
30,TIC-309321971-65-FFI-200s,0.6327300336493248
31,TIC-254612758-12-FFI-30min,0.595372679572488
31,TIC-254612758-38-FFI-10min,0.2965923839946284
31,TIC-254612758-65-SPOC-120,0.5933223812573053
32,TIC-364291454-12-FFI-30min,0.3492453687416956
33,TIC-147828926-12-FFI-30min,0.497423625219755
33,TIC-147828926-38-FFI-10min,0.4977736643570664
33,TIC-147828926-65-FFI-200s,0.4964575334013776
34,TIC-176205621-12-FFI-30min,0.42556792246194936
34,TIC-176205621-38-FFI-10min,0.425240797673503
34,TIC-176205621-65-FFI-200s,0.21293645317864154
35,TIC-276502773-11-FFI-30min,0.555560525396266
35,TIC-276502773-38-FFI-10min,0.5550149665372611
35,TIC-276502773-65-FFI-200s,0.5551468029476071
36,TIC-99207324-12-FFI-30min,0.7924901990962014
36,TIC-99207324-38-FFI-10min,0.7937349153552185
36,TIC-99207324-65-SPOC-120,0.7930427178635716
37,TIC-310720311-11-FFI-30min,0.6663533059248722
37,TIC-310720311-37-FFI-10min,0.6643982293837786
37,TIC-310720311-38-FFI-10min,0.6648959153134643
37,TIC-310720311-64-SPOC-120,0.666566434781454
37,TIC-310720311-65-SPOC-120,0.6643882901092165
38,TIC-405970436-11-FFI-30min,0.578099204849578
38,TIC-405970436-37-FFI-10min,0.28845398611159917
38,TIC-405970436-38-FFI-10min,0.2883938341965992
38,TIC-405970436-64-FFI-200s,0.5779970871520018
38,TIC-405970436-65-FFI-200s,0.28865175491163997
39,TIC-406040223-11-FFI-30min,0.3244388524185188
39,TIC-406040223-37-FFI-10min,0.16202420498525882
39,TIC-406040223-38-FFI-10min,0.16199855877384334
39,TIC-406040223-64-SPOC-120,0.16198016484999764
39,TIC-406040223-65-SPOC-120,0.1619812239802781
40,TIC-207621404-11-FFI-30min,0.45095261886759147
40,TIC-207621404-38-FFI-10min,0.4512747469974392
40,TIC-207621404-65-SPOC-120,0.4517268604162062
41,TIC-405695928-11-FFI-30min,1.3388897348696311
41,TIC-405695928-37-SPOC-120,1.3344735180148062
41,TIC-405695928-38-SPOC-120,1.3388489239255563
41,TIC-405695928-64-FFI-200s,1.337720581747494
42,TIC-273821594-10-FFI-30min,0.6617067645344537
42,TIC-273821594-11-FFI-30min,0.6630878644118158
42,TIC-273821594-37-FFI-10min,0.6643984070745605
42,TIC-273821594-38-FFI-10min,0.6648960412155132
42,TIC-273821594-64-FFI-200s,0.6644094563017046
43,TIC-419779703-11-FFI-30min,0.36863283617616044
43,TIC-419779703-37-FFI-10min,0.3693561048638236
43,TIC-419779703-38-FFI-10min,0.3689268885468861
43,TIC-419779703-64-FFI-200s,0.3686384816616656
44,TIC-398768350-10-FFI-30min,0.48931154447425257
44,TIC-398768350-11-FFI-30min,0.4901474201124568
44,TIC-398768350-37-FFI-10min,0.48947888163595804
44,TIC-398768350-64-FFI-200s,0.012870725303671855
45,TIC-288093002-10-FFI-30min,0.43217390430863883
45,TIC-288093002-11-FFI-30min,0.43084197150576864
45,TIC-288093002-37-FFI-10min,0.4310655288507234
45,TIC-288093002-64-SPOC-120,0.4314942257395465
46,TIC-161734785-10-FFI-30min,0.3484116077793581
