pop_id,lcname,idtype,ID,secorcamp,LC_author,cadence,fluxamplitude,TIC,gaiadr3_source_id,epic_id,per,group,age_Myr,disco_paper,paper_author,year,Score,Flare,Shelf,Evolution,Notes,per_col
79,TIC-92740519-62-FFI-200s,TIC,92740519,62,FFI,200s,0.029050002,92740519,5321261452356605440,,0.47108,Theia 92,,Popinchalk_2024,Popinchalk,2024,2,1,0,0,,one
79,TIC-92740519-89-SPOC-120,TIC,92740519,89,SPOC,120,0.035006726,92740519,5321261452356605440,,0.47108,Theia 92,,Popinchalk_2024,Popinchalk,2024,2,2,0,0,,one
79,TIC-92740519-90-SPOC-120,TIC,92740519,90,SPOC,120,0.035480815,92740519,5321261452356605440,,0.47108,Theia 92,,Popinchalk_2024,Popinchalk,2024,2,2,0,0,,one
80,TIC-353730181-43-SPOC-120,TIC,353730181,43,SPOC,120,0.065217078,353730181,144329975098261504,,0.562916667,Taurus,2.0,Bouma_2024,Bouma,2024,2,2,1,1,,one
80,TIC-353730181-44-SPOC-120,TIC,353730181,44,SPOC,120,0.062864339,353730181,144329975098261504,,0.562916667,Taurus,2.0,Bouma_2024,Bouma,2024,2,2,1,1,,one
80,TIC-353730181-70-SPOC-120,TIC,353730181,70,SPOC,120,0.043034494,353730181,144329975098261504,,0.562916667,Taurus,2.0,Bouma_2024,Bouma,2024,2,1,1,1,,one
80,TIC-353730181-71-SPOC-120,TIC,353730181,71,SPOC,120,0.038962388,353730181,144329975098261504,,0.562916667,Taurus,2.0,Bouma_2024,Bouma,2024,2,1,0,1,,one
81,TIC-368129164-23-SPOC-120,TIC,368129164,23,SPOC,120,0.015907502,368129164,1450067137649786752,,0.268333333,AB Doradus moving group,149.0,Bouma_2024,Bouma,2024,2,2,0,0,,one
81,TIC-368129164-50-SPOC-120,TIC,368129164,50,SPOC,120,0.014394802,368129164,1450067137649786752,,0.268333333,AB Doradus moving group,149.0,Bouma_2024,Bouma,2024,2,2,0,0,,one
81,TIC-368129164-77-SPOC-120,TIC,368129164,77,SPOC,120,0.013712209,368129164,1450067137649786752,,0.268333333,AB Doradus moving group,149.0,Bouma_2024,Bouma,2024,2,1,0,0,Most of the data is cut out,one
82,TIC-267953787-43-SPOC-120,TIC,267953787,43,SPOC,120,0.048805141,267953787,149327461604161408,,0.7275,Taurus,2.0,Bouma_2024,Bouma,2024,2,0,0,1,,one
82,TIC-267953787-44-SPOC-120,TIC,267953787,44,SPOC,120,0.056293976,267953787,149327461604161408,,0.7275,Taurus,2.0,Bouma_2024,Bouma,2024,2,2,0,1,,one
82,TIC-267953787-70-SPOC-120,TIC,267953787,70,SPOC,120,0.064268768,267953787,149327461604161408,,0.7275,Taurus,2.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
82,TIC-267953787-71-SPOC-120,TIC,267953787,71,SPOC,120,0.060175794,267953787,149327461604161408,,0.7275,Taurus,2.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
83,TIC-59836633-43-SPOC-120,TIC,59836633,43,SPOC,120,0.1202113032,59836633,154779286930692352,,0.623333333,Beta Pic moving group,24.0,Bouma_2024,Bouma,2024,2,1,1,1,,one
83,TIC-59836633-44-SPOC-120,TIC,59836633,44,SPOC,120,0.1169171453,59836633,154779286930692352,,0.623333333,Beta Pic moving group,24.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
83,TIC-59836633-71-FFI-200s,TIC,59836633,71,FFI,200s,0.1052370594,59836633,154779286930692352,,0.623333333,Beta Pic moving group,24.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
84,TIC-2234692-19-SPOC-120,TIC,2234692,19,SPOC,120,0.068009853,2234692,181104928193233408,,0.271666667,Columba,42.0,Bouma_2024,Bouma,2024,2,2,0,1,,one
84,TIC-2234692-43-SPOC-120,TIC,2234692,43,SPOC,120,0.046428651,2234692,181104928193233408,,0.271666667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
84,TIC-2234692-44-SPOC-120,TIC,2234692,44,SPOC,120,0.07095747,2234692,181104928193233408,,0.271666667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
84,TIC-2234692-45-SPOC-120,TIC,2234692,45,SPOC,120,0.053247368,2234692,181104928193233408,,0.271666667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,1,1,,one
84,TIC-2234692-59-FFI-200s,TIC,2234692,59,FFI,200s,0.038651058,2234692,181104928193233408,,0.271666667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,1,1,,one
84,TIC-2234692-71-SPOC-120,TIC,2234692,71,SPOC,120,0.067060828,2234692,181104928193233408,,0.271666667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,1,1,,one
84,TIC-2234692-73-SPOC-120,TIC,2234692,73,SPOC,120,0.081219584,2234692,181104928193233408,,0.271666667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,0,1,,one
84,TIC-2234692-86-SPOC-120,TIC,2234692,86,SPOC,120,0.050504482,2234692,181104928193233408,,0.271666667,Columba,42.0,Bouma_2024,Bouma,2024,2,0,0,1,,one
85,TIC-332517282-2-SPOC-120,TIC,332517282,2,SPOC,120,0.055078721,332517282,2330466915715754112,,0.402916667,AB Doradus moving group,149.0,Zhan_2019,Zhan,2019,2,1,0,1,Crazy river plot,one
85,TIC-332517282-29-SPOC-120,TIC,332517282,29,SPOC,120,0.091770709,332517282,2330466915715754112,,0.402916667,AB Doradus moving group,149.0,Zhan_2019,Zhan,2019,2,1,0,1,,one
85,TIC-332517282-69-SPOC-120,TIC,332517282,69,SPOC,120,0.05306831,332517282,2330466915715754112,,0.402916667,AB Doradus moving group,149.0,Zhan_2019,Zhan,2019,2,1,1,1,,one
86,TIC-146539195-5-SPOC-120,TIC,146539195,5,SPOC,120,0.034502614,146539195,2962794236080240128,,0.280416667,Beta Pic moving group,24.0,Bouma_2024,Bouma,2024,2,1,1,1,,one
86,TIC-146539195-32-SPOC-120,TIC,146539195,32,SPOC,120,0.052699113,146539195,2962794236080240128,,0.280416667,Beta Pic moving group,24.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
87,TIC-264599508-7-SPOC-120,TIC,264599508,7,SPOC,120,0.030073464,264599508,3156962079670742528,,0.329166667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
87,TIC-264599508-33-SPOC-120,TIC,264599508,33,SPOC,120,0.051535487,264599508,3156962079670742528,,0.329166667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
87,TIC-264599508-44-SPOC-120,TIC,264599508,44,SPOC,120,0.033196688,264599508,3156962079670742528,,0.329166667,Columba,42.0,Bouma_2024,Bouma,2024,2,2,0,0,,one
87,TIC-264599508-45-SPOC-120,TIC,264599508,45,SPOC,120,0.032193911,264599508,3156962079670742528,,0.329166667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
87,TIC-264599508-46-SPOC-120,TIC,264599508,46,SPOC,120,0.035331452,264599508,3156962079670742528,,0.329166667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
87,TIC-264599508-71-SPOC-120,TIC,264599508,71,SPOC,120,0.043250859,264599508,3156962079670742528,,0.329166667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
87,TIC-264599508-72-SPOC-120,TIC,264599508,72,SPOC,120,0.046019876,264599508,3156962079670742528,,0.329166667,Columba,42.0,Bouma_2024,Bouma,2024,1,0,0,0,,one
87,TIC-264599508-87-SPOC-120,TIC,264599508,87,SPOC,120,0.036222279,264599508,3156962079670742528,,0.329166667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
88,TIC-50745567-6-SPOC-120,TIC,50745567,6,SPOC,120,0.023851895,50745567,3216729878197029120,,0.264166667,Beta Pic moving group,24.0,Bouma_2024,Bouma,2024,2,2,0,0,,one
88,TIC-50745567-32-SPOC-120,TIC,50745567,32,SPOC,120,0.028907651,50745567,3216729878197029120,,0.264166667,Beta Pic moving group,24.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
89,TIC-38539720-31-SPOC-120,TIC,38539720,31,SPOC,120,0.096863711,38539720,3244410500033689728,,0.381666667,Pisces-Eridani,120.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
90,TIC-311092148-31-SPOC-120,TIC,311092148,31,SPOC,120,0.032797331,311092148,3274291270411229056,,0.3275,Columba,42.0,Bouma_2024,Bouma,2024,2,1,1,1,,one
91,TIC-68812630-43-SPOC-120,TIC,68812630,43,SPOC,120,0.069680607,68812630,3408524670748967808,,0.376666667,Taurus,2.0,Bouma_2024,Bouma,2024,2,1,1,1,,one
91,TIC-68812630-44-SPOC-120,TIC,68812630,44,SPOC,120,0.071630299,68812630,3408524670748967808,,0.376666667,Taurus,2.0,Bouma_2024,Bouma,2024,2,1,0,1,,one
91,TIC-68812630-71-SPOC-120,TIC,68812630,71,SPOC,120,0.070775545,68812630,3408524670748967808,,0.376666667,Taurus,2.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
92,TIC-118449916-43-SPOC-120,TIC,118449916,43,SPOC,120,0.065119207,118449916,3410376454489356416,,0.512916667,Taurus,2.0,Bouma_2024,Bouma,2024,2,0,0,0,,one
92,TIC-118449916-44-SPOC-120,TIC,118449916,44,SPOC,120,0.066918522,118449916,3410376454489356416,,0.512916667,Taurus,2.0,Bouma_2024,Bouma,2024,2,0,0,0,Literature period is maybe slightly off,one
92,TIC-118449916-70-SPOC-120,TIC,118449916,70,SPOC,120,0.055007529,118449916,3410376454489356416,,0.512916667,Taurus,2.0,Bouma_2024,Bouma,2024,2,1,1,1,,one
92,TIC-118449916-71-SPOC-120,TIC,118449916,71,SPOC,120,0.056812406,118449916,3410376454489356416,,0.512916667,Taurus,2.0,Bouma_2024,Bouma,2024,2,0,0,0,,one
93,TIC-142173958-10-SPOC-120,TIC,142173958,10,SPOC,120,0.061072302,142173958,3465944500845668224,,0.49,TW Hydrae association,10.0,Bouma_2024,Bouma,2024,2,1,1,1,,one
93,TIC-142173958-37-SPOC-120,TIC,142173958,37,SPOC,120,0.044548035,142173958,3465944500845668224,,0.49,TW Hydrae association,10.0,Bouma_2024,Bouma,2024,2,1,1,1,,one
93,TIC-142173958-90-SPOC-120,TIC,142173958,90,SPOC,120,0.059785932,142173958,3465944500845668224,,0.49,TW Hydrae association,10.0,Bouma_2024,Bouma,2024,2,0,0,0,,one
94,TIC-193831684-13-SPOC-120,TIC,193831684,13,SPOC,120,0.081782484,193831684,4042180300005971200,,1.2925,Beta Pic moving group,24.0,Bouma_2024,Bouma,2024,2,0,0,0,,one
94,TIC-193831684-39-SPOC-120,TIC,193831684,39,SPOC,120,0.085507691,193831684,4042180300005971200,,1.2925,Beta Pic moving group,24.0,Bouma_2024,Bouma,2024,2,0,0,0,,one
94,TIC-193831684-66-SPOC-120,TIC,193831684,66,SPOC,120,0.081538129,193831684,4042180300005971200,,1.2925,Beta Pic moving group,24.0,Bouma_2024,Bouma,2024,2,0,0,0,,one
94,TIC-193831684-91-SPOC-120,TIC,193831684,91,SPOC,120,0.072621673,193831684,4042180300005971200,,1.2925,Beta Pic moving group,24.0,Bouma_2024,Bouma,2024,2,0,0,1,,one
94,TIC-193831684-92-SPOC-120,TIC,193831684,92,SPOC,120,0.078243285,193831684,4042180300005971200,,1.2925,Beta Pic moving group,24.0,Bouma_2024,Bouma,2024,2,0,0,0,,one
94,TIC-193831684-93-SPOC-120,TIC,193831684,93,SPOC,120,0.085174578,193831684,4042180300005971200,,1.2925,Beta Pic moving group,24.0,Bouma_2024,Bouma,2024,1,0,0,0,Lots of non-harmonic peaks on the periodogram,one
95,TIC-38820496-1-SPOC-120,TIC,38820496,1,SPOC,120,0.023135769,38820496,4703815338965472768,,0.655416667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,0,0,,one
95,TIC-38820496-2-SPOC-120,TIC,38820496,2,SPOC,120,0.024974406,38820496,4703815338965472768,,0.655416667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,1,1,,one
95,TIC-38820496-27-SPOC-120,TIC,38820496,27,SPOC,120,0.036541951,38820496,4703815338965472768,,0.655416667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,0,0,,one
95,TIC-38820496-28-SPOC-120,TIC,38820496,28,SPOC,120,0.031581473,38820496,4703815338965472768,,0.655416667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,2,1,1,,one
95,TIC-38820496-68-SPOC-120,TIC,38820496,68,SPOC,120,0.065694672,38820496,4703815338965472768,,0.655416667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,2,0,0,,one
95,TIC-38820496-95-SPOC-120,TIC,38820496,95,SPOC,120,0.068523175,38820496,4703815338965472768,,0.655416667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,0,0,0,,one
95,TIC-38820496-96-SPOC-120,TIC,38820496,96,SPOC,120,0.06406678,38820496,4703815338965472768,,0.655416667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,2,1,1,Shelf after huge flare,one
96,TIC-201898222-2-SPOC-120,TIC,201898222,2,SPOC,120,0.029237986,201898222,4741424237273655040,,0.445833333,Tucana-Horologium,40.0,Bouma_2024,Bouma,2024,2,1,1,1,,one
96,TIC-201898222-3-SPOC-120,TIC,201898222,3,SPOC,120,0.01923483,201898222,4741424237273655040,,0.445833333,Tucana-Horologium,40.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
96,TIC-201898222-29-SPOC-120,TIC,201898222,29,SPOC,120,0.048411274,201898222,4741424237273655040,,0.445833333,Tucana-Horologium,40.0,Bouma_2024,Bouma,2024,2,2,0,0,,one
96,TIC-201898222-30-SPOC-120,TIC,201898222,30,SPOC,120,0.033492047,201898222,4741424237273655040,,0.445833333,Tucana-Horologium,40.0,Bouma_2024,Bouma,2024,2,2,0,0,,one
96,TIC-201898222-69-FFI-200s,TIC,201898222,69,FFI,200s,0.020552455,201898222,4741424237273655040,,0.445833333,Tucana-Horologium,40.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
96,TIC-201898222-96-SPOC-120,TIC,201898222,96,SPOC,120,0.07377106,201898222,4741424237273655040,,0.445833333,Tucana-Horologium,40.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
96,TIC-201898222-97-FFI-200s,TIC,201898222,97,FFI,200s,0.02840404,201898222,4741424237273655040,,0.445833333,Tucana-Horologium,40.0,Bouma_2024,Bouma,2024,2,0,0,0,,one
97,TIC-201789285-2-SPOC-120,TIC,201789285,2,SPOC,120,0.085858476,201789285,4742436853122727040,,0.151666667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,1,1,Literature period is a little bit off,one
97,TIC-201789285-3-SPOC-120,TIC,201789285,3,SPOC,120,0.084214473,201789285,4742436853122727040,,0.151666667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,0,0,,one
97,TIC-201789285-29-SPOC-120,TIC,201789285,29,SPOC,120,0.072856182,201789285,4742436853122727040,,0.151666667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,0,0,0,,one
97,TIC-201789285-30-SPOC-120,TIC,201789285,30,SPOC,120,0.075984228,201789285,4742436853122727040,,0.151666667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,1,1,,one
97,TIC-201789285-69-SPOC-120,TIC,201789285,69,SPOC,120,0.1522103548,201789285,4742436853122727040,,0.151666667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,2,0,0,,one
97,TIC-201789285-96-SPOC-120,TIC,201789285,96,SPOC,120,0.077199256,201789285,4742436853122727040,,0.151666667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,0,0,0,,one
97,TIC-201789285-97-FFI-200s,TIC,201789285,97,FFI,200s,0.040130833,201789285,4742436853122727040,,0.151666667,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,0,0,0,,one
98,TIC-144486786-5-SPOC-120,TIC,144486786,5,SPOC,120,0.025022972,144486786,4809722429257648768,,0.284166667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
98,TIC-144486786-6-SPOC-120,TIC,144486786,6,SPOC,120,0.025524676,144486786,4809722429257648768,,0.284166667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
98,TIC-144486786-32-SPOC-120,TIC,144486786,32,SPOC,120,0.051240814,144486786,4809722429257648768,,0.284166667,Columba,42.0,Bouma_2024,Bouma,2024,2,2,1,1,,one
98,TIC-144486786-33-SPOC-120,TIC,144486786,33,SPOC,120,0.052268326,144486786,4809722429257648768,,0.284166667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
98,TIC-144486786-87-SPOC-120,TIC,144486786,87,SPOC,120,0.029099643,144486786,4809722429257648768,,0.284166667,Columba,42.0,Bouma_2024,Bouma,2024,2,1,0,0,,one
99,TIC-425937691-1-SPOC-120,TIC,425937691,1,SPOC,120,0.076611114,425937691,4900780511935295872,,0.200833333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,1,1,Literature period slightly off,one
99,TIC-425937691-2-SPOC-120,TIC,425937691,2,SPOC,120,0.071775627,425937691,4900780511935295872,,0.200833333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,1,1,,one
99,TIC-425937691-28-SPOC-120,TIC,425937691,28,SPOC,120,0.07061398,425937691,4900780511935295872,,0.200833333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,2,1,1,,one
99,TIC-425937691-68-SPOC-120,TIC,425937691,68,SPOC,120,0.070100188,425937691,4900780511935295872,,0.200833333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,2,1,1,,one
99,TIC-425937691-69-SPOC-120,TIC,425937691,69,SPOC,120,0.066479635,425937691,4900780511935295872,,0.200833333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,2,0,0,,one
99,TIC-425937691-95-SPOC-120,TIC,425937691,95,SPOC,120,0.07118901,425937691,4900780511935295872,,0.200833333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,0,0,,one
99,TIC-425937691-96-SPOC-120,TIC,425937691,96,SPOC,120,0.068473732,425937691,4900780511935295872,,0.200833333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,0,1,,one
100,TIC-425933644-1-SPOC-120,TIC,425933644,1,SPOC,120,0.053292453,425933644,4905813212878537216,,0.48625,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,0,0,,one
100,TIC-425933644-2-SPOC-120,TIC,425933644,2,SPOC,120,0.046084404,425933644,4905813212878537216,,0.48625,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,1,1,,one
100,TIC-425933644-28-SPOC-120,TIC,425933644,28,SPOC,120,0.048670506,425933644,4905813212878537216,,0.48625,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,0,0,,one
100,TIC-425933644-29-SPOC-120,TIC,425933644,29,SPOC,120,0.048573375,425933644,4905813212878537216,,0.48625,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,0,0,,one
100,TIC-425933644-68-SPOC-120,TIC,425933644,68,SPOC,120,0.042256683,425933644,4905813212878537216,,0.48625,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,0,1,,one
100,TIC-425933644-69-SPOC-120,TIC,425933644,69,SPOC,120,0.05063085,425933644,4905813212878537216,,0.48625,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,1,1,The shelfs are pretty small on the left hand side,one
100,TIC-425933644-95-SPOC-120,TIC,425933644,95,SPOC,120,0.039073187,425933644,4905813212878537216,,0.48625,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,1,1,,one
100,TIC-425933644-96-SPOC-120,TIC,425933644,96,SPOC,120,0.036179024,425933644,4905813212878537216,,0.48625,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,1,1,,one
101,TIC-206544316-1-SPOC-120,TIC,206544316,1,SPOC,120,0.078335607,206544316,4909009394396454144,,0.322083333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,0,1,Gradual brightness decrease,one
101,TIC-206544316-2-SPOC-120,TIC,206544316,2,SPOC,120,0.074437809,206544316,4909009394396454144,,0.322083333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,0,1,1,Not really sure if these are shelves or regular evolution,one
101,TIC-206544316-28-SPOC-120,TIC,206544316,28,SPOC,120,0.069068629,206544316,4909009394396454144,,0.322083333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,0,0,,one
101,TIC-206544316-29-SPOC-120,TIC,206544316,29,SPOC,120,0.065396762,206544316,4909009394396454144,,0.322083333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,1,1,,one
101,TIC-206544316-68-SPOC-120,TIC,206544316,68,SPOC,120,0.090976512,206544316,4909009394396454144,,0.322083333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,1,1,,one
101,TIC-206544316-69-SPOC-120,TIC,206544316,69,SPOC,120,0.091282177,206544316,4909009394396454144,,0.322083333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,1,1,,one
101,TIC-206544316-95-SPOC-120,TIC,206544316,95,SPOC,120,0.1479585767,206544316,4909009394396454144,,0.322083333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,0,0,0,,one
101,TIC-206544316-96-SPOC-120,TIC,206544316,96,SPOC,120,0.1435277939,206544316,4909009394396454144,,0.322083333,Tucana-Horologium,40.0,Zhan_2019,Zhan,2019,2,1,0,0,Good one for flare height discussion,one
102,TIC-178155030-3-SPOC-120,TIC,178155030,3,SPOC,120,0.042082584,178155030,5050451154310013056,,0.48625,Tucana-Horologium,40.0,Bouma_2024,Bouma,2024,0,0,0,0,Close to complex,one
102,TIC-178155030-4-SPOC-120,TIC,178155030,4,SPOC,120,0.042949182,178155030,5050451154310013056,,0.48625,Tucana-Horologium,40.0,Bouma_2024,Bouma,2024,0,1,0,0,Close to complex,one
102,TIC-178155030-30-SPOC-120,TIC,178155030,30,SPOC,120,0.035994756,178155030,5050451154310013056,,0.48625,Tucana-Horologium,40.0,Bouma_2024,Bouma,2024,1,2,0,1,,one
102,TIC-178155030-31-SPOC-120,TIC,178155030,31,SPOC,120,0.034738958,178155030,5050451154310013056,,0.48625,Tucana-Horologium,40.0,Bouma_2024,Bouma,2024,1,1,0,0,,one
102,TIC-178155030-97-FFI-200s,TIC,178155030,97,FFI,200s,0.026581221,178155030,5050451154310013056,,0.48625,Tucana-Horologium,40.0,Bouma_2024,Bouma,2024,1,1,0,0,,one
103,TIC-141306513-4-SPOC-120,TIC,141306513,4,SPOC,120,0.027494621,141306513,5179619856194590080,,0.556666667,Tucana-Horologium,40.0,Popinchalk_2023,Popinchalk,2023,1,1,0,0,Data is very noisy,one
103,TIC-141306513-31-SPOC-120,TIC,141306513,31,SPOC,120,0.0510288,141306513,5179619856194590080,,0.556666667,Tucana-Horologium,40.0,Popinchalk_2023,Popinchalk,2023,2,2,0,1,Still a little noisy but much better than the other LC for this object,one
104,TIC-397791443-10-FFI-30min,TIC,397791443,10,FFI,30min,0.012001651,397791443,5239135492911437568,,0.289583333,IC 2602,40.0,Bouma_2024,Bouma,2024,1,0,0,0,Periodogram looks complex but periodity is very hard to see in full LC,one
104,TIC-397791443-11-FFI-30min,TIC,397791443,11,FFI,30min,0.010748908,397791443,5239135492911437568,,0.289583333,IC 2602,40.0,Bouma_2024,Bouma,2024,1,0,0,0,Periodogram looks complex but periodity is very hard to see in full LC,one
104,TIC-397791443-37-SPOC-120,TIC,397791443,37,SPOC,120,0.204713881,397791443,5239135492911437568,,0.289583333,IC 2602,40.0,Bouma_2024,Bouma,2024,2,1,0,0,A little noisy,one
104,TIC-397791443-38-SPOC-120,TIC,397791443,38,SPOC,120,0.254364413,397791443,5239135492911437568,,0.289583333,IC 2602,40.0,Bouma_2024,Bouma,2024,2,1,0,0,Diagonal,one
104,TIC-397791443-63-FFI-200s,TIC,397791443,63,FFI,200s,0.016974198,397791443,5239135492911437568,,0.289583333,IC 2602,40.0,Bouma_2024,Bouma,2024,1,0,0,0,,one
104,TIC-397791443-65-FFI-200s,TIC,397791443,65,FFI,200s,0.017365941,397791443,5239135492911437568,,0.289583333,IC 2602,40.0,Bouma_2024,Bouma,2024,1,0,0,0,,one
104,TIC-397791443-90-SPOC-120,TIC,397791443,90,SPOC,120,0.2712690115,397791443,5239135492911437568,,0.289583333,IC 2602,40.0,Bouma_2024,Bouma,2024,2,1,0,0,Diagonal,one
105,TIC-177309964-1-SPOC-120,TIC,177309964,1,SPOC,120,0.089809597,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,1,1,0,0,,one
105,TIC-177309964-2-SPOC-120,TIC,177309964,2,SPOC,120,0.089677095,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,1,2,0,0,Huge flare,one
105,TIC-177309964-3-SPOC-120,TIC,177309964,3,SPOC,120,0.087080657,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,1,0,0,0,,one
105,TIC-177309964-4-SPOC-120,TIC,177309964,4,SPOC,120,0.083315778,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,1,0,0,0,,one
105,TIC-177309964-5-SPOC-120,TIC,177309964,5,SPOC,120,0.073715955,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,0,1,0,0,Double dipper - good example of on the edge,one
105,TIC-177309964-6-SPOC-120,TIC,177309964,6,SPOC,120,0.074771571,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,1,0,0,0,,one
105,TIC-177309964-7-SPOC-120,TIC,177309964,7,SPOC,120,0.075096357,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,1,1,1,0,Shelf is faint,one
105,TIC-177309964-8-SPOC-120,TIC,177309964,8,SPOC,120,0.068879056,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,1,1,0,0,,one
105,TIC-177309964-9-SPOC-120,TIC,177309964,9,SPOC,120,0.074535072,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,0,0,0,0,Double dipper,one
105,TIC-177309964-10-SPOC-120,TIC,177309964,10,SPOC,120,0.070882815,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,2,1,0,1,,one
105,TIC-177309964-11-SPOC-120,TIC,177309964,11,SPOC,120,0.07464031,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,2,1,0,0,,one
105,TIC-177309964-12-SPOC-120,TIC,177309964,12,SPOC,120,0.08629629,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,0,1,0,0,,one
105,TIC-177309964-13-SPOC-120,TIC,177309964,13,SPOC,120,0.084947449,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,1,1,0,0,,one
105,TIC-177309964-27-SPOC-120,TIC,177309964,27,SPOC,120,0.06780653,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,2,1,0,0,,one
105,TIC-177309964-28-SPOC-120,TIC,177309964,28,SPOC,120,0.074060321,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,1,1,0,1,,one
105,TIC-177309964-29-SPOC-120,TIC,177309964,29,SPOC,120,0.070555961,177309964,5260885172922381824,,0.453333333,CAR,45.0,Zhan_2019,Zhan,2019,1,2,0,1,,one
