pop_id,lcname,idtype,ID,secorcamp,author_x,cadence,fluxamplitude,TIC,gaiadr3_source_id,epic_id,per,per2,group,age_Myr,disco_paper,author_y,year,calc_per
21,TIC-280945693-64-SPOC-120,TIC,280945693,64,SPOC,120,0.0719283819198607,280945693,5.234117008292639e+18,,0.6363,,Lower Centaurus-Crux,16.0,Stauffer_2021,Stauffer,2021,0.6351121756089516
21,TIC-280945693-65-SPOC-120,TIC,280945693,65,SPOC,120,0.0715243816375732,280945693,5.234117008292639e+18,,0.6363,,Lower Centaurus-Crux,16.0,Stauffer_2021,Stauffer,2021,0.6356099352653958
22,TIC-296790810-64-SPOC-120,TIC,296790810,64,SPOC,120,0.0838854908943175,296790810,5.236296171620606e+18,,0.3713,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.123828726137079
22,TIC-296790810-65-SPOC-120,TIC,296790810,65,SPOC,120,0.1122136354446412,296790810,5.236296171620606e+18,,0.3713,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.1238561252998803
22,TIC-296790810-38-FFI-10min,TIC,296790810,38,FFI,10min,0.0235821347091946,296790810,5.236296171620606e+18,,0.3713,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.1856664631553103
22,TIC-296790810-10-FFI-30min,TIC,296790810,10,FFI,30min,0.019026376580941,296790810,5.236296171620606e+18,,0.3713,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.371007829378238
22,TIC-296790810-11-FFI-30min,TIC,296790810,11,FFI,30min,0.0323234831216777,296790810,5.236296171620606e+18,,0.3713,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.3716704038843004
22,TIC-296790810-37-FFI-10min,TIC,296790810,37,FFI,10min,0.0283015133088592,296790810,5.236296171620606e+18,,0.3713,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.1858412561843457
23,TIC-290889135-10-FFI-30min,TIC,290889135,10,FFI,30min,0.0612668266007122,290889135,5.237270068366412e+18,,0.4835,0.3072,UCL/LCC,16.0,Rebull_2022,Rebull,2022,0.4831821418026193
23,TIC-290889135-11-FFI-30min,TIC,290889135,11,FFI,30min,0.0633815308060703,290889135,5.237270068366412e+18,,0.4835,0.3072,UCL/LCC,16.0,Rebull_2022,Rebull,2022,0.4831467489103578
23,TIC-290889135-37-FFI-10min,TIC,290889135,37,FFI,10min,0.0455814862686717,290889135,5.237270068366412e+18,,0.4835,0.3072,UCL/LCC,16.0,Rebull_2022,Rebull,2022,0.4838586898959083
23,TIC-290889135-38-FFI-10min,TIC,290889135,38,FFI,10min,0.0463630989950544,290889135,5.237270068366412e+18,,0.4835,0.3072,UCL/LCC,16.0,Rebull_2022,Rebull,2022,0.4840126915172205
23,TIC-290889135-64-FFI-200s,TIC,290889135,64,FFI,200s,0.0562732026489516,290889135,5.237270068366412e+18,,0.4835,0.3072,UCL/LCC,16.0,Rebull_2022,Rebull,2022,0.4824522722776634
23,TIC-290889135-65-FFI-200s,TIC,290889135,65,FFI,200s,0.0483303878652311,290889135,5.237270068366412e+18,,0.4835,0.3072,UCL/LCC,16.0,Rebull_2022,Rebull,2022,0.4836752478903851
24,TIC-301432612-10-FFI-30min,TIC,301432612,10,FFI,30min,0.0414272202868847,301432612,5.341919587915808e+18,,0.5044,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.5050218637188364
24,TIC-301432612-64-FFI-200s,TIC,301432612,64,FFI,200s,0.1658933829576411,301432612,5.341919587915808e+18,,0.5044,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.0163593881165502
24,TIC-301432612-37-FFI-10min,TIC,301432612,37,FFI,10min,0.0417363168819752,301432612,5.341919587915808e+18,,0.5044,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.5051243692578488
24,TIC-301432612-11-FFI-30min,TIC,301432612,11,FFI,30min,0.0383052519569272,301432612,5.341919587915808e+18,,0.5044,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.5047752892894232
25,TIC-93763678-64-FFI-200s,TIC,93763678,64,FFI,200s,0.0147000705241687,93763678,5.345273648130814e+18,,0.9156,,UCL/LCC,16.0,Rebull_2022,Rebull,2022,0.9152608383441204
25,TIC-93763678-90-FFI-200s,TIC,93763678,90,FFI,200s,0.0134885739376576,93763678,5.345273648130814e+18,,0.9156,,UCL/LCC,16.0,Rebull_2022,Rebull,2022,0.9183271392390382
25,TIC-93763678-10-FFI-30min,TIC,93763678,10,FFI,30min,0.0092880635548651,93763678,5.345273648130814e+18,,0.9156,,UCL/LCC,16.0,Rebull_2022,Rebull,2022,0.9173839381950724
26,TIC-448002486-38-FFI-10min,TIC,448002486,38,FFI,10min,0.0341810407536655,448002486,5.856059166484152e+18,,0.3593,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.1796666358013865
26,TIC-448002486-11-FFI-30min,TIC,448002486,11,FFI,30min,0.023532871775866,448002486,5.856059166484152e+18,,0.3593,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.1796849222142415
26,TIC-448002486-64-SPOC-120,TIC,448002486,64,SPOC,120,0.1178903341293334,448002486,5.856059166484152e+18,,0.3593,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.179716007066811
26,TIC-448002486-65-SPOC-120,TIC,448002486,65,SPOC,120,0.1156390190124512,448002486,5.856059166484152e+18,,0.3593,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.1797281309600257
27,TIC-328468855-11-FFI-30min,TIC,328468855,11,FFI,30min,0.0115576860498017,328468855,5.856567140866126e+18,,1.862,,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1.8520234648847589
27,TIC-328468855-38-FFI-10min,TIC,328468855,38,FFI,10min,0.0187298693970487,328468855,5.856567140866126e+18,,1.862,,UCL/LCC,16.0,Rebull_2022,Rebull,2022,0.6244459212551995
27,TIC-328468855-64-FFI-200s,TIC,328468855,64,FFI,200s,0.0158380879395381,328468855,5.856567140866126e+18,,1.862,,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1.8711925257231363
28,TIC-435899024-11-FFI-30min,TIC,435899024,11,FFI,30min,0.0400019892750812,435899024,5.861945711251718e+18,,0.3634,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.3636860955697605
28,TIC-435899024-65-SPOC-120,TIC,435899024,65,SPOC,120,0.1746963679790497,435899024,5.861945711251718e+18,,0.3634,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.3639603647892656
28,TIC-435899024-64-SPOC-120,TIC,435899024,64,SPOC,120,0.2255194902420044,435899024,5.861945711251718e+18,,0.3634,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.3648130940950326
28,TIC-435899024-38-FFI-10min,TIC,435899024,38,FFI,10min,0.0352679930485976,435899024,5.861945711251718e+18,,0.3634,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.3629066595099061
29,TIC-973449111-65-SPOC-120,TIC,973449111,65,SPOC,120,0.0660692691802977,973449111,5.868286560427916e+18,,0.621,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.6211763102334945
29,TIC-973449111-64-SPOC-120,TIC,973449111,64,SPOC,120,0.0727800488471983,973449111,5.868286560427916e+18,,0.621,,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,0.6233516566983711
